country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation,rm_prod,oil_prod
Cyleia,Silas Adar,http://blocgame.com/alliancestats.php?allianceid=2045,18k active personnel,0 ships,First World War surplus,$316 million,Standard,online now,rankings.php?subregion=mex,The Order,$316 million,alliancestats.php?allianceid=2045,Mesoamerica,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=62784,1 Mbbl,,,Good,,1 Mbbl per month
SOPF,Johnathinski Weston,http://blocgame.com/alliancestats.php?allianceid=2056,18k active personnel,0 ships,First World War surplus,$316 million,Standard,last online 17 hours ago,rankings.php?subregion=ind,Farmington Brigade,$316 million,alliancestats.php?allianceid=2056,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62841,1 Mbbl,,,Good,,1 Mbbl per month
Qaramur,Qaram,,15k active personnel,0 ships,Finest of the 19th century,$316 million,Standard,last online 34 hours ago,rankings.php?subregion=sub,,$316 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=62861,,,,Good,,
Carneyopia,jcarney23,,8k active personnel,0 ships,Finest of the 19th century,$264 million,Standard,last online 74 hours ago,rankings.php?subregion=car,,$264 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62896,,,,Good,,
Nova Germania,Rudel,,5k active personnel,0 ships,Finest of the 19th century,$316 million,Standard,last online 71 hours ago,rankings.php?subregion=con,,$316 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,None,http://blocgame.com/stats.php?id=62901,,,,Good,,
Sober,SoberObvald,,7k active personnel,0 ships,Finest of the 19th century,$264 million,Standard,last online 70 hours ago,rankings.php?subregion=car,,$264 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62902,,,,Good,,
Zika,Felin,,12k active personnel,0 ships,Finest of the 19th century,$316 million,Standard,last online 42 hours ago,rankings.php?subregion=egy,,$316 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=62908,,,,Good,,
Menn,Menn,,18k active personnel,0 ships,Finest of the 19th century,$316 million,Standard,last online 49 hours ago,rankings.php?subregion=gra,,$316 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=62929,,,,Good,,
Emrythl,Maharani,,6k active personnel,0 ships,Finest of the 19th century,$316 million,Standard,last online 40 hours ago,rankings.php?subregion=egy,,$316 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=62948,,,,Good,,
GoAlLah,GoAlLah,,15k active personnel,0 ships,Finest of the 19th century,$316 million,Standard,last online 39 hours ago,rankings.php?subregion=ara,,$316 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62950,,,,Good,,
Delos,Damocles,,20k active personnel,0 ships,Finest of the 19th century,$316 million,Standard,last online 18 hours ago,rankings.php?subregion=gra,,$316 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=63002,,,,Normal,,
Kashmir,Hereno,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 159 hours ago,rankings.php?subregion=sub,,$315 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=2681,,,,Good,,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 5 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,None,http://blocgame.com/stats.php?id=4816,,,,Good,,
McSkippumstan,Coldoldgold,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 179 hours ago,rankings.php?subregion=per,,$315 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=4944,,,,Good,,
Gensokyo,DrKourin,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 18 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=5212,,,,Good,,
Pingaslavia,CowsRTasty,,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 21 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=6730,1 Mbbl,,,Good,,1 Mbbl per month
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=2049,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 23 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$315 million,alliancestats.php?allianceid=2049,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=7511,1 Mbbl,,,Good,,1 Mbbl per month
Swedeinstan,The_Real_Taylor_Swift,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 37 hours ago,rankings.php?subregion=ara,,$315 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=39005,,,,Good,,
Montevallinia,Nimm,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 144 hours ago,rankings.php?subregion=mex,,$315 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=39033,,,,Good,,
Vizio,linkbro,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 145 hours ago,rankings.php?subregion=ara,,$315 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=39037,,,,Good,,
Rattown,Furfag Commanding,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 35 hours ago,rankings.php?subregion=mes,,$315 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=39062,,,,Good,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=2049,25k active personnel,0 ships,Finest of the 19th century,$315 million,Elite,online now,rankings.php?subregion=mes,Brotherhood of Nod,$315 million,alliancestats.php?allianceid=2049,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=39070,3 Mbbl,,,Normal,,3 Mbbl per month
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=2052,30k active personnel,0 ships,First World War surplus,$315 million,Elite,online now,rankings.php?subregion=per,The Federal Colonies,$315 million,alliancestats.php?allianceid=2052,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=40095,2 Mbbl,,,Normal,,2 Mbbl per month
The Kebabtopol,Ghaddafini,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 8 hours ago,rankings.php?subregion=sea,,$315 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=40117,,,,Good,,
Viktoria,gracious leader skylar,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 2 hours ago,rankings.php?subregion=pac,The Order,$315 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=40188,,,,Good,,
Minmaxia,Reanchi,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 1 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=40270,2 Mbbl,,,Normal,,2 Mbbl per month
The Deserted,Kamakazi Sunshine,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 2 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=40459,1 Mbbl,,,Good,,1 Mbbl per month
Oranje,Joseph,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 167 hours ago,rankings.php?subregion=saf,,$315 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,None,http://blocgame.com/stats.php?id=40545,,,,Good,,
Best Istan,Glorious Leader,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 68 hours ago,rankings.php?subregion=chi,,$315 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=40577,,,,Good,,
Herpderpastan,Herpderpmcderp,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 19 hours ago,rankings.php?subregion=per,,$315 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=40615,,,,Good,,
WubWubWub,MAYDAY,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 48 hours ago,rankings.php?subregion=sea,,$315 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=40672,,,,Good,,
San Crist�bal,FORivera,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 37 hours ago,rankings.php?subregion=car,,$315 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=40966,,,,Good,,
Piratani,vfaufabc,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 41 hours ago,rankings.php?subregion=con,,$315 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,None,http://blocgame.com/stats.php?id=41028,,,,Good,,
Bourbon Island,Gypsy Danger,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 30 hours ago,rankings.php?subregion=egy,,$315 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=41247,,,,Good,,
Naval,Laveney,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 169 hours ago,rankings.php?subregion=gra,,$315 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=41480,,,,Good,,
boco grande,atheistpreacher,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 20 hours ago,rankings.php?subregion=gra,,$315 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=41740,1 Mbbl,,,Good,,1 Mbbl per month
Frostyputania,Frostyputa,http://blocgame.com/alliancestats.php?allianceid=2045,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 15 hours ago,rankings.php?subregion=gra,The Order,$315 million,alliancestats.php?allianceid=2045,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=42065,1 Mbbl,,,Good,,1 Mbbl per month
Argos,Arkadios,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 44 hours ago,rankings.php?subregion=chi,,$315 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=43443,,,,Good,,
Falk,Seth,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 19 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=43574,,,,Good,,
FistPump,MasterChef,http://blocgame.com/alliancestats.php?allianceid=2049,35k active personnel,0 ships,First World War surplus,$315 million,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$315 million,alliancestats.php?allianceid=2049,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=43623,,,,Normal,,
little italy,Vernin,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 110 hours ago,rankings.php?subregion=car,,$315 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=44097,,,,Good,,
kurdastan,stax,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 25 hours ago,rankings.php?subregion=per,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=44907,,,,Good,,
dane,josen,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 53 hours ago,rankings.php?subregion=car,,$315 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=45877,,,,Good,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,First World War surplus,$315 million,Elite,online now,rankings.php?subregion=ind,The Order,$315 million,alliancestats.php?allianceid=2045,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=45936,,,,Good,,
Yazu,Goobi,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 7 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=46519,,,,Good,5 Hundred Tons per month,
Marcus,Marcus Mills,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 144 hours ago,rankings.php?subregion=egy,,$315 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=46590,,,,Good,,
Andalusia,Michaelion,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 62 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=46668,,,,Good,,
Foundation,Danzo,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 8 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=46870,,,,Good,,
Clownaland,Clowny,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 9 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=46942,,,,Good,,
Cubania,General Fidelis,,30k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 1 hours ago,rankings.php?subregion=mex,,$315 million,,Mesoamerica,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=47349,,1 Tons,,Normal,,
Tuchankaa,Toquisador,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 42 hours ago,rankings.php?subregion=chi,,$315 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=47573,,,,Good,,
Kennethland,Kenneth,,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 16 hours ago,rankings.php?subregion=gra,,$315 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=47662,,,,Good,,
Slavostan,Joe Tito-Hoxha,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 3 hours ago,rankings.php?subregion=sea,,$315 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=48188,1 Mbbl,,,Good,,1 Mbbl per month
The Joose,BomberJack,http://blocgame.com/alliancestats.php?allianceid=2064,25k active personnel,0 ships,First World War surplus,$315 million,Elite,online now,rankings.php?subregion=egy,SPQR,$315 million,alliancestats.php?allianceid=2064,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=48611,2 Mbbl,,,Good,,2 Mbbl per month
skrubrikei,coweymcnuggets,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 30 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=48846,,,,Good,,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=2048,20k active personnel,0 ships,First World War surplus,$315 million,Standard,last online 5 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=49465,3 Mbbl,,,Good,,3 Mbbl per month
Begnion,Lehran,,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 19 hours ago,rankings.php?subregion=gui,,$315 million,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,None,http://blocgame.com/stats.php?id=49586,,,,Good,,
Arsinoe,Sobek,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 44 hours ago,rankings.php?subregion=egy,,$315 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=49868,,,,Good,,
Granola,Granola Empire,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 40 hours ago,rankings.php?subregion=waf,,$315 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,None,http://blocgame.com/stats.php?id=50172,,,,Good,,
Ostrich,xvetter,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 49 hours ago,rankings.php?subregion=gra,,$315 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=50376,,,,Good,,
Pencils,Pencil Person,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 49 hours ago,rankings.php?subregion=gra,,$315 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=50538,,,,Good,,
Quam,Noodle,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 49 hours ago,rankings.php?subregion=gra,,$315 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=50541,,,,Good,,
Taipei,Shabby,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 52 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=50553,,,,Good,,
Canteens,Immortal Soup,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 49 hours ago,rankings.php?subregion=gra,,$315 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=50878,,,,Good,,
Bobafet,Andyccc1017,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 49 hours ago,rankings.php?subregion=gra,,$315 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=50883,,,,Good,,
Olympia,Xasthur,http://blocgame.com/alliancestats.php?allianceid=2048,27k active personnel,0 ships,First World War surplus,$315 million,Elite,online now,rankings.php?subregion=chi,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=51354,,,,Normal,,
SPNR,Stefan Stamenkovic,,18k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,online now,rankings.php?subregion=sea,,$315 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=51722,1 Mbbl,,,Good,,1 Mbbl per month
fishboyland,fishboy,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 38 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=51831,,,,Good,,
NMZ,Hally,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 24 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=51877,,,,Good,,
Krat,Mythron,,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 21 hours ago,rankings.php?subregion=sea,,$315 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=51892,,,,Good,,
Seychelles,Belanger_Chris,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 118 hours ago,rankings.php?subregion=mes,,$315 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=52110,,,,Good,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 18 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=52275,2 Mbbl,,,Normal,,2 Mbbl per month
Uberwald,lm_Brian,,14k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 77 hours ago,rankings.php?subregion=atl,,$315 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=52313,,,,Good,,
PonyPenetrators,PonyPenetrator,,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 19 hours ago,rankings.php?subregion=chi,,$315 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=52348,,,,Good,,
Great Poverty,SamoGrrr,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 3 hours ago,rankings.php?subregion=congo,,$315 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=52440,,,,Good,,
Somaliya,Al Somali,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 16 hours ago,rankings.php?subregion=ara,,$315 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=52569,,,,Good,,
Best Syria,Bashar Hafez al-Assad,,6k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 38 hours ago,rankings.php?subregion=mes,,$315 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=52852,,,,Good,,
Klub,Man of the Moon,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 90 hours ago,rankings.php?subregion=gui,,$315 million,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,None,http://blocgame.com/stats.php?id=52854,,,,Good,,
Biji Kurdistan,Myron2point0,,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 11 hours ago,rankings.php?subregion=mes,,$315 million,,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=52906,3 Mbbl,,,Good,,3 Mbbl per month
RiceFields,Jean-Jean,,6k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 19 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=52930,,,,Good,,
Ekodebota,tfwqtp2tlgf|;3,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 83 hours ago,rankings.php?subregion=atl,,$315 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=53422,,,,Good,,
The Jihad,eddylane,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 161 hours ago,rankings.php?subregion=egy,,$315 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=53434,,,,Good,,
Briggs,General Armstrong,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Elite,last online 5 hours ago,rankings.php?subregion=con,,$315 million,,Southern Cone,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=con,None,http://blocgame.com/stats.php?id=53442,1 Mbbl,,,Normal,,1 Mbbl per month
Yulai,SupremeSoviet,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,$315 million,Elite,last online 19 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$315 million,alliancestats.php?allianceid=2048,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=53451,,,,Good,,
MoonMania,MoonMan,,11k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 40 hours ago,rankings.php?subregion=ama,,$315 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=53650,,,,Good,,
USSR,CommissarBrian,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 113 hours ago,rankings.php?subregion=chi,,$315 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=54182,,,,Good,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=2042,33k active personnel,0 ships,Finest of the 19th century,$315 million,Good,online now,rankings.php?subregion=per,Interpol,$315 million,alliancestats.php?allianceid=2042,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=54220,4 Mbbl,,,Normal,,4 Mbbl per month
The UCOA,Stephanobroburg123,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 162 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=54240,,,,Good,,
venua,bilbo swaggins,http://blocgame.com/alliancestats.php?allianceid=2038,25k active personnel,0 ships,First World War surplus,$315 million,Elite,online now,rankings.php?subregion=gra,Che Guevara League,$315 million,alliancestats.php?allianceid=2038,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=54363,81 Mbbl,,,Good,4 Hundred Tons per month,2 Mbbl per month
FULLCOMMUNISM,ComradeBeans,,20k active personnel,0 ships,Finest of the 19th century,$315 million,Standard,last online 61 hours ago,rankings.php?subregion=chi,,$315 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=54390,,,,Good,,
