country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,reactor,uranium
Fenix,fr33d0mpt,http://blocgame.com/alliancestats.php?allianceid=1580,10k active personnel,0 ships,First World War surplus,2 factories,Elite,last online 62 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$1408 million,alliancestats.php?allianceid=1580,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19094 km 2,http://blocgame.com/stats.php?id=58875,,,
Aminia,WashNats,http://blocgame.com/alliancestats.php?allianceid=1393,27k active personnel,5 ships,Second World War surplus,2 factories,Elite,last online 25 hours ago,rankings.php?subregion=car,BAMF,$1730 million,alliancestats.php?allianceid=1393,Caribbean,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=car,39265 km 2,http://blocgame.com/stats.php?id=59913,10 Mbbl,,
kasaptown,paduka sultan,http://blocgame.com/alliancestats.php?allianceid=1899,26k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 66 hours ago,rankings.php?subregion=ind,ASEANG,$1915 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60377,,,
Baris,Apollo,,20k active personnel,0 ships,Second World War surplus,None,Undisciplined Rabble,last online 27 hours ago,rankings.php?subregion=atl,,$1613 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,1370 km 2,http://blocgame.com/stats.php?id=50487,,,
Fastistan 2.0,St. Sanic,http://blocgame.com/alliancestats.php?allianceid=1568,159k active personnel,2 ships,Vietnam War surplus,5 factories,Good,last online 4 hours ago,rankings.php?subregion=gui,Brotherhood of Zion,$1624 million,alliancestats.php?allianceid=1568,Guinea,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,48001 km 2,http://blocgame.com/stats.php?id=59029,,,
Selayang,mhmz89,http://blocgame.com/alliancestats.php?allianceid=1899,54k active personnel,2 ships,Second World War surplus,2 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,ASEANG,$1886 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60642,340 Mbbl,,
Drache,Darkflare,,5k active personnel,0 ships,Second World War surplus,1 factory,Good,last online 141 hours ago,rankings.php?subregion=gui,,$1642 million,,Guinea,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=gui,4317 km 2,http://blocgame.com/stats.php?id=51470,,,
District 13,Ash Ferguson,http://blocgame.com/alliancestats.php?allianceid=1595,56k active personnel,3 ships,Second World War surplus,2 factories,Undisciplined Rabble,last online 31 hours ago,rankings.php?subregion=pac,The High Council,$1756 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=pac,18830 km 2,http://blocgame.com/stats.php?id=60103,,,
malthias,mikkoku,,3k active personnel,0 ships,First World War surplus,1 factory,Good,last online 145 hours ago,rankings.php?subregion=pac,,$1683 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,5258 km 2,http://blocgame.com/stats.php?id=59201,,,
Pahang DM,RaziShah,http://blocgame.com/alliancestats.php?allianceid=1899,72k active personnel,2 ships,Second World War surplus,3 factories,Good,online now,rankings.php?subregion=sea,ASEANG,$1816 million,alliancestats.php?allianceid=1899,Indochina,Plentiful,Large,http://blocgame.com/rankings.php?subregion=sea,30683 km 2,http://blocgame.com/stats.php?id=60410,,,
Grathalandia,GoodGuy447,,8k active personnel,0 ships,First World War surplus,1 factory,Standard,last online 199 hours ago,rankings.php?subregion=per,,$1790 million,,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,11009 km 2,http://blocgame.com/stats.php?id=60131,,,
Sariis,Bavilin,http://blocgame.com/alliancestats.php?allianceid=1595,63k active personnel,0 ships,Second World War surplus,2 factories,Standard,online now,rankings.php?subregion=atl,The High Council,$1824 million,alliancestats.php?allianceid=1595,Atlas,,Mediocre,http://blocgame.com/rankings.php?subregion=atl,19867 km 2,http://blocgame.com/stats.php?id=60186,,5%,
williams,twill174,,17k active personnel,1 ships,First World War surplus,2 factories,Elite,last online 69 hours ago,rankings.php?subregion=ama,,$1671 million,,Amazonia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ama,16228 km 2,http://blocgame.com/stats.php?id=59373,,,
Bolshevikistan,S.D.Plessken,http://blocgame.com/alliancestats.php?allianceid=1932,9k active personnel,0 ships,Second World War surplus,1 factory,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=congo,African Socialism,$1460 million,alliancestats.php?allianceid=1932,Congo,,Mediocre,http://blocgame.com/rankings.php?subregion=congo,12423 km 2,http://blocgame.com/stats.php?id=60189,,,
Bokerses,Kimbercolt,http://blocgame.com/alliancestats.php?allianceid=1835,95k active personnel,1 ships,Korean War surplus,5 factories,Elite,last online 27 hours ago,rankings.php?subregion=egy,SPQR,$1803 million,alliancestats.php?allianceid=1835,Egypt,Untapped,Small,http://blocgame.com/rankings.php?subregion=egy,35055 km 2,http://blocgame.com/stats.php?id=60634,,,
Nueva Asia,Franco C. Manrique,http://blocgame.com/alliancestats.php?allianceid=1393,141k active personnel,5 ships,Vietnam War surplus,4 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,BAMF,$1665 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,22755 km 2,http://blocgame.com/stats.php?id=60216,,,
prussianiss,TracyMorgan,http://blocgame.com/alliancestats.php?allianceid=1595,11k active personnel,0 ships,Second World War surplus,1 factory,Undisciplined Rabble,last online 22 hours ago,rankings.php?subregion=chi,The High Council,$1666 million,alliancestats.php?allianceid=1595,China,,Somewhat Large,http://blocgame.com/rankings.php?subregion=chi,31849 km 2,http://blocgame.com/stats.php?id=59222,,,
Royal Babylon,Hammurabi IV,http://blocgame.com/alliancestats.php?allianceid=1644,108k active personnel,0 ships,Korean War surplus,2 factories,Good,last online 45 hours ago,rankings.php?subregion=mes,Inter/pol/,$1588 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,23665 km 2,http://blocgame.com/stats.php?id=60296,8546 Mbbl,,
TollBayarDulu,Kunta Kintey,http://blocgame.com/alliancestats.php?allianceid=1899,243k active personnel,11 ships,Korean War surplus,6 factories,Undisciplined Rabble,online now,rankings.php?subregion=ind,ASEANG,$1470 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,40613 km 2,http://blocgame.com/stats.php?id=60787,195 Mbbl,10%,
killthetraitor,Kill,,5k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 200 hours ago,rankings.php?subregion=ara,,$1554 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,8927 km 2,http://blocgame.com/stats.php?id=58938,,,
Brasil,Medici,http://blocgame.com/alliancestats.php?allianceid=1616,3k active personnel,0 ships,Second World War surplus,2 factories,Standard,last online 225 hours ago,rankings.php?subregion=ama,None,$1607 million,alliancestats.php?allianceid=1616,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,14438 km 2,http://blocgame.com/stats.php?id=40332,248 Mbbl,,
Dijkstria,Wouter Dijkstra,http://blocgame.com/alliancestats.php?allianceid=1580,42k active personnel,4 ships,Second World War surplus,3 factories,Elite,last online 7 hours ago,rankings.php?subregion=ama,Brotherhood of Nod,$1817 million,alliancestats.php?allianceid=1580,Amazonia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ama,29685 km 2,http://blocgame.com/stats.php?id=60835,390 Mbbl,,
Janisiaia,Janisiaia,http://blocgame.com/alliancestats.php?allianceid=1644,32k active personnel,1 ships,Second World War surplus,2 factories,Elite,last online 41 hours ago,rankings.php?subregion=pac,Inter/pol/,$1794 million,alliancestats.php?allianceid=1644,Pacific Rim,,Somewhat Large,http://blocgame.com/rankings.php?subregion=pac,25693 km 2,http://blocgame.com/stats.php?id=60046,,,
sandakania,Ryan Kentang,http://blocgame.com/alliancestats.php?allianceid=1899,81k active personnel,6 ships,Second World War surplus,3 factories,Good,last online 5 hours ago,rankings.php?subregion=ind,ASEANG,$1974 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,32167 km 2,http://blocgame.com/stats.php?id=60600,731 Mbbl,,
Free Warriors,Milan Vond�ich,http://blocgame.com/alliancestats.php?allianceid=1595,33k active personnel,0 ships,First World War surplus,1 factory,Good,last online 108 hours ago,rankings.php?subregion=saf,The High Council,$1746 million,alliancestats.php?allianceid=1595,Southern Africa,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=saf,27522 km 2,http://blocgame.com/stats.php?id=60293,229 Mbbl,,
Marongwangsa,Dato Sri lat,http://blocgame.com/alliancestats.php?allianceid=1899,13k active personnel,2 ships,Second World War surplus,1 factory,Standard,online now,rankings.php?subregion=pac,ASEANG,$1185 million,alliancestats.php?allianceid=1899,Pacific Rim,Near Depletion,Small,http://blocgame.com/rankings.php?subregion=pac,16426 km 2,http://blocgame.com/stats.php?id=60588,246 Mbbl,,
Jerung Hantu,Syark Land,http://blocgame.com/alliancestats.php?allianceid=1899,21k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 23 hours ago,rankings.php?subregion=ind,ASEANG,$1734 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60505,282 Mbbl,,
DeathGods,devin59320,http://blocgame.com/alliancestats.php?allianceid=1935,34k active personnel,0 ships,First World War surplus,3 factories,Elite,last online 8 hours ago,rankings.php?subregion=chi,O.P.E.N.,$1791 million,alliancestats.php?allianceid=1935,China,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=chi,21476 km 2,http://blocgame.com/stats.php?id=60287,82 Mbbl,,
Banecat nation,Banecat,http://blocgame.com/alliancestats.php?allianceid=1644,69k active personnel,0 ships,First World War surplus,1 factory,Good,last online 104 hours ago,rankings.php?subregion=waf,Inter/pol/,$1654 million,alliancestats.php?allianceid=1644,West Africa,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=waf,22722 km 2,http://blocgame.com/stats.php?id=60248,,,
Nusa Java,Gussiloharno,,2k active personnel,0 ships,First World War surplus,1 factory,Poor,last online 203 hours ago,rankings.php?subregion=ind,,$1466 million,,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,7684 km 2,http://blocgame.com/stats.php?id=59205,,,
Kongasi,Din Diallo,http://blocgame.com/alliancestats.php?allianceid=1580,15k active personnel,2 ships,Second World War surplus,2 factories,Elite,last online 12 hours ago,rankings.php?subregion=congo,Brotherhood of Nod,$1557 million,alliancestats.php?allianceid=1580,Congo,Near Depletion,None,http://blocgame.com/rankings.php?subregion=congo,11776 km 2,http://blocgame.com/stats.php?id=58832,,,
mamadom,g0rilla,http://blocgame.com/alliancestats.php?allianceid=1899,78k active personnel,2 ships,Second World War surplus,2 factories,Standard,last online 6 hours ago,rankings.php?subregion=ind,ASEANG,$1640 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60522,176 Mbbl,5%,
Molfrika,McMol,http://blocgame.com/alliancestats.php?allianceid=1580,19k active personnel,1 ships,First World War surplus,3 factories,Elite,last online 3 hours ago,rankings.php?subregion=ama,Brotherhood of Nod,$1827 million,alliancestats.php?allianceid=1580,Amazonia,Near Depletion,Somewhat Large,http://blocgame.com/rankings.php?subregion=ama,36373 km 2,http://blocgame.com/stats.php?id=60920,439 Mbbl,,
Weeksy,Andyrewwer,http://blocgame.com/alliancestats.php?allianceid=1418,131k active personnel,6 ships,Korean War surplus,6 factories,Elite,last online 4 hours ago,rankings.php?subregion=chi,Asian Alliance,$1961 million,alliancestats.php?allianceid=1418,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,57282 km 2,http://blocgame.com/stats.php?id=43381,39 Mbbl,,
Cypentia,Drudric,http://blocgame.com/alliancestats.php?allianceid=1889,2k active personnel,4 ships,First World War surplus,None,Elite,last online 26 hours ago,rankings.php?subregion=pac,DOOP,$1174 million,alliancestats.php?allianceid=1889,Pacific Rim,Near Depletion,None,http://blocgame.com/rankings.php?subregion=pac,8137 km 2,http://blocgame.com/stats.php?id=59796,,,
Decelea,Demeter,http://blocgame.com/alliancestats.php?allianceid=1595,12k active personnel,0 ships,Second World War surplus,None,Undisciplined Rabble,last online 120 hours ago,rankings.php?subregion=ara,The High Council,$1425 million,alliancestats.php?allianceid=1595,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,2115 km 2,http://blocgame.com/stats.php?id=50489,,,
MakanBudak,amirulfaizal,http://blocgame.com/alliancestats.php?allianceid=1899,18k active personnel,0 ships,First World War surplus,2 factories,Elite,last online 13 hours ago,rankings.php?subregion=ind,ASEANG,$1685 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20598 km 2,http://blocgame.com/stats.php?id=60748,447 Mbbl,,
TerapBuduLipis,SyedRazi,http://blocgame.com/alliancestats.php?allianceid=1595,80k active personnel,0 ships,Second World War surplus,3 factories,Elite,online now,rankings.php?subregion=ind,The High Council,$1797 million,alliancestats.php?allianceid=1595,East Indies,,Mediocre,http://blocgame.com/rankings.php?subregion=ind,32501 km 2,http://blocgame.com/stats.php?id=60513,,,
CTSKRR,CTSKRR,http://blocgame.com/alliancestats.php?allianceid=1595,28k active personnel,4 ships,Second World War surplus,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=chi,The High Council,$1687 million,alliancestats.php?allianceid=1595,China,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=chi,20100 km 2,http://blocgame.com/stats.php?id=60811,,,
staminamina,nazayie,http://blocgame.com/alliancestats.php?allianceid=1899,12k active personnel,1 ships,Second World War surplus,2 factories,Elite,online now,rankings.php?subregion=ind,ASEANG,$1541 million,alliancestats.php?allianceid=1899,East Indies,Depleted,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60523,,,
Sharkonia,sharkman15,,3k active personnel,0 ships,Second World War surplus,1 factory,Elite,last online 80 hours ago,rankings.php?subregion=car,,$1351 million,,Caribbean,,Small,http://blocgame.com/rankings.php?subregion=car,16161 km 2,http://blocgame.com/stats.php?id=58634,243 Mbbl,,
Gajah Mati,ayyub,http://blocgame.com/alliancestats.php?allianceid=1899,29k active personnel,1 ships,First World War surplus,2 factories,Good,last online 23 hours ago,rankings.php?subregion=ind,ASEANG,$1628 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60540,81 Mbbl,,
admiral haz,admiral haz,http://blocgame.com/alliancestats.php?allianceid=1899,53k active personnel,2 ships,Second World War surplus,2 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,ASEANG,$1614 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,19800 km 2,http://blocgame.com/stats.php?id=60473,516 Mbbl,,
Polaria,Raiden,,3k active personnel,0 ships,Second World War surplus,1 factory,Undisciplined Rabble,last online 145 hours ago,rankings.php?subregion=mes,,$1332 million,,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,7129 km 2,http://blocgame.com/stats.php?id=59261,,,
Gora,Gora,http://blocgame.com/alliancestats.php?allianceid=1580,4k active personnel,0 ships,Korean War surplus,2 factories,Undisciplined Rabble,last online 9 hours ago,rankings.php?subregion=sub,Brotherhood of Nod,$1309 million,alliancestats.php?allianceid=1580,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,2291 km 2,http://blocgame.com/stats.php?id=54886,,,
Iramerica,general_pooya,,70k active personnel,2 ships,Second World War surplus,2 factories,Good,last online 8 hours ago,rankings.php?subregion=per,,$1371 million,,Persia,,Somewhat Large,http://blocgame.com/rankings.php?subregion=per,11630 km 2,http://blocgame.com/stats.php?id=59804,7043 Mbbl,,
KaleCepo,sultan lee,http://blocgame.com/alliancestats.php?allianceid=1899,220k active personnel,5 ships,Second World War surplus,5 factories,Standard,online now,rankings.php?subregion=ind,ASEANG,$1475 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,33995 km 2,http://blocgame.com/stats.php?id=60711,541 Mbbl,,
The Leaf,DonaldTremp,http://blocgame.com/alliancestats.php?allianceid=1595,0k active personnel,1 ships,First World War surplus,2 factories,Undisciplined Rabble,last online 11 hours ago,rankings.php?subregion=ara,The High Council,$1321 million,alliancestats.php?allianceid=1595,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,5288 km 2,http://blocgame.com/stats.php?id=59290,1104 Mbbl,,
FaREiQ,fareiq,http://blocgame.com/alliancestats.php?allianceid=1899,59k active personnel,0 ships,First World War surplus,3 factories,Standard,last online 3 hours ago,rankings.php?subregion=ind,ASEANG,$1639 million,alliancestats.php?allianceid=1899,East Indies,,Mediocre,http://blocgame.com/rankings.php?subregion=ind,27728 km 2,http://blocgame.com/stats.php?id=60369,,,1 Tons
Democritusius,JonahBuist,,10k active personnel,0 ships,Finest of the 19th century,2 factories,Undisciplined Rabble,last online 96 hours ago,rankings.php?subregion=per,,$1600 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,13890 km 2,http://blocgame.com/stats.php?id=60416,,,
not my friends,Not my friends,http://blocgame.com/alliancestats.php?allianceid=1599,98k active personnel,2 ships,Persian Gulf War surplus,3 factories,Elite,last online 14 hours ago,rankings.php?subregion=chi,Wreckage brothers,$1299 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,28162 km 2,http://blocgame.com/stats.php?id=53496,,,
Malaya Empire,EmperorAiman,http://blocgame.com/alliancestats.php?allianceid=1899,25k active personnel,0 ships,Second World War surplus,1 factory,Good,online now,rankings.php?subregion=ind,ASEANG,$1542 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60499,402 Mbbl,,
Lamia,Oceanus,http://blocgame.com/alliancestats.php?allianceid=1568,1k active personnel,0 ships,First World War surplus,None,Undisciplined Rabble,last online 26 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$1302 million,alliancestats.php?allianceid=1568,Atlas,,None,http://blocgame.com/rankings.php?subregion=atl,16667 km 2,http://blocgame.com/stats.php?id=50504,,,
Laredo,Roberto_Gonzalez,http://blocgame.com/alliancestats.php?allianceid=1791,3k active personnel,0 ships,First World War surplus,2 factories,Undisciplined Rabble,last online 178 hours ago,rankings.php?subregion=mex,IDA,$1250 million,alliancestats.php?allianceid=1791,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,6767 km 2,http://blocgame.com/stats.php?id=58070,,,
Kebabis,Sultan Kebab,,14k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 7 hours ago,rankings.php?subregion=ara,,$1472 million,,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,20500 km 2,http://blocgame.com/stats.php?id=60765,1279 Mbbl,,
Malaysiastan,Pussiepounder,http://blocgame.com/alliancestats.php?allianceid=1580,47k active personnel,1 ships,First World War surplus,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$1609 million,alliancestats.php?allianceid=1580,Indochina,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,38395 km 2,http://blocgame.com/stats.php?id=60911,230 Mbbl,,
Sana,twiceleader,http://blocgame.com/alliancestats.php?allianceid=1393,36k active personnel,2 ships,First World War surplus,2 factories,Good,last online 27 hours ago,rankings.php?subregion=chi,BAMF,$1484 million,alliancestats.php?allianceid=1393,China,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=chi,15692 km 2,http://blocgame.com/stats.php?id=60262,,,
Kalathana,mdmie,http://blocgame.com/alliancestats.php?allianceid=1899,95k active personnel,4 ships,First World War surplus,2 factories,Standard,last online 9 hours ago,rankings.php?subregion=ind,ASEANG,$1392 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ind,21500 km 2,http://blocgame.com/stats.php?id=60514,,,
Kedahan,Farhan,http://blocgame.com/alliancestats.php?allianceid=1899,30k active personnel,0 ships,Second World War surplus,2 factories,Elite,last online 15 hours ago,rankings.php?subregion=ind,ASEANG,$1487 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60758,77 Mbbl,5%,
Entah,remtap,http://blocgame.com/alliancestats.php?allianceid=1899,70k active personnel,2 ships,Second World War surplus,2 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,ASEANG,$1389 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60530,462 Mbbl,,
Bantloa,Caelan,http://blocgame.com/alliancestats.php?allianceid=1857,6k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 200 hours ago,rankings.php?subregion=waf,United Alliance,$1244 million,alliancestats.php?allianceid=1857,West Africa,,Meagre,http://blocgame.com/rankings.php?subregion=waf,10022 km 2,http://blocgame.com/stats.php?id=59574,748 Mbbl,,
Pohon Beringin,iwanteben,http://blocgame.com/alliancestats.php?allianceid=1899,22k active personnel,3 ships,First World War surplus,2 factories,Elite,last online 26 hours ago,rankings.php?subregion=ind,ASEANG,$1500 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20588 km 2,http://blocgame.com/stats.php?id=60744,,,
Malayland,saddamhusain,http://blocgame.com/alliancestats.php?allianceid=1899,22k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 17 hours ago,rankings.php?subregion=ind,ASEANG,$1450 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,23571 km 2,http://blocgame.com/stats.php?id=60594,,,
Akhlaken,GaGaK,http://blocgame.com/alliancestats.php?allianceid=1899,27k active personnel,4 ships,First World War surplus,2 factories,Good,last online 5 hours ago,rankings.php?subregion=ind,ASEANG,$1470 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20803 km 2,http://blocgame.com/stats.php?id=60346,165 Mbbl,,
bakhang,cukobi,http://blocgame.com/alliancestats.php?allianceid=1899,61k active personnel,1 ships,Second World War surplus,3 factories,Standard,online now,rankings.php?subregion=ind,ASEANG,$1444 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60485,347 Mbbl,,
ECPF,Schaapjoch,http://blocgame.com/alliancestats.php?allianceid=1595,57k active personnel,1 ships,Second World War surplus,4 factories,Elite,last online 12 hours ago,rankings.php?subregion=eaf,The High Council,$1451 million,alliancestats.php?allianceid=1595,East Africa,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=eaf,20080 km 2,http://blocgame.com/stats.php?id=60194,,,
Gate2,TheGate 2,http://blocgame.com/alliancestats.php?allianceid=1595,30k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 31 hours ago,rankings.php?subregion=chi,The High Council,$1413 million,alliancestats.php?allianceid=1595,China,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=chi,19639 km 2,http://blocgame.com/stats.php?id=60231,,,
Novoslavija,Rade Latinovic,http://blocgame.com/alliancestats.php?allianceid=1393,36k active personnel,5 ships,Second World War surplus,3 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$1934 million,alliancestats.php?allianceid=1393,Pacific Rim,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=pac,26491 km 2,http://blocgame.com/stats.php?id=60204,325 Mbbl,,
FSOMA,Fascist Toonder,http://blocgame.com/alliancestats.php?allianceid=1835,9k active personnel,0 ships,First World War surplus,None,Undisciplined Rabble,last online 51 hours ago,rankings.php?subregion=mex,SPQR,$1390 million,alliancestats.php?allianceid=1835,Mesoamerica,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=mex,16335 km 2,http://blocgame.com/stats.php?id=60165,,,
Pasir Dengung,Menteri Fasola,http://blocgame.com/alliancestats.php?allianceid=1899,72k active personnel,0 ships,Second World War surplus,3 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,ASEANG,$1338 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20181 km 2,http://blocgame.com/stats.php?id=60712,434 Mbbl,,
BURGEROPILY,Burger_boss,http://blocgame.com/alliancestats.php?allianceid=1568,2k active personnel,0 ships,Second World War surplus,1 factory,Undisciplined Rabble,last online 142 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$1168 million,alliancestats.php?allianceid=1568,Arabia,Near Depletion,None,http://blocgame.com/rankings.php?subregion=ara,9566 km 2,http://blocgame.com/stats.php?id=55903,,,
RiveraZ,Tuan Muda RayyaN,http://blocgame.com/alliancestats.php?allianceid=1899,16k active personnel,0 ships,First World War surplus,1 factory,Poor,last online 180 hours ago,rankings.php?subregion=ind,ASEANG,$1437 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20200 km 2,http://blocgame.com/stats.php?id=60849,330 Mbbl,,
Tanah Malaya,Syahmi1089,http://blocgame.com/alliancestats.php?allianceid=1899,28k active personnel,5 ships,First World War surplus,2 factories,Elite,last online 115 hours ago,rankings.php?subregion=ind,ASEANG,$1424 million,alliancestats.php?allianceid=1899,East Indies,,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,29969 km 2,http://blocgame.com/stats.php?id=60385,197 Mbbl,,
San-t�iao,Ching Shih,http://blocgame.com/alliancestats.php?allianceid=1418,113k active personnel,14 ships,Second World War surplus,5 factories,Standard,last online 5 hours ago,rankings.php?subregion=pac,Asian Alliance,$1146 million,alliancestats.php?allianceid=1418,Pacific Rim,Plentiful,Large,http://blocgame.com/rankings.php?subregion=pac,63804 km 2,http://blocgame.com/stats.php?id=60079,,,
MyKingdom,General,http://blocgame.com/alliancestats.php?allianceid=1899,20k active personnel,0 ships,Second World War surplus,2 factories,Elite,last online 11 hours ago,rankings.php?subregion=ind,ASEANG,$1398 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=ind,20186 km 2,http://blocgame.com/stats.php?id=60728,158 Mbbl,5%,
Kumpa,roaraxes,http://blocgame.com/alliancestats.php?allianceid=1835,52k active personnel,0 ships,Second World War surplus,3 factories,Poor,last online 10 hours ago,rankings.php?subregion=sea,SPQR,$1368 million,alliancestats.php?allianceid=1835,Indochina,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=sea,26138 km 2,http://blocgame.com/stats.php?id=60792,,,
