country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=1644,175k active personnel,51 ships,Almost Modern,Gandhi-like,13 factories,Poor,online now,rankings.php?subregion=ara,Inter/pol/,$8362 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=ara,52116 km 2,http://blocgame.com/stats.php?id=55118,,
Boomtown,Rataca1000,http://blocgame.com/alliancestats.php?allianceid=1595,120k active personnel,5 ships,Almost Modern,Gandhi-like,2 factories,Elite,last online 10 hours ago,rankings.php?subregion=chi,The High Council,$8313 million,alliancestats.php?allianceid=1595,China,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=chi,1932 km 2,http://blocgame.com/stats.php?id=50054,,
fuckiestan,death2chamelion,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,18 ships,Vietnam War surplus,Gandhi-like,5 factories,Standard,last online 13 hours ago,rankings.php?subregion=atl,Brotherhood of Nod,$8280 million,alliancestats.php?allianceid=1580,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,22085 km 2,http://blocgame.com/stats.php?id=58862,7478 Mbbl,
WUBstep,WUBstep,http://blocgame.com/alliancestats.php?allianceid=1580,337k active personnel,74 ships,Advanced,Gandhi-like,12 factories,Elite,last online 2 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$8272 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,12 Tons,http://blocgame.com/rankings.php?subregion=per,126648 km 2,http://blocgame.com/stats.php?id=39023,3684 Mbbl,
Soviet Greece,Ares Velouchiotis,http://blocgame.com/alliancestats.php?allianceid=1595,87k active personnel,11 ships,Second World War surplus,Gandhi-like,6 factories,Standard,last online 3 hours ago,rankings.php?subregion=sea,The High Council,$8176 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sea,27527 km 2,http://blocgame.com/stats.php?id=59170,,
Merrowholt,B. Summers,http://blocgame.com/alliancestats.php?allianceid=1595,175k active personnel,45 ships,Almost Modern,Gandhi-like,6 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,The High Council,$8030 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,,http://blocgame.com/rankings.php?subregion=mes,23711 km 2,http://blocgame.com/stats.php?id=54923,7228 Mbbl,
The Silver Hand,Morladim,http://blocgame.com/alliancestats.php?allianceid=1595,5k active personnel,9 ships,Vietnam War surplus,Gandhi-like,9 factories,Standard,last online 6 hours ago,rankings.php?subregion=pac,The High Council,$8012 million,alliancestats.php?allianceid=1595,Pacific Rim,Near Depletion,Large,,http://blocgame.com/rankings.php?subregion=pac,42574 km 2,http://blocgame.com/stats.php?id=56161,,
Vladimiria,AceAxos,http://blocgame.com/alliancestats.php?allianceid=1568,148k active personnel,6 ships,Vietnam War surplus,Gandhi-like,7 factories,Elite,online now,rankings.php?subregion=saf,Brotherhood of Zion,$7978 million,alliancestats.php?allianceid=1568,Southern Africa,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=saf,37887 km 2,http://blocgame.com/stats.php?id=59150,323 Mbbl,
Communist Union,Appoox,http://blocgame.com/alliancestats.php?allianceid=1393,89k active personnel,12 ships,Almost Modern,Gandhi-like,3 factories,Elite,last online 62 hours ago,rankings.php?subregion=sub,BAMF,$7937 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=sub,10970 km 2,http://blocgame.com/stats.php?id=51081,,
Latveria,Doom,http://blocgame.com/alliancestats.php?allianceid=1595,53k active personnel,8 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 15 hours ago,rankings.php?subregion=mes,The High Council,$7888 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=mes,23591 km 2,http://blocgame.com/stats.php?id=57009,,
Masketto,svidjod,http://blocgame.com/alliancestats.php?allianceid=1599,289k active personnel,39 ships,Persian Gulf War surplus,Gandhi-like,16 factories,Good,last online 8 hours ago,rankings.php?subregion=egy,Wreckage brothers,$7866 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=egy,86928 km 2,http://blocgame.com/stats.php?id=55437,,
FistPump,MasterChef,http://blocgame.com/alliancestats.php?allianceid=1580,258k active personnel,14 ships,Advanced,Nice,6 factories,Good,last online 6 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$7855 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,26408 km 2,http://blocgame.com/stats.php?id=43623,2884 Mbbl,
Ferma,President Jacobo Vincenzo,http://blocgame.com/alliancestats.php?allianceid=1393,159k active personnel,20 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 1 hours ago,rankings.php?subregion=con,BAMF,$7851 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,30981 km 2,http://blocgame.com/stats.php?id=58784,,
Orindesia,IvanLivitnenko,http://blocgame.com/alliancestats.php?allianceid=1599,165k active personnel,18 ships,Almost Modern,Gandhi-like,4 factories,Good,last online 10 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7824 million,alliancestats.php?allianceid=1599,East Indies,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,19565 km 2,http://blocgame.com/stats.php?id=55700,,5%
Get Schwifty,Rick Sanchez,http://blocgame.com/alliancestats.php?allianceid=1393,159k active personnel,15 ships,Persian Gulf War surplus,Good,9 factories,Poor,last online 4 hours ago,rankings.php?subregion=ara,BAMF,$7784 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,72008 km 2,http://blocgame.com/stats.php?id=57824,,
Pingaslavia,CowsRTasty,http://blocgame.com/alliancestats.php?allianceid=1810,68k active personnel,25 ships,Persian Gulf War surplus,Normal,6 factories,Elite,last online 24 hours ago,rankings.php?subregion=gra,EUN,$7734 million,alliancestats.php?allianceid=1810,Gran Colombia,Near Depletion,Large,,http://blocgame.com/rankings.php?subregion=gra,39935 km 2,http://blocgame.com/stats.php?id=6730,,
Bubupooka,Princess Rahalia,http://blocgame.com/alliancestats.php?allianceid=1568,219k active personnel,4 ships,Advanced,Gandhi-like,8 factories,Elite,last online 12 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7706 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=saf,62234 km 2,http://blocgame.com/stats.php?id=44960,,
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,199k active personnel,11 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 4 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,$7683 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sea,37481 km 2,http://blocgame.com/stats.php?id=57865,,
Bahavian,Captain LoveDucks,http://blocgame.com/alliancestats.php?allianceid=1599,8k active personnel,13 ships,Almost Modern,Good,7 factories,Elite,last online 89 hours ago,rankings.php?subregion=sub,Wreckage brothers,$7652 million,alliancestats.php?allianceid=1599,The Subcontinent,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=sub,56020 km 2,http://blocgame.com/stats.php?id=54960,,
Nueva Pilipinas,Angelo Manrique,http://blocgame.com/alliancestats.php?allianceid=1382,8k active personnel,9 ships,Almost Modern,Angelic,3 factories,Poor,last online 167 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$7527 million,alliancestats.php?allianceid=1382,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,11549 km 2,http://blocgame.com/stats.php?id=53008,,
Banglakok,Maotin,http://blocgame.com/alliancestats.php?allianceid=1393,68k active personnel,3 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,BAMF,$7526 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ara,22902 km 2,http://blocgame.com/stats.php?id=58044,,
Chaouenne,pyrignis,http://blocgame.com/alliancestats.php?allianceid=1595,94k active personnel,14 ships,Almost Modern,Gandhi-like,4 factories,Elite,last online 21 hours ago,rankings.php?subregion=atl,The High Council,$7518 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,13258 km 2,http://blocgame.com/stats.php?id=42019,,5%
Nerdia,TheKyu,http://blocgame.com/alliancestats.php?allianceid=1580,193k active personnel,24 ships,Vietnam War surplus,Good,9 factories,Standard,last online 3 hours ago,rankings.php?subregion=car,Brotherhood of Nod,$7447 million,alliancestats.php?allianceid=1580,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,60821 km 2,http://blocgame.com/stats.php?id=56451,,10%
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=1401,145k active personnel,0 ships,Almost Modern,Gandhi-like,6 factories,Poor,last online 5 hours ago,rankings.php?subregion=per,The Federal Colonies,$7434 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,15721 km 2,http://blocgame.com/stats.php?id=40095,3375 Mbbl,
Funs and Ammo,Ivan Ivanovsky,http://blocgame.com/alliancestats.php?allianceid=1599,165k active personnel,11 ships,Vietnam War surplus,Gandhi-like,4 factories,Standard,last online 101 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7415 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,18067 km 2,http://blocgame.com/stats.php?id=55794,,
Shiba,Dogtown33,http://blocgame.com/alliancestats.php?allianceid=1644,128k active personnel,0 ships,Almost Modern,Angelic,7 factories,Good,last online 5 hours ago,rankings.php?subregion=pac,Inter/pol/,$7412 million,alliancestats.php?allianceid=1644,Pacific Rim,Plentiful,Large,,http://blocgame.com/rankings.php?subregion=pac,50639 km 2,http://blocgame.com/stats.php?id=56250,,
Pegasus,hoy18883,http://blocgame.com/alliancestats.php?allianceid=1599,73k active personnel,4 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 143 hours ago,rankings.php?subregion=ara,Wreckage brothers,$7366 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ara,7101 km 2,http://blocgame.com/stats.php?id=57829,,
Marslavia,Surveyvon,http://blocgame.com/alliancestats.php?allianceid=1393,151k active personnel,0 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 152 hours ago,rankings.php?subregion=waf,BAMF,$7342 million,alliancestats.php?allianceid=1393,West Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,15249 km 2,http://blocgame.com/stats.php?id=56758,,
Burlmenia,Nathan Barlow,http://blocgame.com/alliancestats.php?allianceid=1382,62k active personnel,13 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 4 hours ago,rankings.php?subregion=ama,Non-Aligned Movement,$7312 million,alliancestats.php?allianceid=1382,Amazonia,Near Depletion,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,26021 km 2,http://blocgame.com/stats.php?id=57957,,
Treehouse,Number One,http://blocgame.com/alliancestats.php?allianceid=1595,103k active personnel,3 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=sea,The High Council,$7206 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sea,16011 km 2,http://blocgame.com/stats.php?id=58889,262 Mbbl,
BerkeVille,VintageTanker,http://blocgame.com/alliancestats.php?allianceid=1568,80k active personnel,3 ships,Second World War surplus,Gandhi-like,4 factories,Good,online now,rankings.php?subregion=saf,Brotherhood of Zion,$7182 million,alliancestats.php?allianceid=1568,Southern Africa,,Somewhat Large,,http://blocgame.com/rankings.php?subregion=saf,41264 km 2,http://blocgame.com/stats.php?id=59187,,
Bermuda,London J. Collins,http://blocgame.com/alliancestats.php?allianceid=1393,115k active personnel,4 ships,Almost Modern,Gandhi-like,5 factories,Elite,last online 10 hours ago,rankings.php?subregion=car,BAMF,$7075 million,alliancestats.php?allianceid=1393,Caribbean,,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,75880 km 2,http://blocgame.com/stats.php?id=58252,274 Mbbl,
Sqynet,robosax,http://blocgame.com/alliancestats.php?allianceid=1568,239k active personnel,4 ships,Advanced,Gandhi-like,8 factories,Good,last online 1 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7046 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,57 Tons,http://blocgame.com/rankings.php?subregion=saf,98507 km 2,http://blocgame.com/stats.php?id=52255,,
Tendo,Takehiro,http://blocgame.com/alliancestats.php?allianceid=1382,99k active personnel,9 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$7043 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sea,19901 km 2,http://blocgame.com/stats.php?id=58802,,
Texastan,Rebel Lord,http://blocgame.com/alliancestats.php?allianceid=1644,7k active personnel,6 ships,Vietnam War surplus,Normal,4 factories,Good,last online 82 hours ago,rankings.php?subregion=mes,Inter/pol/,$7008 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,15569 km 2,http://blocgame.com/stats.php?id=58149,,
Jumbonesia,Napalm Caesar,http://blocgame.com/alliancestats.php?allianceid=1595,90k active personnel,13 ships,Korean War surplus,Normal,6 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,The High Council,$6961 million,alliancestats.php?allianceid=1595,Pacific Rim,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,26037 km 2,http://blocgame.com/stats.php?id=58350,202 Mbbl,
Imaginary Land,Chet Manly,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,14 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,The High Council,$6948 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,23885 km 2,http://blocgame.com/stats.php?id=58961,,
Boro,Speedy13,http://blocgame.com/alliancestats.php?allianceid=1568,93k active personnel,11 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 3 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$6928 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,34016 km 2,http://blocgame.com/stats.php?id=59257,,5%
Kosan,Whitearcher8,http://blocgame.com/alliancestats.php?allianceid=1595,70k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 49 hours ago,rankings.php?subregion=ind,The High Council,$6908 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ind,30761 km 2,http://blocgame.com/stats.php?id=59227,,
Junoma,VicReyes,http://blocgame.com/alliancestats.php?allianceid=1568,47k active personnel,13 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 19 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$6892 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Large,,http://blocgame.com/rankings.php?subregion=con,26228 km 2,http://blocgame.com/stats.php?id=40349,,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,262k active personnel,52 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Good,last online 9 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6767 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=saf,50842 km 2,http://blocgame.com/stats.php?id=52679,,5%
Hof'Koursh,TheGoodDoctor,http://blocgame.com/alliancestats.php?allianceid=1599,211k active personnel,14 ships,Almost Modern,Gandhi-like,11 factories,Poor,last online 1 hours ago,rankings.php?subregion=waf,Wreckage brothers,$6757 million,alliancestats.php?allianceid=1599,West Africa,Plentiful,Very Powerful,2 Tons,http://blocgame.com/rankings.php?subregion=waf,93957 km 2,http://blocgame.com/stats.php?id=55002,3726 Mbbl,
Ishtar,Magnus Magnus,http://blocgame.com/alliancestats.php?allianceid=1580,199k active personnel,34 ships,Almost Modern,Good,7 factories,Elite,last online 4 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$6699 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,29052 km 2,http://blocgame.com/stats.php?id=55882,,
Tr�pico,rumsod,http://blocgame.com/alliancestats.php?allianceid=1386,6k active personnel,4 ships,Korean War surplus,Angelic,3 factories,Good,last online 101 hours ago,rankings.php?subregion=car,Che Guevara League,$6664 million,alliancestats.php?allianceid=1386,Caribbean,Untapped,Large,,http://blocgame.com/rankings.php?subregion=car,5890 km 2,http://blocgame.com/stats.php?id=1,134 Mbbl,
Maskettia,qqqqq,http://blocgame.com/alliancestats.php?allianceid=1599,309k active personnel,52 ships,Persian Gulf War surplus,Angelic,18 factories,Standard,last online 2 hours ago,rankings.php?subregion=ara,Wreckage brothers,$6614 million,alliancestats.php?allianceid=1599,Arabia,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,67357 km 2,http://blocgame.com/stats.php?id=52872,,
Subcon,Sybalus,http://blocgame.com/alliancestats.php?allianceid=1580,38k active personnel,16 ships,Vietnam War surplus,Gandhi-like,3 factories,Elite,last online 25 hours ago,rankings.php?subregion=eaf,Brotherhood of Nod,$6602 million,alliancestats.php?allianceid=1580,East Africa,Plentiful,Large,,http://blocgame.com/rankings.php?subregion=eaf,11120 km 2,http://blocgame.com/stats.php?id=53099,225 Mbbl,
Fanding,Flingflan,http://blocgame.com/alliancestats.php?allianceid=1595,98k active personnel,10 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=per,The High Council,$6569 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,23458 km 2,http://blocgame.com/stats.php?id=59415,,
Shadeistan,Colonel Gaddafi,http://blocgame.com/alliancestats.php?allianceid=1644,61k active personnel,9 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 18 hours ago,rankings.php?subregion=chi,Inter/pol/,$6530 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,29861 km 2,http://blocgame.com/stats.php?id=59361,712 Mbbl,
Fadjistan,Einar Wojak,http://blocgame.com/alliancestats.php?allianceid=1599,5k active personnel,12 ships,Almost Modern,Gandhi-like,3 factories,Elite,last online 26 hours ago,rankings.php?subregion=mes,Wreckage brothers,$6510 million,alliancestats.php?allianceid=1599,Mesopotamia,,Powerful,,http://blocgame.com/rankings.php?subregion=mes,10366 km 2,http://blocgame.com/stats.php?id=55614,,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,5k active personnel,32 ships,Advanced,Questionable,3 factories,Undisciplined Rabble,online now,rankings.php?subregion=atl,Wreckage brothers,$6428 million,alliancestats.php?allianceid=1599,Atlas,Untapped,None,,http://blocgame.com/rankings.php?subregion=atl,19940 km 2,http://blocgame.com/stats.php?id=53422,,
Lyon,Corpsegrinder,http://blocgame.com/alliancestats.php?allianceid=1568,111k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$6392 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=gra,18884 km 2,http://blocgame.com/stats.php?id=57382,355 Mbbl,
Steel Beams,spacebunneh,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,7 ships,Vietnam War surplus,Gandhi-like,6 factories,Poor,last online 5 hours ago,rankings.php?subregion=gra,The High Council,$6372 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=gra,15283 km 2,http://blocgame.com/stats.php?id=55509,,
MumbosMountain,Mumbo Jumbo,http://blocgame.com/alliancestats.php?allianceid=1382,147k active personnel,22 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Elite,last online 15 hours ago,rankings.php?subregion=mex,Non-Aligned Movement,$6362 million,alliancestats.php?allianceid=1382,Mesoamerica,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mex,52541 km 2,http://blocgame.com/stats.php?id=54444,,
Arabic Union,Comrade Izy,http://blocgame.com/alliancestats.php?allianceid=1835,10k active personnel,1 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 183 hours ago,rankings.php?subregion=mes,SPQR,$6341 million,alliancestats.php?allianceid=1835,Mesopotamia,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=mes,43840 km 2,http://blocgame.com/stats.php?id=59855,5445 Mbbl,
Alamo,linksith,http://blocgame.com/alliancestats.php?allianceid=1595,63k active personnel,3 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 125 hours ago,rankings.php?subregion=mes,The High Council,$6335 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,17287 km 2,http://blocgame.com/stats.php?id=40536,9385 Mbbl,
Lorigan,Lorigan,http://blocgame.com/alliancestats.php?allianceid=1595,140k active personnel,10 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=ama,The High Council,$6332 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ama,29198 km 2,http://blocgame.com/stats.php?id=59787,768 Mbbl,
Snusers,Snuupy,http://blocgame.com/alliancestats.php?allianceid=1393,360k active personnel,8 ships,Almost Modern,Angelic,18 factories,Standard,online now,rankings.php?subregion=chi,BAMF,$6284 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,107257 km 2,http://blocgame.com/stats.php?id=58336,58 Mbbl,
Bruce Man,Bat Wayn,http://blocgame.com/alliancestats.php?allianceid=1393,228k active personnel,6 ships,Almost Modern,Gandhi-like,9 factories,Standard,last online 37 hours ago,rankings.php?subregion=ara,BAMF,$6205 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,42976 km 2,http://blocgame.com/stats.php?id=59564,,
Ralpenio,Ghjhdd,http://blocgame.com/alliancestats.php?allianceid=1595,68k active personnel,12 ships,Vietnam War surplus,Gandhi-like,3 factories,Elite,last online 27 hours ago,rankings.php?subregion=pac,The High Council,$6176 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,10234 km 2,http://blocgame.com/stats.php?id=53369,,
king's landing,mannisbaratheon,http://blocgame.com/alliancestats.php?allianceid=1644,139k active personnel,22 ships,Almost Modern,Gandhi-like,4 factories,Elite,last online 31 hours ago,rankings.php?subregion=sub,Inter/pol/,$6159 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sub,40168 km 2,http://blocgame.com/stats.php?id=55616,,
I Am Mad,I Am Mad,http://blocgame.com/alliancestats.php?allianceid=1644,230k active personnel,51 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 4 hours ago,rankings.php?subregion=mes,Inter/pol/,$6107 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,39603 km 2,http://blocgame.com/stats.php?id=58303,8274 Mbbl,
Lebensraum,morrison1916,http://blocgame.com/alliancestats.php?allianceid=1644,149k active personnel,1 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 12 hours ago,rankings.php?subregion=sub,Inter/pol/,$6072 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sub,32083 km 2,http://blocgame.com/stats.php?id=3646,,
New Nederlands,William Mohamad,http://blocgame.com/alliancestats.php?allianceid=1568,121k active personnel,8 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 18 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$5988 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,48144 km 2,http://blocgame.com/stats.php?id=59454,20040 Mbbl,
Rararaland,Whiskertoes,http://blocgame.com/alliancestats.php?allianceid=1810,5k active personnel,6 ships,Almost Modern,Questionable,3 factories,Standard,last online 175 hours ago,rankings.php?subregion=ara,EUN,$5984 million,alliancestats.php?allianceid=1810,Arabia,,Large,,http://blocgame.com/rankings.php?subregion=ara,8039 km 2,http://blocgame.com/stats.php?id=49272,,
Reim,Azrael,http://blocgame.com/alliancestats.php?allianceid=1595,160k active personnel,15 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,online now,rankings.php?subregion=pac,The High Council,$5974 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,39793 km 2,http://blocgame.com/stats.php?id=41073,,
FallenTrees,GhostAleII,http://blocgame.com/alliancestats.php?allianceid=1382,36k active personnel,5 ships,Korean War surplus,Normal,5 factories,Elite,online now,rankings.php?subregion=ind,Non-Aligned Movement,$5963 million,alliancestats.php?allianceid=1382,East Indies,Depleted,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,35667 km 2,http://blocgame.com/stats.php?id=59160,110 Mbbl,
Azhdahagate,Azhdaha_Panzer,http://blocgame.com/alliancestats.php?allianceid=1580,423k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,27 factories,Good,last online 4 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$5909 million,alliancestats.php?allianceid=1580,Mesopotamia,Plentiful,Very Powerful,21 Tons,http://blocgame.com/rankings.php?subregion=mes,136310 km 2,http://blocgame.com/stats.php?id=52422,,
Seilomn,Charlie,http://blocgame.com/alliancestats.php?allianceid=1401,145k active personnel,5 ships,Second World War surplus,Gandhi-like,6 factories,Standard,last online 97 hours ago,rankings.php?subregion=gui,The Federal Colonies,$5881 million,alliancestats.php?allianceid=1401,Guinea,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=gui,46490 km 2,http://blocgame.com/stats.php?id=59997,,
Kutlesh,Kutlesh,http://blocgame.com/alliancestats.php?allianceid=1382,11k active personnel,19 ships,Almost Modern,Normal,6 factories,Elite,last online 149 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$5858 million,alliancestats.php?allianceid=1382,Egypt,Near Depletion,None,,http://blocgame.com/rankings.php?subregion=egy,49463 km 2,http://blocgame.com/stats.php?id=54847,4138 Mbbl,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=1393,40k active personnel,18 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 33 hours ago,rankings.php?subregion=chi,BAMF,$5857 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,25332 km 2,http://blocgame.com/stats.php?id=58264,,
