country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,reactor,uranium
Habibastan,Ahmed Habib,http://blocgame.com/alliancestats.php?allianceid=1393,298k active personnel,17 ships,Persian Gulf War surplus,12 factories,Poor,last online 3 hours ago,rankings.php?subregion=egy,BAMF,$8940 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,77000 km 2,http://blocgame.com/stats.php?id=5936,2316 Mbbl,,
Kuviere,Jaywynne,http://blocgame.com/alliancestats.php?allianceid=1595,75k active personnel,11 ships,Korean War surplus,10 factories,Elite,last online 15 hours ago,rankings.php?subregion=atl,The High Council,$8964 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,30877 km 2,http://blocgame.com/stats.php?id=58755,,,
Saminis,Marcus Slate,http://blocgame.com/alliancestats.php?allianceid=1382,120k active personnel,15 ships,Vietnam War surplus,5 factories,Elite,last online 7 hours ago,rankings.php?subregion=con,Non-Aligned Movement,$8909 million,alliancestats.php?allianceid=1382,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,30414 km 2,http://blocgame.com/stats.php?id=54520,,,
Based World,Lil B,http://blocgame.com/alliancestats.php?allianceid=1393,221k active personnel,23 ships,Almost Modern,9 factories,Standard,last online 3 hours ago,rankings.php?subregion=sub,BAMF,$8800 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,57733 km 2,http://blocgame.com/stats.php?id=58035,,,
Scrubistan,Fernando_Shiros,http://blocgame.com/alliancestats.php?allianceid=1580,177k active personnel,21 ships,Vietnam War surplus,9 factories,Standard,online now,rankings.php?subregion=per,Brotherhood of Nod,$8826 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,54173 km 2,http://blocgame.com/stats.php?id=59122,,,
Lagoense,Marechal Fabra,http://blocgame.com/alliancestats.php?allianceid=1599,178k active personnel,20 ships,Vietnam War surplus,5 factories,Elite,last online 18 hours ago,rankings.php?subregion=car,Wreckage brothers,$8666 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,31873 km 2,http://blocgame.com/stats.php?id=57361,,,
Funktahulia,Sweet Baby Doc,http://blocgame.com/alliancestats.php?allianceid=1401,282k active personnel,0 ships,Advanced,12 factories,Standard,last online 3 hours ago,rankings.php?subregion=car,The Federal Colonies,$8572 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,58858 km 2,http://blocgame.com/stats.php?id=47179,,,
Zion,Zionist,http://blocgame.com/alliancestats.php?allianceid=1393,194k active personnel,18 ships,Almost Modern,8 factories,Elite,last online 10 hours ago,rankings.php?subregion=mes,BAMF,$9827 million,alliancestats.php?allianceid=1393,Mesopotamia,,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,76215 km 2,http://blocgame.com/stats.php?id=41496,,,
New Palestina,MacK0797,http://blocgame.com/alliancestats.php?allianceid=1568,175k active personnel,9 ships,Almost Modern,8 factories,Elite,last online 13 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$8571 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,42419 km 2,http://blocgame.com/stats.php?id=58215,,,
United,allsmart,http://blocgame.com/alliancestats.php?allianceid=1401,132k active personnel,17 ships,Almost Modern,5 factories,Elite,last online 3 hours ago,rankings.php?subregion=gra,The Federal Colonies,$8559 million,alliancestats.php?allianceid=1401,Gran Colombia,,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,33804 km 2,http://blocgame.com/stats.php?id=57257,,,
Oranje,Joseph,http://blocgame.com/alliancestats.php?allianceid=1568,9k active personnel,11 ships,Almost Modern,3 factories,Poor,last online 93 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$8540 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20915 km 2,http://blocgame.com/stats.php?id=40545,,,
Savarnia,Kxxvc,http://blocgame.com/alliancestats.php?allianceid=1644,178k active personnel,41 ships,Persian Gulf War surplus,15 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,Inter/pol/,$9915 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,88241 km 2,http://blocgame.com/stats.php?id=57059,,,
Yugoslothia,Yugoslothia,http://blocgame.com/alliancestats.php?allianceid=1599,99k active personnel,9 ships,Persian Gulf War surplus,6 factories,Elite,last online 5 hours ago,rankings.php?subregion=egy,Wreckage brothers,$8549 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,27107 km 2,http://blocgame.com/stats.php?id=55968,,,
Vekta,Strongbad,http://blocgame.com/alliancestats.php?allianceid=1595,143k active personnel,14 ships,Almost Modern,6 factories,Elite,last online 11 hours ago,rankings.php?subregion=pac,The High Council,$9972 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,37722 km 2,http://blocgame.com/stats.php?id=46288,,,
Chaos county,Chavo,http://blocgame.com/alliancestats.php?allianceid=1382,188k active personnel,40 ships,Persian Gulf War surplus,7 factories,Good,last online 8 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,$8355 million,alliancestats.php?allianceid=1382,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,27394 km 2,http://blocgame.com/stats.php?id=49736,,,5 Tons
Mnemosyne,Solus,http://blocgame.com/alliancestats.php?allianceid=1393,160k active personnel,21 ships,Korean War surplus,6 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$8407 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,26486 km 2,http://blocgame.com/stats.php?id=57952,,,
Indonia,Indy,http://blocgame.com/alliancestats.php?allianceid=1644,138k active personnel,35 ships,Persian Gulf War surplus,6 factories,Good,last online 37 hours ago,rankings.php?subregion=ara,Inter/pol/,$8362 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,24830 km 2,http://blocgame.com/stats.php?id=52315,,,
Cocobongo,Cuban Pete,http://blocgame.com/alliancestats.php?allianceid=1595,139k active personnel,10 ships,Vietnam War surplus,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=gra,The High Council,$8323 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,25358 km 2,http://blocgame.com/stats.php?id=58193,,,
Esboslavia,Swatbot26,http://blocgame.com/alliancestats.php?allianceid=1599,127k active personnel,19 ships,Almost Modern,5 factories,Good,last online 9 hours ago,rankings.php?subregion=car,Wreckage brothers,$8358 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,28842 km 2,http://blocgame.com/stats.php?id=57376,,,
Boomtown,Rataca1000,http://blocgame.com/alliancestats.php?allianceid=1595,116k active personnel,5 ships,Vietnam War surplus,2 factories,Elite,last online 18 hours ago,rankings.php?subregion=chi,The High Council,$8266 million,alliancestats.php?allianceid=1595,China,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=chi,1932 km 2,http://blocgame.com/stats.php?id=50054,,,
The Red Empire,SpecialForces,http://blocgame.com/alliancestats.php?allianceid=1580,159k active personnel,20 ships,Vietnam War surplus,6 factories,Good,last online 80 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$8315 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,34536 km 2,http://blocgame.com/stats.php?id=59076,,,1 Tons
Communist Union,Appoox,http://blocgame.com/alliancestats.php?allianceid=1393,89k active personnel,12 ships,Vietnam War surplus,3 factories,Elite,last online 3 hours ago,rankings.php?subregion=sub,BAMF,$8133 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,10970 km 2,http://blocgame.com/stats.php?id=51081,,,1 Tons
Nueva Pilipinas,Angelo Manrique,http://blocgame.com/alliancestats.php?allianceid=1382,8k active personnel,9 ships,Almost Modern,3 factories,Standard,last online 78 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$6846 million,alliancestats.php?allianceid=1382,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,11549 km 2,http://blocgame.com/stats.php?id=53008,,,
The Dank Side,Dolan Dank,http://blocgame.com/alliancestats.php?allianceid=1568,108k active personnel,7 ships,Vietnam War surplus,5 factories,Elite,last online 64 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$8186 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Large,http://blocgame.com/rankings.php?subregion=egy,33806 km 2,http://blocgame.com/stats.php?id=59019,2796 Mbbl,,
Foundation,Danzo,http://blocgame.com/alliancestats.php?allianceid=1568,139k active personnel,28 ships,Persian Gulf War surplus,10 factories,Elite,last online 13 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$8081 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,133112 km 2,http://blocgame.com/stats.php?id=46870,,,
Ferma,President Jacobo Vincenzo,http://blocgame.com/alliancestats.php?allianceid=1393,174k active personnel,20 ships,Vietnam War surplus,5 factories,Good,last online 1 hours ago,rankings.php?subregion=con,BAMF,$7964 million,alliancestats.php?allianceid=1393,Southern Cone,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=con,30981 km 2,http://blocgame.com/stats.php?id=58784,605 Mbbl,,
Nerdia,TheKyu,http://blocgame.com/alliancestats.php?allianceid=1580,270k active personnel,22 ships,Vietnam War surplus,9 factories,Standard,last online 5 hours ago,rankings.php?subregion=car,Brotherhood of Nod,$7305 million,alliancestats.php?allianceid=1580,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,54384 km 2,http://blocgame.com/stats.php?id=56451,,10%,
Texastan,Rebel Lord,http://blocgame.com/alliancestats.php?allianceid=1644,8k active personnel,6 ships,Vietnam War surplus,5 factories,Good,last online 86 hours ago,rankings.php?subregion=mes,Inter/pol/,$8052 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,18682 km 2,http://blocgame.com/stats.php?id=58149,11201 Mbbl,,
fuckiestan,death2chamelion,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,16 ships,Vietnam War surplus,5 factories,Standard,last online 15 hours ago,rankings.php?subregion=atl,Brotherhood of Nod,$7937 million,alliancestats.php?allianceid=1580,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,22085 km 2,http://blocgame.com/stats.php?id=58862,,,
Get Schwifty,Rick Sanchez,http://blocgame.com/alliancestats.php?allianceid=1393,202k active personnel,9 ships,Persian Gulf War surplus,9 factories,Standard,last online 157 hours ago,rankings.php?subregion=ara,BAMF,$7768 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,72008 km 2,http://blocgame.com/stats.php?id=57824,3640 Mbbl,,
Fadjistan,Einar Wojak,http://blocgame.com/alliancestats.php?allianceid=1599,87k active personnel,12 ships,Almost Modern,4 factories,Elite,last online 15 hours ago,rankings.php?subregion=mes,Wreckage brothers,$7886 million,alliancestats.php?allianceid=1599,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,13077 km 2,http://blocgame.com/stats.php?id=55614,2448 Mbbl,,
NMZ,Hally,http://blocgame.com/alliancestats.php?allianceid=1568,65k active personnel,0 ships,Almost Modern,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$9926 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,77735 km 2,http://blocgame.com/stats.php?id=51877,,,
Jumbonesia,Napalm Caesar,http://blocgame.com/alliancestats.php?allianceid=1595,149k active personnel,13 ships,Korean War surplus,6 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,The High Council,$7717 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,24201 km 2,http://blocgame.com/stats.php?id=58350,,,1 Tons
Merrowholt,B. Summers,http://blocgame.com/alliancestats.php?allianceid=1595,163k active personnel,44 ships,Almost Modern,6 factories,Elite,last online 4 hours ago,rankings.php?subregion=mes,The High Council,$7795 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,23711 km 2,http://blocgame.com/stats.php?id=54923,,,
Orindesia,IvanLivitnenko,http://blocgame.com/alliancestats.php?allianceid=1599,145k active personnel,16 ships,Almost Modern,4 factories,Elite,last online 17 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7746 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,19565 km 2,http://blocgame.com/stats.php?id=55700,,5%,
FistPump,MasterChef,http://blocgame.com/alliancestats.php?allianceid=1580,258k active personnel,14 ships,Advanced,6 factories,Elite,last online 3 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$7731 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,26408 km 2,http://blocgame.com/stats.php?id=43623,,,
Vladimiria,AceAxos,http://blocgame.com/alliancestats.php?allianceid=1568,148k active personnel,6 ships,Vietnam War surplus,7 factories,Elite,online now,rankings.php?subregion=saf,Brotherhood of Zion,$7749 million,alliancestats.php?allianceid=1568,Southern Africa,,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,37887 km 2,http://blocgame.com/stats.php?id=59150,,,
Soviet Greece,Ares Velouchiotis,http://blocgame.com/alliancestats.php?allianceid=1595,71k active personnel,11 ships,Second World War surplus,6 factories,Standard,last online 13 hours ago,rankings.php?subregion=sea,The High Council,$7762 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,27527 km 2,http://blocgame.com/stats.php?id=59170,,,
Masketto,svidjod,http://blocgame.com/alliancestats.php?allianceid=1599,299k active personnel,35 ships,Persian Gulf War surplus,15 factories,Good,last online 7 hours ago,rankings.php?subregion=egy,Wreckage brothers,$7631 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,86928 km 2,http://blocgame.com/stats.php?id=55437,5851 Mbbl,,
Bubupooka,Princess Rahalia,http://blocgame.com/alliancestats.php?allianceid=1568,219k active personnel,4 ships,Advanced,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7573 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,62234 km 2,http://blocgame.com/stats.php?id=44960,,,
The Silver Hand,Morladim,http://blocgame.com/alliancestats.php?allianceid=1595,175k active personnel,7 ships,Vietnam War surplus,9 factories,Standard,last online 15 hours ago,rankings.php?subregion=pac,The High Council,$7605 million,alliancestats.php?allianceid=1595,Pacific Rim,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=pac,44319 km 2,http://blocgame.com/stats.php?id=56161,,,
Funs and Ammo,Ivan Ivanovsky,http://blocgame.com/alliancestats.php?allianceid=1599,165k active personnel,11 ships,Vietnam War surplus,4 factories,Standard,last online 12 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7349 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,18067 km 2,http://blocgame.com/stats.php?id=55794,,,
Latveria,Doom,http://blocgame.com/alliancestats.php?allianceid=1595,35k active personnel,7 ships,Vietnam War surplus,5 factories,Elite,online now,rankings.php?subregion=mes,The High Council,$7427 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,23591 km 2,http://blocgame.com/stats.php?id=57009,6277 Mbbl,,
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,199k active personnel,11 ships,Almost Modern,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,$7349 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,37481 km 2,http://blocgame.com/stats.php?id=57865,313 Mbbl,,
Marslavia,Surveyvon,http://blocgame.com/alliancestats.php?allianceid=1393,151k active personnel,0 ships,Vietnam War surplus,5 factories,Good,last online 64 hours ago,rankings.php?subregion=waf,BAMF,$7246 million,alliancestats.php?allianceid=1393,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,15249 km 2,http://blocgame.com/stats.php?id=56758,,,
Chaouenne,pyrignis,http://blocgame.com/alliancestats.php?allianceid=1595,90k active personnel,14 ships,Almost Modern,4 factories,Elite,last online 20 hours ago,rankings.php?subregion=atl,The High Council,$7237 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,13258 km 2,http://blocgame.com/stats.php?id=42019,14927 Mbbl,5%,
Sqynet,robosax,http://blocgame.com/alliancestats.php?allianceid=1568,239k active personnel,4 ships,Advanced,8 factories,Good,last online 1 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7152 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,98507 km 2,http://blocgame.com/stats.php?id=52255,,,57 Tons
Swadia,SonnyJack,http://blocgame.com/alliancestats.php?allianceid=1580,397k active personnel,1 ships,Advanced,15 factories,Good,last online 2 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$6598 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,100659 km 2,http://blocgame.com/stats.php?id=40011,1546 Mbbl,,
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=1401,131k active personnel,0 ships,Almost Modern,6 factories,Poor,last online 28 hours ago,rankings.php?subregion=per,The Federal Colonies,$7192 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,15721 km 2,http://blocgame.com/stats.php?id=40095,,,
Shiba,Dogtown33,http://blocgame.com/alliancestats.php?allianceid=1644,104k active personnel,0 ships,Vietnam War surplus,7 factories,Good,online now,rankings.php?subregion=pac,Inter/pol/,$7160 million,alliancestats.php?allianceid=1644,Pacific Rim,Plentiful,Large,http://blocgame.com/rankings.php?subregion=pac,50639 km 2,http://blocgame.com/stats.php?id=56250,135 Mbbl,,
Rararaland,Whiskertoes,http://blocgame.com/alliancestats.php?allianceid=1810,9k active personnel,6 ships,Almost Modern,3 factories,Good,last online 87 hours ago,rankings.php?subregion=ara,EUN,$5926 million,alliancestats.php?allianceid=1810,Arabia,,Large,http://blocgame.com/rankings.php?subregion=ara,8039 km 2,http://blocgame.com/stats.php?id=49272,4049 Mbbl,,
Pegasus,hoy18883,http://blocgame.com/alliancestats.php?allianceid=1599,73k active personnel,4 ships,Korean War surplus,2 factories,Elite,last online 55 hours ago,rankings.php?subregion=ara,Wreckage brothers,$7088 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,7101 km 2,http://blocgame.com/stats.php?id=57829,5837 Mbbl,,
Banglakok,Maotin,http://blocgame.com/alliancestats.php?allianceid=1393,70k active personnel,3 ships,Korean War surplus,4 factories,Elite,last online 7 hours ago,rankings.php?subregion=ara,BAMF,$7722 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,22902 km 2,http://blocgame.com/stats.php?id=58044,14577 Mbbl,,
Burlmenia,Nathan Barlow,http://blocgame.com/alliancestats.php?allianceid=1382,59k active personnel,15 ships,Vietnam War surplus,6 factories,Elite,last online 1 hours ago,rankings.php?subregion=ama,Non-Aligned Movement,$6997 million,alliancestats.php?allianceid=1382,Amazonia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,26283 km 2,http://blocgame.com/stats.php?id=57957,,,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,23k active personnel,32 ships,Advanced,4 factories,Undisciplined Rabble,last online 12 hours ago,rankings.php?subregion=atl,Wreckage brothers,$6967 million,alliancestats.php?allianceid=1599,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,24169 km 2,http://blocgame.com/stats.php?id=53422,,,
Imaginary Land,Chet Manly,http://blocgame.com/alliancestats.php?allianceid=1595,117k active personnel,12 ships,Korean War surplus,5 factories,Elite,last online 6 hours ago,rankings.php?subregion=pac,The High Council,$6916 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23885 km 2,http://blocgame.com/stats.php?id=58961,,,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,282k active personnel,51 ships,Persian Gulf War surplus,9 factories,Good,last online 1 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6855 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50842 km 2,http://blocgame.com/stats.php?id=52679,,5%,
Treehouse,Number One,http://blocgame.com/alliancestats.php?allianceid=1595,133k active personnel,3 ships,Korean War surplus,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=sea,The High Council,$6925 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,16011 km 2,http://blocgame.com/stats.php?id=58889,,,
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=1644,165k active personnel,49 ships,Almost Modern,13 factories,Standard,last online 8 hours ago,rankings.php?subregion=ara,Inter/pol/,$8500 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,52116 km 2,http://blocgame.com/stats.php?id=55118,,,
Boro,Speedy13,http://blocgame.com/alliancestats.php?allianceid=1568,93k active personnel,11 ships,Second World War surplus,4 factories,Good,last online 11 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$6867 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,34016 km 2,http://blocgame.com/stats.php?id=59257,523 Mbbl,5%,
BerkeVille,VintageTanker,http://blocgame.com/alliancestats.php?allianceid=1568,64k active personnel,3 ships,Second World War surplus,4 factories,Standard,last online 1 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6796 million,alliancestats.php?allianceid=1568,Southern Africa,,Somewhat Large,http://blocgame.com/rankings.php?subregion=saf,41264 km 2,http://blocgame.com/stats.php?id=59187,,,
Tendo,Takehiro,http://blocgame.com/alliancestats.php?allianceid=1382,99k active personnel,8 ships,Korean War surplus,4 factories,Poor,last online 5 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$6737 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sea,19901 km 2,http://blocgame.com/stats.php?id=58802,165 Mbbl,,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=1393,40k active personnel,18 ships,Korean War surplus,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=chi,BAMF,$5581 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,25332 km 2,http://blocgame.com/stats.php?id=58264,,,
Tr�pico,rumsod,http://blocgame.com/alliancestats.php?allianceid=1386,6k active personnel,4 ships,Korean War surplus,3 factories,Good,last online 13 hours ago,rankings.php?subregion=car,Che Guevara League,$6560 million,alliancestats.php?allianceid=1386,Caribbean,Untapped,Large,http://blocgame.com/rankings.php?subregion=car,5890 km 2,http://blocgame.com/stats.php?id=1,,,
Kosan,Whitearcher8,http://blocgame.com/alliancestats.php?allianceid=1595,62k active personnel,5 ships,Korean War surplus,3 factories,Good,last online 5 hours ago,rankings.php?subregion=ind,The High Council,$6608 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,30761 km 2,http://blocgame.com/stats.php?id=59227,63 Mbbl,,
Steel Beams,spacebunneh,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,7 ships,Vietnam War surplus,6 factories,Poor,last online 96 hours ago,rankings.php?subregion=gra,The High Council,$6413 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,15283 km 2,http://blocgame.com/stats.php?id=55509,,,
Bermuda,London J. Collins,http://blocgame.com/alliancestats.php?allianceid=1393,125k active personnel,5 ships,Almost Modern,4 factories,Elite,last online 20 hours ago,rankings.php?subregion=car,BAMF,$6374 million,alliancestats.php?allianceid=1393,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,71772 km 2,http://blocgame.com/stats.php?id=58252,,,
I Am Mad,I Am Mad,http://blocgame.com/alliancestats.php?allianceid=1644,230k active personnel,51 ships,Vietnam War surplus,5 factories,Good,last online 15 hours ago,rankings.php?subregion=mes,Inter/pol/,$6309 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,39603 km 2,http://blocgame.com/stats.php?id=58303,,,
MumbosMountain,Mumbo Jumbo,http://blocgame.com/alliancestats.php?allianceid=1382,145k active personnel,20 ships,Persian Gulf War surplus,7 factories,Elite,last online 21 hours ago,rankings.php?subregion=mex,Non-Aligned Movement,$6350 million,alliancestats.php?allianceid=1382,Mesoamerica,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,52541 km 2,http://blocgame.com/stats.php?id=54444,,,
Junoma,VicReyes,http://blocgame.com/alliancestats.php?allianceid=1568,47k active personnel,12 ships,Korean War surplus,3 factories,Elite,last online 4 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$6477 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Large,http://blocgame.com/rankings.php?subregion=con,26228 km 2,http://blocgame.com/stats.php?id=40349,385 Mbbl,,
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,12 ships,Almost Modern,3 factories,Elite,last online 67 hours ago,rankings.php?subregion=chi,The High Council,$6210 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,9345 km 2,http://blocgame.com/stats.php?id=47573,,,
king's landing,mannisbaratheon,http://blocgame.com/alliancestats.php?allianceid=1644,139k active personnel,22 ships,Almost Modern,4 factories,Elite,last online 30 hours ago,rankings.php?subregion=sub,Inter/pol/,$6236 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,40168 km 2,http://blocgame.com/stats.php?id=55616,,,
