country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,reactor,uranium
Alamo,linksith,http://blocgame.com/alliancestats.php?allianceid=1595,63k active personnel,3 ships,Vietnam War surplus,5 factories,Good,last online 66 hours ago,rankings.php?subregion=mes,The High Council,$6030 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,17287 km 2,http://blocgame.com/stats.php?id=40536,9505 Mbbl,,
Rararaland,Whiskertoes,http://blocgame.com/alliancestats.php?allianceid=1810,7k active personnel,6 ships,Almost Modern,3 factories,Good,last online 116 hours ago,rankings.php?subregion=ara,EUN,$5965 million,alliancestats.php?allianceid=1810,Arabia,,Large,http://blocgame.com/rankings.php?subregion=ara,8039 km 2,http://blocgame.com/stats.php?id=49272,,,
Dragon Stone,Mannis,http://blocgame.com/alliancestats.php?allianceid=1644,194k active personnel,23 ships,Almost Modern,7 factories,Elite,last online 59 hours ago,rankings.php?subregion=sub,Inter/pol/,$5906 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,31085 km 2,http://blocgame.com/stats.php?id=54852,,,
Arabic Union,Comrade Izy,http://blocgame.com/alliancestats.php?allianceid=1835,10k active personnel,1 ships,Second World War surplus,5 factories,Good,last online 124 hours ago,rankings.php?subregion=mes,SPQR,$5979 million,alliancestats.php?allianceid=1835,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,43840 km 2,http://blocgame.com/stats.php?id=59855,5665 Mbbl,,
FallenTrees,GhostAleII,http://blocgame.com/alliancestats.php?allianceid=1382,74k active personnel,6 ships,Second World War surplus,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=ind,Non-Aligned Movement,$5875 million,alliancestats.php?allianceid=1382,East Indies,,Mediocre,http://blocgame.com/rankings.php?subregion=ind,37128 km 2,http://blocgame.com/stats.php?id=59160,215 Mbbl,,
Lebensraum,morrison1916,http://blocgame.com/alliancestats.php?allianceid=1644,149k active personnel,1 ships,Vietnam War surplus,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=sub,Inter/pol/,$5882 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,32083 km 2,http://blocgame.com/stats.php?id=3646,,,
DynamicMemes,mememan69,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,22 ships,Vietnam War surplus,5 factories,Elite,last online 12 hours ago,rankings.php?subregion=saf,Brotherhood of Nod,$5815 million,alliancestats.php?allianceid=1580,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,25710 km 2,http://blocgame.com/stats.php?id=57005,,5%,
Yummy Foods,iiruka,http://blocgame.com/alliancestats.php?allianceid=1382,347k active personnel,51 ships,Advanced,18 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$5778 million,alliancestats.php?allianceid=1382,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,123626 km 2,http://blocgame.com/stats.php?id=54376,,,
CIRD,John Wayne Gasey,,10k active personnel,30 ships,Persian Gulf War surplus,7 factories,Poor,last online 43 hours ago,rankings.php?subregion=ara,,$5791 million,,Arabia,,None,http://blocgame.com/rankings.php?subregion=ara,41505 km 2,http://blocgame.com/stats.php?id=51022,,,
M�rg,albertps,http://blocgame.com/alliancestats.php?allianceid=1595,177k active personnel,11 ships,Almost Modern,11 factories,Good,online now,rankings.php?subregion=ind,The High Council,$5701 million,alliancestats.php?allianceid=1595,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,67186 km 2,http://blocgame.com/stats.php?id=58356,,,
switzerdouch,yaboimtndew,http://blocgame.com/alliancestats.php?allianceid=1595,5k active personnel,0 ships,Second World War surplus,3 factories,Undisciplined Rabble,last online 183 hours ago,rankings.php?subregion=mex,The High Council,$5686 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,20490 km 2,http://blocgame.com/stats.php?id=58997,263 Mbbl,,
The Wired,LAIN,http://blocgame.com/alliancestats.php?allianceid=1599,319k active personnel,20 ships,Advanced,14 factories,Standard,last online 2 hours ago,rankings.php?subregion=ara,Wreckage brothers,$5684 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,61784 km 2,http://blocgame.com/stats.php?id=53298,,5%,
Seilomn,Charlie,http://blocgame.com/alliancestats.php?allianceid=1401,145k active personnel,5 ships,Second World War surplus,6 factories,Standard,last online 38 hours ago,rankings.php?subregion=gui,The Federal Colonies,$5681 million,alliancestats.php?allianceid=1401,Guinea,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=gui,46490 km 2,http://blocgame.com/stats.php?id=59997,,,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=1393,40k active personnel,18 ships,Korean War surplus,5 factories,Elite,last online 11 hours ago,rankings.php?subregion=chi,BAMF,$5662 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,25332 km 2,http://blocgame.com/stats.php?id=58264,,,
Taggart,Dagny,http://blocgame.com/alliancestats.php?allianceid=1401,83k active personnel,6 ships,Almost Modern,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=gui,The Federal Colonies,$5617 million,alliancestats.php?allianceid=1401,Guinea,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=gui,51679 km 2,http://blocgame.com/stats.php?id=59387,,,
woosha,blaatje,http://blocgame.com/alliancestats.php?allianceid=1644,411k active personnel,51 ships,Advanced,14 factories,Elite,last online 1 hours ago,rankings.php?subregion=egy,Inter/pol/,$5563 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,83222 km 2,http://blocgame.com/stats.php?id=58158,,,
Nofuksgiven,Zippy,http://blocgame.com/alliancestats.php?allianceid=1382,145k active personnel,15 ships,Vietnam War surplus,6 factories,Elite,last online 8 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$5619 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,40947 km 2,http://blocgame.com/stats.php?id=58858,,,
Bloodied Stools,cowds,http://blocgame.com/alliancestats.php?allianceid=1595,61k active personnel,4 ships,Vietnam War surplus,3 factories,Elite,last online 5 hours ago,rankings.php?subregion=gra,The High Council,$5568 million,alliancestats.php?allianceid=1595,Gran Colombia,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=gra,12984 km 2,http://blocgame.com/stats.php?id=56997,,,
Clownaland,Clowny,http://blocgame.com/alliancestats.php?allianceid=1568,101k active personnel,2 ships,Almost Modern,7 factories,Poor,last online 55 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$5562 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,67211 km 2,http://blocgame.com/stats.php?id=46942,,,
One Star,Neku,http://blocgame.com/alliancestats.php?allianceid=1595,178k active personnel,10 ships,Vietnam War surplus,6 factories,Good,last online 4 hours ago,rankings.php?subregion=per,The High Council,$5469 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,39160 km 2,http://blocgame.com/stats.php?id=57783,,,
LOLOLOL,LOLOLOL,http://blocgame.com/alliancestats.php?allianceid=1595,66k active personnel,13 ships,Korean War surplus,3 factories,Good,last online 17 hours ago,rankings.php?subregion=gui,The High Council,$5518 million,alliancestats.php?allianceid=1595,Guinea,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,28800 km 2,http://blocgame.com/stats.php?id=59107,257 Mbbl,,
Gillen,Gillen,http://blocgame.com/alliancestats.php?allianceid=1580,140k active personnel,0 ships,Second World War surplus,4 factories,Undisciplined Rabble,last online 9 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5467 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,17027 km 2,http://blocgame.com/stats.php?id=54335,,,
That One Place,That One Guy,http://blocgame.com/alliancestats.php?allianceid=1599,367k active personnel,15 ships,Almost Modern,4 factories,Elite,last online 41 hours ago,rankings.php?subregion=per,Wreckage brothers,$5472 million,alliancestats.php?allianceid=1599,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,40054 km 2,http://blocgame.com/stats.php?id=56980,,,
Umbrella corp,Miss. Parks,http://blocgame.com/alliancestats.php?allianceid=1595,121k active personnel,15 ships,Almost Modern,5 factories,Elite,last online 30 hours ago,rankings.php?subregion=chi,The High Council,$5456 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,33586 km 2,http://blocgame.com/stats.php?id=54467,,,
Ketroyla,Erolvant,http://blocgame.com/alliancestats.php?allianceid=1580,107k active personnel,9 ships,Vietnam War surplus,3 factories,Good,last online 5 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$5454 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sea,15692 km 2,http://blocgame.com/stats.php?id=55951,,,
Parz,Charles8,http://blocgame.com/alliancestats.php?allianceid=1595,46k active personnel,4 ships,Second World War surplus,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=mes,The High Council,$5516 million,alliancestats.php?allianceid=1595,Mesopotamia,Near Depletion,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,31287 km 2,http://blocgame.com/stats.php?id=59868,,,
Great Grenada,jaggywaggy,http://blocgame.com/alliancestats.php?allianceid=1644,139k active personnel,15 ships,Second World War surplus,5 factories,Elite,last online 11 hours ago,rankings.php?subregion=car,Inter/pol/,$5451 million,alliancestats.php?allianceid=1644,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,31047 km 2,http://blocgame.com/stats.php?id=59513,566 Mbbl,,
Kutlesh,Kutlesh,http://blocgame.com/alliancestats.php?allianceid=1382,11k active personnel,19 ships,Almost Modern,6 factories,Elite,last online 90 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$5493 million,alliancestats.php?allianceid=1382,Egypt,Near Depletion,None,http://blocgame.com/rankings.php?subregion=egy,49463 km 2,http://blocgame.com/stats.php?id=54847,4438 Mbbl,,
Andalusia,Michaelion,http://blocgame.com/alliancestats.php?allianceid=1393,106k active personnel,9 ships,Second World War surplus,5 factories,Elite,last online 23 hours ago,rankings.php?subregion=pac,BAMF,$5437 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,40607 km 2,http://blocgame.com/stats.php?id=46668,633 Mbbl,,
Waiwud Iwanem,Hasaki Enkou,http://blocgame.com/alliancestats.php?allianceid=1899,148k active personnel,7 ships,Almost Modern,7 factories,Good,last online 17 hours ago,rankings.php?subregion=ind,ASEANG,$5382 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,23498 km 2,http://blocgame.com/stats.php?id=54484,,,
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,89k active personnel,48 ships,Almost Modern,11 factories,Elite,last online 5 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$5240 million,alliancestats.php?allianceid=1568,Southern Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,56803 km 2,http://blocgame.com/stats.php?id=57755,,,
Daphnestan,Daoapin,http://blocgame.com/alliancestats.php?allianceid=1595,58k active personnel,5 ships,Korean War surplus,6 factories,Good,last online 9 hours ago,rankings.php?subregion=ind,The High Council,$5277 million,alliancestats.php?allianceid=1595,East Indies,Depleted,Powerful,http://blocgame.com/rankings.php?subregion=ind,47759 km 2,http://blocgame.com/stats.php?id=59475,,,
Histalaxia,Sir William the First,http://blocgame.com/alliancestats.php?allianceid=1810,6k active personnel,13 ships,Persian Gulf War surplus,5 factories,Good,last online 15 hours ago,rankings.php?subregion=pac,EUN,$5294 million,alliancestats.php?allianceid=1810,Pacific Rim,Plentiful,None,http://blocgame.com/rankings.php?subregion=pac,13837 km 2,http://blocgame.com/stats.php?id=51506,,,
Aroucia,Pleeb,http://blocgame.com/alliancestats.php?allianceid=1401,5k active personnel,5 ships,Korean War surplus,3 factories,Elite,last online 11 hours ago,rankings.php?subregion=mex,The Federal Colonies,$5273 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,27196 km 2,http://blocgame.com/stats.php?id=59585,,,
Plob,plox,http://blocgame.com/alliancestats.php?allianceid=1580,159k active personnel,15 ships,Vietnam War surplus,5 factories,Good,last online 8 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5109 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,39985 km 2,http://blocgame.com/stats.php?id=58260,4341 Mbbl,,
Granola,Granola Empire,http://blocgame.com/alliancestats.php?allianceid=1835,4k active personnel,14 ships,Almost Modern,3 factories,Elite,last online 66 hours ago,rankings.php?subregion=waf,SPQR,$5110 million,alliancestats.php?allianceid=1835,West Africa,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=waf,19428 km 2,http://blocgame.com/stats.php?id=50172,,,
Vulcanus,kappa123,http://blocgame.com/alliancestats.php?allianceid=1393,35k active personnel,18 ships,First World War surplus,4 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,BAMF,$5167 million,alliancestats.php?allianceid=1393,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,27638 km 2,http://blocgame.com/stats.php?id=59636,3893 Mbbl,,
Birgland,snesiscool,http://blocgame.com/alliancestats.php?allianceid=1835,21k active personnel,7 ships,Korean War surplus,4 factories,Elite,last online 9 hours ago,rankings.php?subregion=mex,SPQR,$5096 million,alliancestats.php?allianceid=1835,Mesoamerica,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=mex,19212 km 2,http://blocgame.com/stats.php?id=58700,,,
Hof'Koursh,TheGoodDoctor,http://blocgame.com/alliancestats.php?allianceid=1599,203k active personnel,14 ships,Almost Modern,10 factories,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=waf,Wreckage brothers,$5077 million,alliancestats.php?allianceid=1599,West Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,89728 km 2,http://blocgame.com/stats.php?id=55002,3885 Mbbl,,2 Tons
Lusitan,Lusitan,http://blocgame.com/alliancestats.php?allianceid=1580,2k active personnel,0 ships,Second World War surplus,3 factories,Standard,last online 45 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$5047 million,alliancestats.php?allianceid=1580,China,,Mediocre,http://blocgame.com/rankings.php?subregion=chi,32949 km 2,http://blocgame.com/stats.php?id=58894,,,
Toread,andkon,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,11 ships,Almost Modern,7 factories,Standard,last online 111 hours ago,rankings.php?subregion=sub,The High Council,$4165 million,alliancestats.php?allianceid=1595,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,44418 km 2,http://blocgame.com/stats.php?id=54530,,,
The,metalmallowz,http://blocgame.com/alliancestats.php?allianceid=1382,331k active personnel,25 ships,Persian Gulf War surplus,13 factories,Elite,last online 3 hours ago,rankings.php?subregion=per,Non-Aligned Movement,$5857 million,alliancestats.php?allianceid=1382,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,100286 km 2,http://blocgame.com/stats.php?id=58004,,,
kabdy,NitroBAY,http://blocgame.com/alliancestats.php?allianceid=1595,211k active personnel,21 ships,Vietnam War surplus,8 factories,Good,online now,rankings.php?subregion=ama,The High Council,$4879 million,alliancestats.php?allianceid=1595,Amazonia,,Powerful,http://blocgame.com/rankings.php?subregion=ama,37856 km 2,http://blocgame.com/stats.php?id=58731,,,
Dominicanos,jrod183,http://blocgame.com/alliancestats.php?allianceid=1580,11k active personnel,41 ships,Persian Gulf War surplus,14 factories,Standard,last online 90 hours ago,rankings.php?subregion=car,Brotherhood of Nod,$4876 million,alliancestats.php?allianceid=1580,Caribbean,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=car,63075 km 2,http://blocgame.com/stats.php?id=56237,,,
Ultios,Noctis,http://blocgame.com/alliancestats.php?allianceid=1875,9k active personnel,3 ships,Korean War surplus,3 factories,Elite,online now,rankings.php?subregion=pac,The Triad,$4021 million,alliancestats.php?allianceid=1875,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,38220 km 2,http://blocgame.com/stats.php?id=59917,,,
Derpkins,Mr. Derp,http://blocgame.com/alliancestats.php?allianceid=1952,22k active personnel,12 ships,Second World War surplus,3 factories,Undisciplined Rabble,last online 22 hours ago,rankings.php?subregion=pac,The Eastern Sea,$4822 million,alliancestats.php?allianceid=1952,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23183 km 2,http://blocgame.com/stats.php?id=59737,,,
Kindred,Pendraggon,http://blocgame.com/alliancestats.php?allianceid=1644,169k active personnel,12 ships,Vietnam War surplus,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,Inter/pol/,$5687 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,54201 km 2,http://blocgame.com/stats.php?id=58449,155 Mbbl,,
Rattown,Furfag Commanding,http://blocgame.com/alliancestats.php?allianceid=1393,394k active personnel,51 ships,Advanced,14 factories,Good,online now,rankings.php?subregion=mes,BAMF,$4727 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,84287 km 2,http://blocgame.com/stats.php?id=39062,,,17 Tons
Avarice,Mammon,http://blocgame.com/alliancestats.php?allianceid=1393,185k active personnel,11 ships,Vietnam War surplus,14 factories,Elite,online now,rankings.php?subregion=sub,BAMF,$4722 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,78466 km 2,http://blocgame.com/stats.php?id=59516,,,
Pr0 Gamers,Bruce Wayne,http://blocgame.com/alliancestats.php?allianceid=1835,88k active personnel,6 ships,Korean War surplus,2 factories,Good,last online 2 hours ago,rankings.php?subregion=pac,SPQR,$4740 million,alliancestats.php?allianceid=1835,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,9266 km 2,http://blocgame.com/stats.php?id=59051,,,
Masterton East,Natedogg,http://blocgame.com/alliancestats.php?allianceid=1644,109k active personnel,15 ships,Vietnam War surplus,4 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,Inter/pol/,$4739 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,19433 km 2,http://blocgame.com/stats.php?id=58225,,,
The Joose,BomberJack,http://blocgame.com/alliancestats.php?allianceid=1644,2k active personnel,23 ships,Almost Modern,3 factories,Undisciplined Rabble,last online 12 hours ago,rankings.php?subregion=mes,Inter/pol/,$4695 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,4757 km 2,http://blocgame.com/stats.php?id=48611,,,
Al Kebab,John Zoidberg,http://blocgame.com/alliancestats.php?allianceid=1393,109k active personnel,8 ships,Korean War surplus,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=mes,BAMF,$4653 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=mes,35750 km 2,http://blocgame.com/stats.php?id=59392,,,
New Volkstaat,Endless Nameless,http://blocgame.com/alliancestats.php?allianceid=1644,56k active personnel,5 ships,Korean War surplus,4 factories,Elite,last online 13 hours ago,rankings.php?subregion=saf,Inter/pol/,$4676 million,alliancestats.php?allianceid=1644,Southern Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=saf,18292 km 2,http://blocgame.com/stats.php?id=59576,178 Mbbl,,
New Nederlands,William Mohamad,http://blocgame.com/alliancestats.php?allianceid=1568,121k active personnel,8 ships,Korean War surplus,4 factories,Standard,last online 10 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$4629 million,alliancestats.php?allianceid=1568,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40881 km 2,http://blocgame.com/stats.php?id=59454,20163 Mbbl,,
HiredGun,FreeCharge,http://blocgame.com/alliancestats.php?allianceid=1599,308k active personnel,61 ships,Advanced,14 factories,Good,last online 6 hours ago,rankings.php?subregion=egy,Wreckage brothers,$4577 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,84744 km 2,http://blocgame.com/stats.php?id=53353,,,
Iskut,ASV1,http://blocgame.com/alliancestats.php?allianceid=1393,45k active personnel,1 ships,Vietnam War surplus,3 factories,Elite,online now,rankings.php?subregion=con,BAMF,$4574 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,32130 km 2,http://blocgame.com/stats.php?id=58457,17 Mbbl,,
Camcost,hunthalo,http://blocgame.com/alliancestats.php?allianceid=1580,125k active personnel,8 ships,Second World War surplus,4 factories,Elite,last online 13 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$4593 million,alliancestats.php?allianceid=1580,Egypt,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,31087 km 2,http://blocgame.com/stats.php?id=56890,4334 Mbbl,,
Nautique,wayneeconomist,http://blocgame.com/alliancestats.php?allianceid=1644,33k active personnel,11 ships,Korean War surplus,5 factories,Good,online now,rankings.php?subregion=sub,Inter/pol/,$4503 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sub,36304 km 2,http://blocgame.com/stats.php?id=58443,,,1 Tons
al-Bahrayn,dbdb,http://blocgame.com/alliancestats.php?allianceid=1835,98k active personnel,10 ships,Korean War surplus,4 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,SPQR,$4585 million,alliancestats.php?allianceid=1835,Mesopotamia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=mes,24775 km 2,http://blocgame.com/stats.php?id=59775,2991 Mbbl,,
Reikland,Karl-Franz I,http://blocgame.com/alliancestats.php?allianceid=1595,82k active personnel,9 ships,Vietnam War surplus,2 factories,Elite,last online 10 hours ago,rankings.php?subregion=per,The High Council,$4560 million,alliancestats.php?allianceid=1595,Persia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=58781,5928 Mbbl,,
Central Island,The Dealer,http://blocgame.com/alliancestats.php?allianceid=1644,79k active personnel,12 ships,Vietnam War surplus,2 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,Inter/pol/,$4550 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28767 km 2,http://blocgame.com/stats.php?id=59154,,,
Gīlān,Kuchik Gul,http://blocgame.com/alliancestats.php?allianceid=1704,50k active personnel,-1 ships,Korean War surplus,3 factories,Elite,last online 6 hours ago,rankings.php?subregion=per,Kekolutionaries,$4611 million,alliancestats.php?allianceid=1704,Persia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=per,2261 km 2,http://blocgame.com/stats.php?id=54430,1756 Mbbl,,
The Dome,Hardlined,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,15 ships,Almost Modern,6 factories,Standard,last online 94 hours ago,rankings.php?subregion=chi,BAMF,$4497 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27650 km 2,http://blocgame.com/stats.php?id=56795,,5%,
Sugartopia,Lapis Lazuli,http://blocgame.com/alliancestats.php?allianceid=1382,62k active personnel,4 ships,Korean War surplus,3 factories,Elite,last online 36 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$4458 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,23751 km 2,http://blocgame.com/stats.php?id=58876,,,1 Tons
Romanovia,Dmitry Romanov,http://blocgame.com/alliancestats.php?allianceid=1393,100k active personnel,11 ships,Second World War surplus,3 factories,Good,last online 23 hours ago,rankings.php?subregion=mes,BAMF,$4406 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,28504 km 2,http://blocgame.com/stats.php?id=59571,1727 Mbbl,,
Alien Ant Farm,Smooth Criminal,http://blocgame.com/alliancestats.php?allianceid=1418,133k active personnel,11 ships,Vietnam War surplus,4 factories,Standard,online now,rankings.php?subregion=ind,Asian Alliance,$4121 million,alliancestats.php?allianceid=1418,East Indies,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,27700 km 2,http://blocgame.com/stats.php?id=58135,,,
Desert Fox,schmitzz,http://blocgame.com/alliancestats.php?allianceid=1644,259k active personnel,25 ships,Persian Gulf War surplus,10 factories,Good,last online 13 hours ago,rankings.php?subregion=ara,Inter/pol/,$4254 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,53143 km 2,http://blocgame.com/stats.php?id=56662,,,
PrilEp,Dado32,http://blocgame.com/alliancestats.php?allianceid=1382,4k active personnel,0 ships,Vietnam War surplus,7 factories,Elite,last online 19 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$4337 million,alliancestats.php?allianceid=1382,Egypt,,Meagre,http://blocgame.com/rankings.php?subregion=egy,23980 km 2,http://blocgame.com/stats.php?id=55822,7956 Mbbl,,
New-Zimbabwe,Robert Cupabe,http://blocgame.com/alliancestats.php?allianceid=1393,113k active personnel,0 ships,Korean War surplus,5 factories,Elite,last online 9 hours ago,rankings.php?subregion=eaf,BAMF,$4274 million,alliancestats.php?allianceid=1393,East Africa,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=eaf,38712 km 2,http://blocgame.com/stats.php?id=60059,1518 Mbbl,,
eQna8,Dave_Smith,http://blocgame.com/alliancestats.php?allianceid=1393,200k active personnel,51 ships,Almost Modern,15 factories,Good,last online 2 hours ago,rankings.php?subregion=congo,BAMF,$4228 million,alliancestats.php?allianceid=1393,Congo,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,108739 km 2,http://blocgame.com/stats.php?id=48695,405 Mbbl,,
Ralu,Ramar,http://blocgame.com/alliancestats.php?allianceid=1595,10k active personnel,4 ships,First World War surplus,1 factory,Elite,last online 5 hours ago,rankings.php?subregion=ama,The High Council,$3533 million,alliancestats.php?allianceid=1595,Amazonia,,Mediocre,http://blocgame.com/rankings.php?subregion=ama,29444 km 2,http://blocgame.com/stats.php?id=59527,,,
Elondoria,tee lyo foo,http://blocgame.com/alliancestats.php?allianceid=1382,67k active personnel,15 ships,Persian Gulf War surplus,10 factories,Elite,last online 64 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$4203 million,alliancestats.php?allianceid=1382,Egypt,,Large,http://blocgame.com/rankings.php?subregion=egy,28928 km 2,http://blocgame.com/stats.php?id=56049,,10%,
