country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,reactor,uranium
Southern Russia,Jiovana,http://blocgame.com/alliancestats.php?allianceid=1580,248k active personnel,38 ships,Persian Gulf War surplus,10 factories,Elite,last online 24 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$9102 million,alliancestats.php?allianceid=1580,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,54817 km 2,http://blocgame.com/stats.php?id=52935,,,
Eisen,Balthazaar,http://blocgame.com/alliancestats.php?allianceid=1599,189k active personnel,50 ships,Almost Modern,13 factories,Poor,last online 37 hours ago,rankings.php?subregion=chi,Wreckage brothers,$9091 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,83662 km 2,http://blocgame.com/stats.php?id=53566,,,
PMAOA,Mbatume II,http://blocgame.com/alliancestats.php?allianceid=1595,121k active personnel,18 ships,Vietnam War surplus,4 factories,Elite,last online 5 hours ago,rankings.php?subregion=gui,The High Council,$9013 million,alliancestats.php?allianceid=1595,Guinea,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,13257 km 2,http://blocgame.com/stats.php?id=54574,,,
Arborea,Arbus,http://blocgame.com/alliancestats.php?allianceid=1580,131k active personnel,1 ships,Vietnam War surplus,6 factories,Poor,last online 1 hours ago,rankings.php?subregion=waf,Brotherhood of Nod,$9005 million,alliancestats.php?allianceid=1580,West Africa,,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,22999 km 2,http://blocgame.com/stats.php?id=57767,,,
RiceFields,Jean-Jean,http://blocgame.com/alliancestats.php?allianceid=1599,183k active personnel,13 ships,Almost Modern,7 factories,Elite,last online 7 hours ago,rankings.php?subregion=ind,Wreckage brothers,$8984 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,33369 km 2,http://blocgame.com/stats.php?id=52930,,,
Habibastan,Ahmed Habib,http://blocgame.com/alliancestats.php?allianceid=1393,298k active personnel,17 ships,Persian Gulf War surplus,12 factories,Standard,last online 11 hours ago,rankings.php?subregion=egy,BAMF,$8938 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,77000 km 2,http://blocgame.com/stats.php?id=5936,2466 Mbbl,,
Kuviere,Jaywynne,http://blocgame.com/alliancestats.php?allianceid=1595,116k active personnel,11 ships,Korean War surplus,10 factories,Elite,last online 24 hours ago,rankings.php?subregion=atl,The High Council,$8818 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31188 km 2,http://blocgame.com/stats.php?id=58755,,,
Saminis,Marcus Slate,http://blocgame.com/alliancestats.php?allianceid=1382,116k active personnel,15 ships,Vietnam War surplus,5 factories,Elite,last online 13 hours ago,rankings.php?subregion=con,Non-Aligned Movement,$8812 million,alliancestats.php?allianceid=1382,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,30414 km 2,http://blocgame.com/stats.php?id=54520,,,
Based World,Lil B,http://blocgame.com/alliancestats.php?allianceid=1393,220k active personnel,20 ships,Almost Modern,9 factories,Standard,last online 157 hours ago,rankings.php?subregion=sub,BAMF,$8758 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,57342 km 2,http://blocgame.com/stats.php?id=58035,,,
Scrubistan,Fernando_Shiros,http://blocgame.com/alliancestats.php?allianceid=1580,177k active personnel,21 ships,Vietnam War surplus,9 factories,Standard,online now,rankings.php?subregion=per,Brotherhood of Nod,$8716 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,54173 km 2,http://blocgame.com/stats.php?id=59122,,,
Lagoense,Marechal Fabra,http://blocgame.com/alliancestats.php?allianceid=1599,178k active personnel,20 ships,Vietnam War surplus,5 factories,Elite,online now,rankings.php?subregion=car,Wreckage brothers,$8657 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,31873 km 2,http://blocgame.com/stats.php?id=57361,,,
Funktahulia,Sweet Baby Doc,http://blocgame.com/alliancestats.php?allianceid=1401,294k active personnel,0 ships,Advanced,12 factories,Standard,last online 6 hours ago,rankings.php?subregion=car,The Federal Colonies,$8619 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,58202 km 2,http://blocgame.com/stats.php?id=47179,,,
Zion,Zionist,http://blocgame.com/alliancestats.php?allianceid=1393,194k active personnel,15 ships,Almost Modern,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=mes,BAMF,$8479 million,alliancestats.php?allianceid=1393,Mesopotamia,,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,74608 km 2,http://blocgame.com/stats.php?id=41496,,,
New Palestina,MacK0797,http://blocgame.com/alliancestats.php?allianceid=1568,175k active personnel,9 ships,Almost Modern,8 factories,Elite,last online 46 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$8478 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,42419 km 2,http://blocgame.com/stats.php?id=58215,,,
United,allsmart,http://blocgame.com/alliancestats.php?allianceid=1401,105k active personnel,17 ships,Almost Modern,5 factories,Elite,last online 7 hours ago,rankings.php?subregion=gra,The Federal Colonies,$8473 million,alliancestats.php?allianceid=1401,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,33804 km 2,http://blocgame.com/stats.php?id=57257,,,
Oranje,Joseph,http://blocgame.com/alliancestats.php?allianceid=1568,9k active personnel,11 ships,Almost Modern,3 factories,Poor,last online 75 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$8454 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20915 km 2,http://blocgame.com/stats.php?id=40545,,,
Savarnia,Kxxvc,http://blocgame.com/alliancestats.php?allianceid=1644,183k active personnel,40 ships,Persian Gulf War surplus,14 factories,Good,last online 8 hours ago,rankings.php?subregion=pac,Inter/pol/,$8444 million,alliancestats.php?allianceid=1644,Pacific Rim,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=pac,82868 km 2,http://blocgame.com/stats.php?id=57059,,,
Yugoslothia,Yugoslothia,http://blocgame.com/alliancestats.php?allianceid=1599,99k active personnel,9 ships,Persian Gulf War surplus,6 factories,Elite,last online 10 hours ago,rankings.php?subregion=egy,Wreckage brothers,$8430 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,27107 km 2,http://blocgame.com/stats.php?id=55968,,,
Vekta,Strongbad,http://blocgame.com/alliancestats.php?allianceid=1595,143k active personnel,13 ships,Almost Modern,6 factories,Elite,last online 10 hours ago,rankings.php?subregion=pac,The High Council,$8408 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,35413 km 2,http://blocgame.com/stats.php?id=46288,,,
Chaos county,Chavo,http://blocgame.com/alliancestats.php?allianceid=1382,198k active personnel,38 ships,Persian Gulf War surplus,7 factories,Elite,last online 2 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,$8347 million,alliancestats.php?allianceid=1382,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,27394 km 2,http://blocgame.com/stats.php?id=49736,,,4 Tons
Mnemosyne,Solus,http://blocgame.com/alliancestats.php?allianceid=1393,160k active personnel,21 ships,Korean War surplus,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,BAMF,$8328 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,26486 km 2,http://blocgame.com/stats.php?id=57952,,,
Indonia,Indy,http://blocgame.com/alliancestats.php?allianceid=1644,138k active personnel,35 ships,Persian Gulf War surplus,6 factories,Good,last online 19 hours ago,rankings.php?subregion=ara,Inter/pol/,$8324 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,24830 km 2,http://blocgame.com/stats.php?id=52315,,,
Cocobongo,Cuban Pete,http://blocgame.com/alliancestats.php?allianceid=1595,139k active personnel,10 ships,Vietnam War surplus,5 factories,Elite,last online 12 hours ago,rankings.php?subregion=gra,The High Council,$8321 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,25358 km 2,http://blocgame.com/stats.php?id=58193,,,
Esboslavia,Swatbot26,http://blocgame.com/alliancestats.php?allianceid=1599,119k active personnel,19 ships,Almost Modern,4 factories,Good,last online 14 hours ago,rankings.php?subregion=car,Wreckage brothers,$8297 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,28842 km 2,http://blocgame.com/stats.php?id=57376,,,
Boomtown,Rataca1000,http://blocgame.com/alliancestats.php?allianceid=1595,116k active personnel,5 ships,Vietnam War surplus,2 factories,Elite,online now,rankings.php?subregion=chi,The High Council,$8241 million,alliancestats.php?allianceid=1595,China,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=chi,1932 km 2,http://blocgame.com/stats.php?id=50054,,,
The Red Empire,SpecialForces,http://blocgame.com/alliancestats.php?allianceid=1580,159k active personnel,20 ships,Vietnam War surplus,6 factories,Elite,last online 62 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$8235 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,34536 km 2,http://blocgame.com/stats.php?id=59076,,,1 Tons
Communist Union,Appoox,http://blocgame.com/alliancestats.php?allianceid=1393,99k active personnel,12 ships,Vietnam War surplus,3 factories,Elite,last online 22 hours ago,rankings.php?subregion=sub,BAMF,$8189 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,10970 km 2,http://blocgame.com/stats.php?id=51081,,,1 Tons
Nueva Pilipinas,Angelo Manrique,http://blocgame.com/alliancestats.php?allianceid=1382,3k active personnel,9 ships,Almost Modern,3 factories,Standard,last online 60 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$8179 million,alliancestats.php?allianceid=1382,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,13858 km 2,http://blocgame.com/stats.php?id=53008,,,
The Dank Side,Dolan Dank,http://blocgame.com/alliancestats.php?allianceid=1568,108k active personnel,9 ships,Vietnam War surplus,5 factories,Elite,last online 46 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$8157 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Large,http://blocgame.com/rankings.php?subregion=egy,33806 km 2,http://blocgame.com/stats.php?id=59019,2844 Mbbl,,
Foundation,Danzo,http://blocgame.com/alliancestats.php?allianceid=1568,145k active personnel,28 ships,Persian Gulf War surplus,10 factories,Elite,last online 8 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$8004 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,132289 km 2,http://blocgame.com/stats.php?id=46870,,,
Ferma,President Jacobo Vincenzo,http://blocgame.com/alliancestats.php?allianceid=1393,184k active personnel,20 ships,Vietnam War surplus,5 factories,Good,last online 7 hours ago,rankings.php?subregion=con,BAMF,$7981 million,alliancestats.php?allianceid=1393,Southern Cone,,Very Powerful,http://blocgame.com/rankings.php?subregion=con,30981 km 2,http://blocgame.com/stats.php?id=58784,625 Mbbl,,
Nerdia,TheKyu,http://blocgame.com/alliancestats.php?allianceid=1580,301k active personnel,21 ships,Vietnam War surplus,9 factories,Standard,last online 11 hours ago,rankings.php?subregion=car,Brotherhood of Nod,$7963 million,alliancestats.php?allianceid=1580,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,54055 km 2,http://blocgame.com/stats.php?id=56451,,10%,
Texastan,Rebel Lord,http://blocgame.com/alliancestats.php?allianceid=1644,8k active personnel,6 ships,Vietnam War surplus,5 factories,Good,last online 68 hours ago,rankings.php?subregion=mes,Inter/pol/,$7924 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,18682 km 2,http://blocgame.com/stats.php?id=58149,11247 Mbbl,,
fuckiestan,death2chamelion,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,16 ships,Vietnam War surplus,5 factories,Standard,last online 5 hours ago,rankings.php?subregion=atl,Brotherhood of Nod,$7840 million,alliancestats.php?allianceid=1580,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,22085 km 2,http://blocgame.com/stats.php?id=58862,,,
Get Schwifty,Rick Sanchez,http://blocgame.com/alliancestats.php?allianceid=1393,202k active personnel,9 ships,Persian Gulf War surplus,9 factories,Standard,last online 139 hours ago,rankings.php?subregion=ara,BAMF,$7794 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,72008 km 2,http://blocgame.com/stats.php?id=57824,3786 Mbbl,,
Fadjistan,Einar Wojak,http://blocgame.com/alliancestats.php?allianceid=1599,81k active personnel,12 ships,Almost Modern,4 factories,Elite,last online 17 hours ago,rankings.php?subregion=mes,Wreckage brothers,$7791 million,alliancestats.php?allianceid=1599,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,13077 km 2,http://blocgame.com/stats.php?id=55614,2472 Mbbl,,
NMZ,Hally,http://blocgame.com/alliancestats.php?allianceid=1568,65k active personnel,0 ships,Almost Modern,8 factories,Elite,last online 136 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$7764 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,64155 km 2,http://blocgame.com/stats.php?id=51877,,,
Jumbonesia,Napalm Caesar,http://blocgame.com/alliancestats.php?allianceid=1595,159k active personnel,13 ships,Korean War surplus,6 factories,Good,last online 4 hours ago,rankings.php?subregion=pac,The High Council,$7728 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,24201 km 2,http://blocgame.com/stats.php?id=58350,,,1 Tons
Merrowholt,B. Summers,http://blocgame.com/alliancestats.php?allianceid=1595,159k active personnel,44 ships,Almost Modern,6 factories,Elite,last online 8 hours ago,rankings.php?subregion=mes,The High Council,$7721 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,23711 km 2,http://blocgame.com/stats.php?id=54923,,,
Orindesia,IvanLivitnenko,http://blocgame.com/alliancestats.php?allianceid=1599,145k active personnel,16 ships,Almost Modern,4 factories,Good,online now,rankings.php?subregion=ind,Wreckage brothers,$7693 million,alliancestats.php?allianceid=1599,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,19565 km 2,http://blocgame.com/stats.php?id=55700,,5%,
FistPump,MasterChef,http://blocgame.com/alliancestats.php?allianceid=1580,258k active personnel,14 ships,Advanced,6 factories,Elite,last online 9 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$7687 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,26408 km 2,http://blocgame.com/stats.php?id=43623,,,
Vladimiria,AceAxos,http://blocgame.com/alliancestats.php?allianceid=1568,148k active personnel,6 ships,Vietnam War surplus,7 factories,Elite,last online 3 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7662 million,alliancestats.php?allianceid=1568,Southern Africa,,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,37887 km 2,http://blocgame.com/stats.php?id=59150,,,
Soviet Greece,Ares Velouchiotis,http://blocgame.com/alliancestats.php?allianceid=1595,71k active personnel,8 ships,Second World War surplus,6 factories,Standard,last online 65 hours ago,rankings.php?subregion=sea,The High Council,$7632 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,27527 km 2,http://blocgame.com/stats.php?id=59170,,,
Masketto,svidjod,http://blocgame.com/alliancestats.php?allianceid=1599,299k active personnel,35 ships,Persian Gulf War surplus,15 factories,Good,last online 22 hours ago,rankings.php?subregion=egy,Wreckage brothers,$7601 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,86928 km 2,http://blocgame.com/stats.php?id=55437,6051 Mbbl,,
Bubupooka,Princess Rahalia,http://blocgame.com/alliancestats.php?allianceid=1568,219k active personnel,4 ships,Advanced,8 factories,Elite,last online 22 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7535 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,62234 km 2,http://blocgame.com/stats.php?id=44960,,,
The Silver Hand,Morladim,http://blocgame.com/alliancestats.php?allianceid=1595,175k active personnel,7 ships,Vietnam War surplus,9 factories,Good,last online 19 hours ago,rankings.php?subregion=pac,The High Council,$7504 million,alliancestats.php?allianceid=1595,Pacific Rim,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=pac,44319 km 2,http://blocgame.com/stats.php?id=56161,,,
Funs and Ammo,Ivan Ivanovsky,http://blocgame.com/alliancestats.php?allianceid=1599,165k active personnel,11 ships,Vietnam War surplus,4 factories,Standard,last online 68 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7344 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,18067 km 2,http://blocgame.com/stats.php?id=55794,,,
Latveria,Doom,http://blocgame.com/alliancestats.php?allianceid=1595,29k active personnel,7 ships,Vietnam War surplus,4 factories,Elite,last online 13 hours ago,rankings.php?subregion=mes,The High Council,$7297 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,23591 km 2,http://blocgame.com/stats.php?id=57009,6303 Mbbl,,
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,199k active personnel,11 ships,Almost Modern,8 factories,Elite,online now,rankings.php?subregion=sea,Brotherhood of Zion,$7270 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,37481 km 2,http://blocgame.com/stats.php?id=57865,323 Mbbl,,
Marslavia,Surveyvon,http://blocgame.com/alliancestats.php?allianceid=1393,151k active personnel,0 ships,Vietnam War surplus,5 factories,Good,last online 46 hours ago,rankings.php?subregion=waf,BAMF,$7212 million,alliancestats.php?allianceid=1393,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,15249 km 2,http://blocgame.com/stats.php?id=56758,,,
Chaouenne,pyrignis,http://blocgame.com/alliancestats.php?allianceid=1595,90k active personnel,14 ships,Almost Modern,4 factories,Elite,last online 2 hours ago,rankings.php?subregion=atl,The High Council,$7169 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,13258 km 2,http://blocgame.com/stats.php?id=42019,14947 Mbbl,5%,
Sqynet,robosax,http://blocgame.com/alliancestats.php?allianceid=1568,239k active personnel,4 ships,Advanced,8 factories,Good,last online 7 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7169 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,98507 km 2,http://blocgame.com/stats.php?id=52255,,,57 Tons
Swadia,SonnyJack,http://blocgame.com/alliancestats.php?allianceid=1580,387k active personnel,1 ships,Advanced,15 factories,Good,last online 1 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$7134 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,100659 km 2,http://blocgame.com/stats.php?id=40011,1776 Mbbl,,
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=1401,131k active personnel,0 ships,Almost Modern,6 factories,Poor,last online 10 hours ago,rankings.php?subregion=per,The Federal Colonies,$7123 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,15721 km 2,http://blocgame.com/stats.php?id=40095,,,
Shiba,Dogtown33,http://blocgame.com/alliancestats.php?allianceid=1644,98k active personnel,0 ships,Vietnam War surplus,7 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,Inter/pol/,$7108 million,alliancestats.php?allianceid=1644,Pacific Rim,Plentiful,Large,http://blocgame.com/rankings.php?subregion=pac,50639 km 2,http://blocgame.com/stats.php?id=56250,205 Mbbl,,
Rararaland,Whiskertoes,http://blocgame.com/alliancestats.php?allianceid=1810,6k active personnel,6 ships,Almost Modern,3 factories,Good,last online 69 hours ago,rankings.php?subregion=ara,EUN,$7033 million,alliancestats.php?allianceid=1810,Arabia,Depleted,Large,http://blocgame.com/rankings.php?subregion=ara,9646 km 2,http://blocgame.com/stats.php?id=49272,4871 Mbbl,,
Pegasus,hoy18883,http://blocgame.com/alliancestats.php?allianceid=1599,73k active personnel,4 ships,Korean War surplus,2 factories,Elite,last online 37 hours ago,rankings.php?subregion=ara,Wreckage brothers,$7008 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,7101 km 2,http://blocgame.com/stats.php?id=57829,5851 Mbbl,,
Banglakok,Maotin,http://blocgame.com/alliancestats.php?allianceid=1393,70k active personnel,3 ships,Korean War surplus,4 factories,Elite,online now,rankings.php?subregion=ara,BAMF,$6948 million,alliancestats.php?allianceid=1393,Arabia,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=ara,19594 km 2,http://blocgame.com/stats.php?id=58044,13132 Mbbl,,
Burlmenia,Nathan Barlow,http://blocgame.com/alliancestats.php?allianceid=1382,111k active personnel,18 ships,Vietnam War surplus,6 factories,Standard,last online 14 hours ago,rankings.php?subregion=ama,Non-Aligned Movement,$6931 million,alliancestats.php?allianceid=1382,Amazonia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ama,26816 km 2,http://blocgame.com/stats.php?id=57957,,,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,23k active personnel,32 ships,Advanced,4 factories,Undisciplined Rabble,last online 54 hours ago,rankings.php?subregion=atl,Wreckage brothers,$6926 million,alliancestats.php?allianceid=1599,Atlas,Plentiful,None,http://blocgame.com/rankings.php?subregion=atl,24169 km 2,http://blocgame.com/stats.php?id=53422,,,
Imaginary Land,Chet Manly,http://blocgame.com/alliancestats.php?allianceid=1595,117k active personnel,12 ships,Korean War surplus,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,The High Council,$6901 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23885 km 2,http://blocgame.com/stats.php?id=58961,,,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,282k active personnel,51 ships,Persian Gulf War surplus,9 factories,Good,last online 6 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6886 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50842 km 2,http://blocgame.com/stats.php?id=52679,,5%,
Treehouse,Number One,http://blocgame.com/alliancestats.php?allianceid=1595,133k active personnel,3 ships,Korean War surplus,5 factories,Elite,last online 12 hours ago,rankings.php?subregion=sea,The High Council,$6845 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,16011 km 2,http://blocgame.com/stats.php?id=58889,,,
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=1644,165k active personnel,48 ships,Almost Modern,10 factories,Standard,last online 3 hours ago,rankings.php?subregion=ara,Inter/pol/,$6844 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,42155 km 2,http://blocgame.com/stats.php?id=55118,,,
Boro,Speedy13,http://blocgame.com/alliancestats.php?allianceid=1568,93k active personnel,11 ships,Second World War surplus,4 factories,Good,online now,rankings.php?subregion=car,Brotherhood of Zion,$6823 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,34016 km 2,http://blocgame.com/stats.php?id=59257,557 Mbbl,5%,
BerkeVille,VintageTanker,http://blocgame.com/alliancestats.php?allianceid=1568,64k active personnel,3 ships,Second World War surplus,4 factories,Good,last online 5 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6693 million,alliancestats.php?allianceid=1568,Southern Africa,,Somewhat Large,http://blocgame.com/rankings.php?subregion=saf,41264 km 2,http://blocgame.com/stats.php?id=59187,,,
Tendo,Takehiro,http://blocgame.com/alliancestats.php?allianceid=1382,99k active personnel,8 ships,Korean War surplus,4 factories,Standard,last online 11 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$6644 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sea,19901 km 2,http://blocgame.com/stats.php?id=58802,186 Mbbl,,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=1393,14k active personnel,18 ships,Korean War surplus,6 factories,Standard,last online 96 hours ago,rankings.php?subregion=chi,BAMF,$6599 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,30705 km 2,http://blocgame.com/stats.php?id=58264,,,
Tr�pico,rumsod,http://blocgame.com/alliancestats.php?allianceid=1386,6k active personnel,4 ships,Korean War surplus,3 factories,Elite,last online 135 hours ago,rankings.php?subregion=car,Che Guevara League,$6554 million,alliancestats.php?allianceid=1386,Caribbean,Untapped,Large,http://blocgame.com/rankings.php?subregion=car,5890 km 2,http://blocgame.com/stats.php?id=1,,,
Kosan,Whitearcher8,http://blocgame.com/alliancestats.php?allianceid=1595,58k active personnel,5 ships,Korean War surplus,3 factories,Standard,last online 5 hours ago,rankings.php?subregion=ind,The High Council,$6525 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,30761 km 2,http://blocgame.com/stats.php?id=59227,75 Mbbl,,
Steel Beams,spacebunneh,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,7 ships,Vietnam War surplus,6 factories,Poor,last online 78 hours ago,rankings.php?subregion=gra,The High Council,$6444 million,alliancestats.php?allianceid=1595,Gran Colombia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,15283 km 2,http://blocgame.com/stats.php?id=55509,8 Mbbl,,
Bermuda,London J. Collins,http://blocgame.com/alliancestats.php?allianceid=1393,125k active personnel,5 ships,Almost Modern,4 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,BAMF,$6376 million,alliancestats.php?allianceid=1393,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,71772 km 2,http://blocgame.com/stats.php?id=58252,,,
I Am Mad,I Am Mad,http://blocgame.com/alliancestats.php?allianceid=1644,210k active personnel,51 ships,Vietnam War surplus,4 factories,Good,last online 17 hours ago,rankings.php?subregion=mes,Inter/pol/,$6367 million,alliancestats.php?allianceid=1644,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,39603 km 2,http://blocgame.com/stats.php?id=58303,,,
