country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
Andalusia,Michaelion,http://blocgame.com/alliancestats.php?allianceid=1393,130k active personnel,10 ships,Second World War surplus,Gandhi-like,6 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,BAMF,$5764 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,40607 km 2,http://blocgame.com/stats.php?id=46668,,481 Mbbl,5%
Dragon Stone,Mannis,http://blocgame.com/alliancestats.php?allianceid=1644,194k active personnel,23 ships,Almost Modern,Gandhi-like,7 factories,Good,last online 12 hours ago,rankings.php?subregion=sub,Inter/pol/,$5762 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,31085 km 2,http://blocgame.com/stats.php?id=54852,,,
The,metalmallowz,http://blocgame.com/alliancestats.php?allianceid=1382,345k active personnel,26 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,online now,rankings.php?subregion=per,Non-Aligned Movement,$5722 million,alliancestats.php?allianceid=1382,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,100286 km 2,http://blocgame.com/stats.php?id=58004,,,
The Wired,LAIN,http://blocgame.com/alliancestats.php?allianceid=1599,319k active personnel,20 ships,Advanced,Gandhi-like,14 factories,Standard,last online 56 hours ago,rankings.php?subregion=ara,Wreckage brothers,$5714 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,61784 km 2,http://blocgame.com/stats.php?id=53298,,,5%
Great Grenada,jaggywaggy,http://blocgame.com/alliancestats.php?allianceid=1644,151k active personnel,15 ships,Korean War surplus,Good,6 factories,Elite,last online 7 hours ago,rankings.php?subregion=car,Inter/pol/,$5713 million,alliancestats.php?allianceid=1644,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,31047 km 2,http://blocgame.com/stats.php?id=59513,,446 Mbbl,
Kindred,Pendraggon,http://blocgame.com/alliancestats.php?allianceid=1644,187k active personnel,12 ships,Vietnam War surplus,Gandhi-like,8 factories,Good,last online 9 hours ago,rankings.php?subregion=pac,Inter/pol/,$5673 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,54201 km 2,http://blocgame.com/stats.php?id=58449,,43 Mbbl,
Yummy Foods,iiruka,http://blocgame.com/alliancestats.php?allianceid=1382,347k active personnel,51 ships,Advanced,Gandhi-like,18 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$5633 million,alliancestats.php?allianceid=1382,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,123626 km 2,http://blocgame.com/stats.php?id=54376,,,
Rattown,Furfag Commanding,http://blocgame.com/alliancestats.php?allianceid=1393,398k active personnel,51 ships,Advanced,Gandhi-like,15 factories,Standard,online now,rankings.php?subregion=mes,BAMF,$5589 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,88283 km 2,http://blocgame.com/stats.php?id=39062,18 Tons,,
M�rg,albertps,http://blocgame.com/alliancestats.php?allianceid=1595,278k active personnel,11 ships,Almost Modern,Gandhi-like,11 factories,Standard,last online 1 hours ago,rankings.php?subregion=ind,The High Council,$5577 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,67186 km 2,http://blocgame.com/stats.php?id=58356,,,
Taggart,Dagny,http://blocgame.com/alliancestats.php?allianceid=1401,83k active personnel,6 ships,Almost Modern,Gandhi-like,6 factories,Good,last online 7 hours ago,rankings.php?subregion=gui,The Federal Colonies,$5572 million,alliancestats.php?allianceid=1401,Guinea,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=gui,51679 km 2,http://blocgame.com/stats.php?id=59387,,,
Snusers,Snuupy,http://blocgame.com/alliancestats.php?allianceid=1393,254k active personnel,8 ships,Almost Modern,Questionable,18 factories,Good,online now,rankings.php?subregion=chi,BAMF,$5561 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,107816 km 2,http://blocgame.com/stats.php?id=58336,,,
Viktoria,gracious leader skylar,http://blocgame.com/alliancestats.php?allianceid=1393,82k active personnel,5 ships,Korean War surplus,Isolated,8 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$5465 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,43728 km 2,http://blocgame.com/stats.php?id=40188,,,
Waiwud Iwanem,Hasaki Enkou,http://blocgame.com/alliancestats.php?allianceid=1899,148k active personnel,7 ships,Almost Modern,Gandhi-like,7 factories,Standard,last online 112 hours ago,rankings.php?subregion=ind,ASEANG,$5454 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,23498 km 2,http://blocgame.com/stats.php?id=54484,,,
Adrianopolis,XAdrianT,http://blocgame.com/alliancestats.php?allianceid=1568,153k active personnel,12 ships,Almost Modern,Gandhi-like,16 factories,Elite,last online 28 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$5436 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,78527 km 2,http://blocgame.com/stats.php?id=55912,,,5%
Gillen,Gillen,http://blocgame.com/alliancestats.php?allianceid=1580,140k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Undisciplined Rabble,last online 62 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5423 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,17027 km 2,http://blocgame.com/stats.php?id=54335,,,
Ketroyla,Erolvant,http://blocgame.com/alliancestats.php?allianceid=1580,107k active personnel,9 ships,Vietnam War surplus,Gandhi-like,3 factories,Standard,last online 6 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$5414 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sea,15692 km 2,http://blocgame.com/stats.php?id=55951,,,
Umbrella corp,Miss. Parks,http://blocgame.com/alliancestats.php?allianceid=1595,126k active personnel,15 ships,Almost Modern,Gandhi-like,5 factories,Elite,last online 37 hours ago,rankings.php?subregion=chi,The High Council,$5385 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,33586 km 2,http://blocgame.com/stats.php?id=54467,,,
Avarice,Mammon,http://blocgame.com/alliancestats.php?allianceid=1393,139k active personnel,11 ships,Vietnam War surplus,Gandhi-like,16 factories,Elite,online now,rankings.php?subregion=sub,BAMF,$5364 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,80242 km 2,http://blocgame.com/stats.php?id=59516,,,
One Star,Neku,http://blocgame.com/alliancestats.php?allianceid=1595,148k active personnel,10 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 4 hours ago,rankings.php?subregion=per,The High Council,$5364 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,39160 km 2,http://blocgame.com/stats.php?id=57783,,,
woosha,blaatje,http://blocgame.com/alliancestats.php?allianceid=1644,411k active personnel,51 ships,Advanced,Gandhi-like,14 factories,Elite,online now,rankings.php?subregion=egy,Inter/pol/,$5345 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,83222 km 2,http://blocgame.com/stats.php?id=58158,,,
Derpkins,Mr. Derp,http://blocgame.com/alliancestats.php?allianceid=1952,22k active personnel,12 ships,Second World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 116 hours ago,rankings.php?subregion=pac,The Eastern Sea,$5296 million,alliancestats.php?allianceid=1952,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23183 km 2,http://blocgame.com/stats.php?id=59737,,,
iljohn,iljohn,http://blocgame.com/alliancestats.php?allianceid=1952,95k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,rankings.php?subregion=pac,The Eastern Sea,$5288 million,alliancestats.php?allianceid=1952,Pacific Rim,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=pac,31139 km 2,http://blocgame.com/stats.php?id=59945,,,
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,12 ships,Almost Modern,Normal,3 factories,Elite,last online 29 hours ago,rankings.php?subregion=chi,The High Council,$5272 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,9345 km 2,http://blocgame.com/stats.php?id=47573,,,
Histalaxia,Sir William the First,http://blocgame.com/alliancestats.php?allianceid=1810,7k active personnel,13 ships,Persian Gulf War surplus,Normal,4 factories,Good,last online 110 hours ago,rankings.php?subregion=pac,EUN,$5269 million,alliancestats.php?allianceid=1810,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,11531 km 2,http://blocgame.com/stats.php?id=51506,,,
Gīlān,Kuchik Gul,http://blocgame.com/alliancestats.php?allianceid=1704,101k active personnel,-1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 19 hours ago,rankings.php?subregion=per,Kekolutionaries,$5242 million,alliancestats.php?allianceid=1704,Persia,,Mediocre,http://blocgame.com/rankings.php?subregion=per,2261 km 2,http://blocgame.com/stats.php?id=54430,,1732 Mbbl,
Potatopia,DoomPotato,http://blocgame.com/alliancestats.php?allianceid=1568,78k active personnel,2 ships,Second World War surplus,Good,5 factories,Elite,online now,rankings.php?subregion=egy,Brotherhood of Zion,$5223 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Small,http://blocgame.com/rankings.php?subregion=egy,33500 km 2,http://blocgame.com/stats.php?id=54037,,12950 Mbbl,
Caballos,T�mas,http://blocgame.com/alliancestats.php?allianceid=1875,18k active personnel,-1 ships,Korean War surplus,Nice,3 factories,Standard,last online 4 hours ago,rankings.php?subregion=sub,The Triad,$5191 million,alliancestats.php?allianceid=1875,The Subcontinent,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=sub,7134 km 2,http://blocgame.com/stats.php?id=5261,,,
New Volkstaat,Endless Nameless,http://blocgame.com/alliancestats.php?allianceid=1644,56k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 33 hours ago,rankings.php?subregion=saf,Inter/pol/,$5156 million,alliancestats.php?allianceid=1644,Southern Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=saf,18292 km 2,http://blocgame.com/stats.php?id=59576,,82 Mbbl,
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,93k active personnel,50 ships,Almost Modern,Angelic,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$5143 million,alliancestats.php?allianceid=1568,Southern Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,56803 km 2,http://blocgame.com/stats.php?id=57755,,,
That One Place,That One Guy,http://blocgame.com/alliancestats.php?allianceid=1599,275k active personnel,15 ships,Almost Modern,Questionable,4 factories,Good,last online 136 hours ago,rankings.php?subregion=per,Wreckage brothers,$5079 million,alliancestats.php?allianceid=1599,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,40054 km 2,http://blocgame.com/stats.php?id=56980,,,
LOLOLOL,LOLOLOL,http://blocgame.com/alliancestats.php?allianceid=1595,106k active personnel,14 ships,Korean War surplus,Questionable,4 factories,Elite,last online 17 hours ago,rankings.php?subregion=gui,The High Council,$5032 million,alliancestats.php?allianceid=1595,Guinea,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=gui,33368 km 2,http://blocgame.com/stats.php?id=59107,,97 Mbbl,
Masterton East,Natedogg,http://blocgame.com/alliancestats.php?allianceid=1644,119k active personnel,16 ships,Vietnam War surplus,Gandhi-like,4 factories,Good,last online 16 hours ago,rankings.php?subregion=pac,Inter/pol/,$5026 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,19433 km 2,http://blocgame.com/stats.php?id=58225,,,
al-Bahrayn,dbdb,http://blocgame.com/alliancestats.php?allianceid=1835,53k active personnel,15 ships,Korean War surplus,Questionable,4 factories,Elite,last online 3 hours ago,rankings.php?subregion=mes,SPQR,$5015 million,alliancestats.php?allianceid=1835,Mesopotamia,Depleted,Powerful,http://blocgame.com/rankings.php?subregion=mes,23841 km 2,http://blocgame.com/stats.php?id=59775,,2759 Mbbl,
Plob,plox,http://blocgame.com/alliancestats.php?allianceid=1580,159k active personnel,15 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 9 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$4989 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,39985 km 2,http://blocgame.com/stats.php?id=58260,,3879 Mbbl,
kabdy,NitroBAY,http://blocgame.com/alliancestats.php?allianceid=1595,217k active personnel,23 ships,Vietnam War surplus,Gandhi-like,8 factories,Standard,last online 12 hours ago,rankings.php?subregion=ama,The High Council,$4948 million,alliancestats.php?allianceid=1595,Amazonia,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=ama,37856 km 2,http://blocgame.com/stats.php?id=58731,,,
CIRD,John Wayne Gasey,,4k active personnel,30 ships,Persian Gulf War surplus,Normal,6 factories,Poor,last online 138 hours ago,rankings.php?subregion=ara,,$4900 million,,Arabia,Plentiful,None,http://blocgame.com/rankings.php?subregion=ara,34242 km 2,http://blocgame.com/stats.php?id=51022,,,
Pr0 Gamers,Bruce Wayne,http://blocgame.com/alliancestats.php?allianceid=1835,90k active personnel,6 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,rankings.php?subregion=pac,SPQR,$4883 million,alliancestats.php?allianceid=1835,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,9266 km 2,http://blocgame.com/stats.php?id=59051,,,
Central Island,The Dealer,http://blocgame.com/alliancestats.php?allianceid=1644,79k active personnel,12 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 16 hours ago,rankings.php?subregion=pac,Inter/pol/,$4881 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28767 km 2,http://blocgame.com/stats.php?id=59154,,,
Reikland,Karl-Franz I,http://blocgame.com/alliancestats.php?allianceid=1595,82k active personnel,11 ships,Vietnam War surplus,Gandhi-like,2 factories,Elite,last online 10 hours ago,rankings.php?subregion=per,The High Council,$4864 million,alliancestats.php?allianceid=1595,Persia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=58781,,5816 Mbbl,
Camcost,hunthalo,http://blocgame.com/alliancestats.php?allianceid=1580,129k active personnel,8 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 15 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$4834 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,31087 km 2,http://blocgame.com/stats.php?id=56890,,4025 Mbbl,
Aroucia,Pleeb,http://blocgame.com/alliancestats.php?allianceid=1401,10k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 40 hours ago,rankings.php?subregion=mex,The Federal Colonies,$4800 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,22664 km 2,http://blocgame.com/stats.php?id=59585,,263 Mbbl,
Iskut,ASV1,http://blocgame.com/alliancestats.php?allianceid=1393,45k active personnel,1 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 20 hours ago,rankings.php?subregion=con,BAMF,$4762 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,32130 km 2,http://blocgame.com/stats.php?id=58457,,,
Al Kebab,John Zoidberg,http://blocgame.com/alliancestats.php?allianceid=1393,105k active personnel,10 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 2 hours ago,rankings.php?subregion=mes,BAMF,$4752 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=mes,35750 km 2,http://blocgame.com/stats.php?id=59392,,,
new aussie land,benj,,7k active personnel,3 ships,Korean War surplus,Good,3 factories,Poor,last online 77 hours ago,rankings.php?subregion=car,,$4734 million,,Caribbean,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=car,5173 km 2,http://blocgame.com/stats.php?id=52750,,,
Romanovia,Dmitry Romanov,http://blocgame.com/alliancestats.php?allianceid=1393,100k active personnel,11 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 118 hours ago,rankings.php?subregion=mes,BAMF,$4686 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,28504 km 2,http://blocgame.com/stats.php?id=59571,,1663 Mbbl,
Alien Ant Farm,Smooth Criminal,http://blocgame.com/alliancestats.php?allianceid=1418,118k active personnel,11 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,online now,rankings.php?subregion=ind,Asian Alliance,$4650 million,alliancestats.php?allianceid=1418,East Indies,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,36835 km 2,http://blocgame.com/stats.php?id=58135,,,
New-Zimbabwe,Robert Cupabe,http://blocgame.com/alliancestats.php?allianceid=1393,113k active personnel,0 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 37 hours ago,rankings.php?subregion=eaf,BAMF,$4640 million,alliancestats.php?allianceid=1393,East Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=eaf,38712 km 2,http://blocgame.com/stats.php?id=60059,,1382 Mbbl,
Nautique,wayneeconomist,http://blocgame.com/alliancestats.php?allianceid=1644,51k active personnel,11 ships,Korean War surplus,Normal,5 factories,Elite,last online 27 hours ago,rankings.php?subregion=sub,Inter/pol/,$4618 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sub,36304 km 2,http://blocgame.com/stats.php?id=58443,1 Tons,,
HiredGun,FreeCharge,http://blocgame.com/alliancestats.php?allianceid=1599,334k active personnel,62 ships,Advanced,Gandhi-like,14 factories,Good,last online 11 hours ago,rankings.php?subregion=egy,Wreckage brothers,$4552 million,alliancestats.php?allianceid=1599,Egypt,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,84744 km 2,http://blocgame.com/stats.php?id=53353,,,
Argos,Arkadios,http://blocgame.com/alliancestats.php?allianceid=1382,26k active personnel,7 ships,Almost Modern,Gandhi-like,3 factories,Undisciplined Rabble,last online 62 hours ago,rankings.php?subregion=chi,Non-Aligned Movement,$4542 million,alliancestats.php?allianceid=1382,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,54311 km 2,http://blocgame.com/stats.php?id=43443,,,
Vulcanus,kappa123,http://blocgame.com/alliancestats.php?allianceid=1393,7k active personnel,18 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 98 hours ago,rankings.php?subregion=ara,BAMF,$4503 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,22126 km 2,http://blocgame.com/stats.php?id=59636,,2845 Mbbl,
Amazonian Union,Hugo Chavez,http://blocgame.com/alliancestats.php?allianceid=1568,37k active personnel,8 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 15 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,$4485 million,alliancestats.php?allianceid=1568,Amazonia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ama,17040 km 2,http://blocgame.com/stats.php?id=59377,,,
Daphnestan,Daoapin,http://blocgame.com/alliancestats.php?allianceid=1595,10k active personnel,5 ships,Korean War surplus,Nice,5 factories,Good,last online 64 hours ago,rankings.php?subregion=ind,The High Council,$4442 million,alliancestats.php?allianceid=1595,East Indies,,None,http://blocgame.com/rankings.php?subregion=ind,39009 km 2,http://blocgame.com/stats.php?id=59475,,,
Geli Kurd,Rando,http://blocgame.com/alliancestats.php?allianceid=1568,194k active personnel,31 ships,Advanced,Gandhi-like,9 factories,Elite,last online 11 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$4431 million,alliancestats.php?allianceid=1568,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,80630 km 2,http://blocgame.com/stats.php?id=47768,,6142 Mbbl,
SingSong,Anthem La La,http://blocgame.com/alliancestats.php?allianceid=1644,37k active personnel,10 ships,Korean War surplus,Gandhi-like,6 factories,Good,online now,rankings.php?subregion=pac,Inter/pol/,$4412 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,27578 km 2,http://blocgame.com/stats.php?id=59602,,320 Mbbl,20%
Homo Mono,Homo Mono,http://blocgame.com/alliancestats.php?allianceid=1580,136k active personnel,10 ships,Korean War surplus,Gandhi-like,6 factories,Good,last online 11 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$4369 million,alliancestats.php?allianceid=1580,Arabia,,Large,http://blocgame.com/rankings.php?subregion=ara,34383 km 2,http://blocgame.com/stats.php?id=59108,,6202 Mbbl,
Ultios,Noctis,http://blocgame.com/alliancestats.php?allianceid=1875,48k active personnel,3 ships,Korean War surplus,Angelic,3 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,The Triad,$4340 million,alliancestats.php?allianceid=1875,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,38139 km 2,http://blocgame.com/stats.php?id=59917,,,
Great Manasa,Haus Omana,http://blocgame.com/alliancestats.php?allianceid=1644,87k active personnel,8 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 14 hours ago,rankings.php?subregion=mes,Inter/pol/,$4312 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,17545 km 2,http://blocgame.com/stats.php?id=58697,,,
Thermonia,Aluminothermic,http://blocgame.com/alliancestats.php?allianceid=1644,170k active personnel,12 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Good,last online 5 hours ago,rankings.php?subregion=chi,Inter/pol/,$4271 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,22964 km 2,http://blocgame.com/stats.php?id=53567,,,
Birgland,snesiscool,http://blocgame.com/alliancestats.php?allianceid=1835,4k active personnel,7 ships,Korean War surplus,Nice,3 factories,Elite,last online 10 hours ago,rankings.php?subregion=mex,SPQR,$4257 million,alliancestats.php?allianceid=1835,Mesoamerica,,None,http://blocgame.com/rankings.php?subregion=mex,15692 km 2,http://blocgame.com/stats.php?id=58700,,,
PrilEp,Dado32,http://blocgame.com/alliancestats.php?allianceid=1382,9k active personnel,0 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 114 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$4192 million,alliancestats.php?allianceid=1382,Egypt,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=egy,19984 km 2,http://blocgame.com/stats.php?id=55822,,6544 Mbbl,
Republic Dank,Dank de von Psstoyeur,http://blocgame.com/alliancestats.php?allianceid=1580,97k active personnel,3 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 11 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$4159 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,15738 km 2,http://blocgame.com/stats.php?id=58562,,,
PonyPenetrators,PonyPenetrator,http://blocgame.com/alliancestats.php?allianceid=1810,172k active personnel,26 ships,Almost Modern,Gandhi-like,6 factories,Elite,last online 3 hours ago,rankings.php?subregion=chi,EUN,$4126 million,alliancestats.php?allianceid=1810,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,16111 km 2,http://blocgame.com/stats.php?id=52348,,,
Sepidajistan,Shah Squid,http://blocgame.com/alliancestats.php?allianceid=1382,98k active personnel,6 ships,Korean War surplus,Pariah,4 factories,Elite,last online 11 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,$4102 million,alliancestats.php?allianceid=1382,Atlas,,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,12070 km 2,http://blocgame.com/stats.php?id=59462,,,
Rica Puerto,Juan James Carter,http://blocgame.com/alliancestats.php?allianceid=1382,41k active personnel,8 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 85 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$4079 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=car,19656 km 2,http://blocgame.com/stats.php?id=58990,,,
Frostyputania,Frostyputa,http://blocgame.com/alliancestats.php?allianceid=1393,141k active personnel,9 ships,Almost Modern,Questionable,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=gra,BAMF,$4050 million,alliancestats.php?allianceid=1393,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,44876 km 2,http://blocgame.com/stats.php?id=42065,,,5%
Desert Fox,schmitzz,http://blocgame.com/alliancestats.php?allianceid=1644,259k active personnel,26 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Standard,last online 4 hours ago,rankings.php?subregion=ara,Inter/pol/,$4022 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,53143 km 2,http://blocgame.com/stats.php?id=56662,,,
Jakobstan,Jakublius Enklius,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,0 ships,Second World War surplus,Questionable,3 factories,Elite,last online 10 hours ago,rankings.php?subregion=congo,The High Council,$4021 million,alliancestats.php?allianceid=1595,Congo,Near Depletion,Small,http://blocgame.com/rankings.php?subregion=congo,21783 km 2,http://blocgame.com/stats.php?id=59396,,,
Horgrif,roxim teaga,http://blocgame.com/alliancestats.php?allianceid=1568,73k active personnel,0 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 7 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,$4013 million,alliancestats.php?allianceid=1568,Amazonia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ama,24126 km 2,http://blocgame.com/stats.php?id=55571,,305 Mbbl,
Peopleoil,newname,http://blocgame.com/alliancestats.php?allianceid=1595,182k active personnel,10 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 10 hours ago,rankings.php?subregion=egy,The High Council,$4006 million,alliancestats.php?allianceid=1595,Egypt,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,37271 km 2,http://blocgame.com/stats.php?id=59041,,,
Struckmania,War Criminal,http://blocgame.com/alliancestats.php?allianceid=1595,105k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 17 hours ago,rankings.php?subregion=mes,The High Council,$3976 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,32574 km 2,http://blocgame.com/stats.php?id=60019,,,5%
