country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium
Cascoia,unioncomic,http://blocgame.com/alliancestats.php?allianceid=1568,7k active personnel,37 ships,Persian Gulf War surplus,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$5732 million,alliancestats.php?allianceid=1568,Arabia,,Mediocre,http://blocgame.com/rankings.php?subregion=ara,72559 km 2,http://blocgame.com/stats.php?id=54174,4036 Mbbl,
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,12k active personnel,12 ships,Almost Modern,4 factories,Good,online now,rankings.php?subregion=chi,The High Council,$6933 million,alliancestats.php?allianceid=1595,China,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=chi,13867 km 2,http://blocgame.com/stats.php?id=47573,,
Based World,Lil B,http://blocgame.com/alliancestats.php?allianceid=1393,222k active personnel,16 ships,Almost Modern,9 factories,Good,last online 7 hours ago,rankings.php?subregion=sub,BAMF,$6944 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,57042 km 2,http://blocgame.com/stats.php?id=58035,,
Indonia,Indy,http://blocgame.com/alliancestats.php?allianceid=1644,138k active personnel,27 ships,Persian Gulf War surplus,6 factories,Good,last online 6 hours ago,rankings.php?subregion=ara,Inter/pol/,$6914 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,24830 km 2,http://blocgame.com/stats.php?id=52315,,
Wielkopl,taikuh,http://blocgame.com/alliancestats.php?allianceid=1594,244k active personnel,31 ships,Persian Gulf War surplus,14 factories,Elite,last online 7 hours ago,rankings.php?subregion=pac,The Cartel,$6941 million,alliancestats.php?allianceid=1594,Pacific Rim,,Powerful,http://blocgame.com/rankings.php?subregion=pac,97586 km 2,http://blocgame.com/stats.php?id=42376,,6 Tons
Esboslavia,Swatbot26,http://blocgame.com/alliancestats.php?allianceid=1599,102k active personnel,10 ships,Vietnam War surplus,3 factories,Elite,last online 5 hours ago,rankings.php?subregion=car,Wreckage brothers,$6890 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,20965 km 2,http://blocgame.com/stats.php?id=57376,,
The UCOA,Stephanobroburg123,http://blocgame.com/alliancestats.php?allianceid=1568,57k active personnel,8 ships,Almost Modern,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$6892 million,alliancestats.php?allianceid=1568,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,10682 km 2,http://blocgame.com/stats.php?id=54240,231 Mbbl,
Cocobongo,Cuban Pete,http://blocgame.com/alliancestats.php?allianceid=1595,99k active personnel,10 ships,Korean War surplus,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=gra,The High Council,$6882 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Large,http://blocgame.com/rankings.php?subregion=gra,25358 km 2,http://blocgame.com/stats.php?id=58193,,
Jam,pbjam,http://blocgame.com/alliancestats.php?allianceid=1580,138k active personnel,19 ships,Korean War surplus,6 factories,Elite,last online 1 hours ago,rankings.php?subregion=ind,Brotherhood of Nod,$6856 million,alliancestats.php?allianceid=1580,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,37884 km 2,http://blocgame.com/stats.php?id=56490,,
Funs and Ammo,Ivan Ivanovsky,http://blocgame.com/alliancestats.php?allianceid=1682,73k active personnel,11 ships,Vietnam War surplus,3 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,S.T.A.L.K.E.R.,$6834 million,alliancestats.php?allianceid=1682,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,18067 km 2,http://blocgame.com/stats.php?id=55794,,
Bloodied Stools,cowds,http://blocgame.com/alliancestats.php?allianceid=1595,80k active personnel,7 ships,Korean War surplus,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=gra,The High Council,$6826 million,alliancestats.php?allianceid=1595,Gran Colombia,,Large,http://blocgame.com/rankings.php?subregion=gra,24506 km 2,http://blocgame.com/stats.php?id=56997,,
Orendoria,Sir Grammar Nazi,http://blocgame.com/alliancestats.php?allianceid=1393,70k active personnel,18 ships,Almost Modern,7 factories,Elite,last online 95 hours ago,rankings.php?subregion=egy,BAMF,$6829 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,24159 km 2,http://blocgame.com/stats.php?id=52948,2003 Mbbl,
Saminis,Marcus Slate,http://blocgame.com/alliancestats.php?allianceid=1791,118k active personnel,13 ships,Korean War surplus,5 factories,Elite,last online 8 hours ago,rankings.php?subregion=con,IDA,$6798 million,alliancestats.php?allianceid=1791,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,38761 km 2,http://blocgame.com/stats.php?id=54520,,
Dragon Stone,Mannis,http://blocgame.com/alliancestats.php?allianceid=1644,168k active personnel,23 ships,Almost Modern,6 factories,Elite,last online 15 hours ago,rankings.php?subregion=sub,Inter/pol/,$6675 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,31085 km 2,http://blocgame.com/stats.php?id=54852,,
Marslavia,Surveyvon,http://blocgame.com/alliancestats.php?allianceid=1393,151k active personnel,0 ships,Vietnam War surplus,5 factories,Elite,online now,rankings.php?subregion=waf,BAMF,$6641 million,alliancestats.php?allianceid=1393,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,15249 km 2,http://blocgame.com/stats.php?id=56758,,
RiceFields,Jean-Jean,http://blocgame.com/alliancestats.php?allianceid=1599,157k active personnel,5 ships,Almost Modern,7 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,Wreckage brothers,$6621 million,alliancestats.php?allianceid=1599,East Indies,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,31752 km 2,http://blocgame.com/stats.php?id=52930,,
FistPump,MasterChef,http://blocgame.com/alliancestats.php?allianceid=1580,250k active personnel,14 ships,Persian Gulf War surplus,6 factories,Good,last online 6 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$6599 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,26408 km 2,http://blocgame.com/stats.php?id=43623,5512 Mbbl,
Merrowholt,B. Summers,http://blocgame.com/alliancestats.php?allianceid=1595,111k active personnel,36 ships,Almost Modern,6 factories,Elite,last online 3 hours ago,rankings.php?subregion=mes,The High Council,$6555 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,23711 km 2,http://blocgame.com/stats.php?id=54923,6328 Mbbl,
Utopiastan,SilmAlpha,http://blocgame.com/alliancestats.php?allianceid=1393,123k active personnel,13 ships,Vietnam War surplus,8 factories,Good,online now,rankings.php?subregion=gui,BAMF,$6611 million,alliancestats.php?allianceid=1393,Guinea,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,44859 km 2,http://blocgame.com/stats.php?id=56876,,
PolandThePower,PolandThePower44,http://blocgame.com/alliancestats.php?allianceid=1393,154k active personnel,13 ships,Korean War surplus,8 factories,Poor,last online 8 hours ago,rankings.php?subregion=mes,BAMF,$6629 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,32066 km 2,http://blocgame.com/stats.php?id=58217,4565 Mbbl,
Brhodesia,Dragonlore,http://blocgame.com/alliancestats.php?allianceid=1644,8k active personnel,26 ships,Almost Modern,3 factories,Elite,last online 106 hours ago,rankings.php?subregion=congo,Inter/pol/,$6597 million,alliancestats.php?allianceid=1644,Congo,,Mediocre,http://blocgame.com/rankings.php?subregion=congo,16638 km 2,http://blocgame.com/stats.php?id=52805,,
Chaouenne,pyrignis,http://blocgame.com/alliancestats.php?allianceid=1595,120k active personnel,10 ships,Vietnam War surplus,4 factories,Good,last online 15 hours ago,rankings.php?subregion=atl,The High Council,$6509 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Large,http://blocgame.com/rankings.php?subregion=atl,13258 km 2,http://blocgame.com/stats.php?id=42019,,
Graceland,Elvis,http://blocgame.com/alliancestats.php?allianceid=1393,139k active personnel,8 ships,Korean War surplus,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=eaf,BAMF,$6476 million,alliancestats.php?allianceid=1393,East Africa,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=eaf,48463 km 2,http://blocgame.com/stats.php?id=7435,183 Mbbl,
Utrokistan,Taslet,http://blocgame.com/alliancestats.php?allianceid=1810,99k active personnel,14 ships,Vietnam War surplus,4 factories,Elite,last online 32 hours ago,rankings.php?subregion=chi,EUN,$6479 million,alliancestats.php?allianceid=1810,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,16010 km 2,http://blocgame.com/stats.php?id=53002,286 Mbbl,
Mnemosyne,Solus,http://blocgame.com/alliancestats.php?allianceid=1393,164k active personnel,17 ships,Second World War surplus,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=pac,BAMF,$6388 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,26486 km 2,http://blocgame.com/stats.php?id=57952,,
Texastan,Rebel Lord,http://blocgame.com/alliancestats.php?allianceid=1644,73k active personnel,5 ships,Korean War surplus,2 factories,Undisciplined Rabble,online now,rankings.php?subregion=mes,Inter/pol/,$6377 million,alliancestats.php?allianceid=1644,Mesopotamia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=mes,20245 km 2,http://blocgame.com/stats.php?id=58149,,
PMAOA,Mbatume II,http://blocgame.com/alliancestats.php?allianceid=1595,9k active personnel,5 ships,Korean War surplus,4 factories,Elite,last online 55 hours ago,rankings.php?subregion=gui,The High Council,$6393 million,alliancestats.php?allianceid=1595,Guinea,,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,13257 km 2,http://blocgame.com/stats.php?id=54574,42 Mbbl,
Bahavian,Captain LoveDucks,http://blocgame.com/alliancestats.php?allianceid=1599,183k active personnel,23 ships,Almost Modern,10 factories,Standard,last online 9 hours ago,rankings.php?subregion=sub,Wreckage brothers,$6312 million,alliancestats.php?allianceid=1599,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,86963 km 2,http://blocgame.com/stats.php?id=54960,,1 Tons
Ceannesburg,theorange0,http://blocgame.com/alliancestats.php?allianceid=1568,46k active personnel,7 ships,Second World War surplus,3 factories,Good,last online 28 hours ago,rankings.php?subregion=mex,Brotherhood of Zion,$6342 million,alliancestats.php?allianceid=1568,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,21113 km 2,http://blocgame.com/stats.php?id=56500,,
Skywalker,War Raven,http://blocgame.com/alliancestats.php?allianceid=1393,118k active personnel,6 ships,Korean War surplus,5 factories,Undisciplined Rabble,last online 81 hours ago,rankings.php?subregion=ama,BAMF,$6318 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,23434 km 2,http://blocgame.com/stats.php?id=57844,,
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=1644,131k active personnel,31 ships,Almost Modern,6 factories,Good,last online 11 hours ago,rankings.php?subregion=ara,Inter/pol/,$6260 million,alliancestats.php?allianceid=1644,Arabia,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=ara,28651 km 2,http://blocgame.com/stats.php?id=55118,10928 Mbbl,
Argon,Argus,http://blocgame.com/alliancestats.php?allianceid=1644,34k active personnel,10 ships,Vietnam War surplus,8 factories,Elite,last online 7 hours ago,rankings.php?subregion=atl,Inter/pol/,$6325 million,alliancestats.php?allianceid=1644,Atlas,,Large,http://blocgame.com/rankings.php?subregion=atl,38526 km 2,http://blocgame.com/stats.php?id=57323,8817 Mbbl,
Jumbonesia,Napalm Caesar,http://blocgame.com/alliancestats.php?allianceid=1595,1k active personnel,2 ships,Korean War surplus,6 factories,Standard,last online 2 hours ago,rankings.php?subregion=pac,The High Council,$6293 million,alliancestats.php?allianceid=1595,Pacific Rim,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=pac,29041 km 2,http://blocgame.com/stats.php?id=58350,,
skrubrikei,coweymcnuggets,http://blocgame.com/alliancestats.php?allianceid=1568,55k active personnel,11 ships,Vietnam War surplus,6 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,$6223 million,alliancestats.php?allianceid=1568,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,38005 km 2,http://blocgame.com/stats.php?id=48846,,
Die Eisenfaust,Allgemeine Stahlhammer,http://blocgame.com/alliancestats.php?allianceid=1644,44k active personnel,11 ships,Vietnam War surplus,7 factories,Elite,last online 4 hours ago,rankings.php?subregion=sub,Inter/pol/,$6157 million,alliancestats.php?allianceid=1644,The Subcontinent,,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,35310 km 2,http://blocgame.com/stats.php?id=51904,,
Free Phoenix,Captain Mandrake,http://blocgame.com/alliancestats.php?allianceid=1393,66k active personnel,14 ships,Korean War surplus,3 factories,Elite,last online 32 hours ago,rankings.php?subregion=mex,BAMF,$6210 million,alliancestats.php?allianceid=1393,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,20318 km 2,http://blocgame.com/stats.php?id=58198,,
Ilonia,Indigo Blues,http://blocgame.com/alliancestats.php?allianceid=1580,89k active personnel,10 ships,Vietnam War surplus,6 factories,Elite,last online 6 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$6144 million,alliancestats.php?allianceid=1580,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,50392 km 2,http://blocgame.com/stats.php?id=55914,,
FlySoGood,ycheez,http://blocgame.com/alliancestats.php?allianceid=1599,47k active personnel,22 ships,Persian Gulf War surplus,6 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,Wreckage brothers,$6137 million,alliancestats.php?allianceid=1599,Pacific Rim,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,38055 km 2,http://blocgame.com/stats.php?id=54541,,
Reality,fujisyugi,http://blocgame.com/alliancestats.php?allianceid=1393,159k active personnel,3 ships,Persian Gulf War surplus,7 factories,Good,last online 3 hours ago,rankings.php?subregion=saf,BAMF,$6105 million,alliancestats.php?allianceid=1393,Southern Africa,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=saf,69246 km 2,http://blocgame.com/stats.php?id=53029,,
king's landing,mannisbaratheon,http://blocgame.com/alliancestats.php?allianceid=1644,107k active personnel,22 ships,Almost Modern,4 factories,Elite,last online 15 hours ago,rankings.php?subregion=sub,Inter/pol/,$6099 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,40168 km 2,http://blocgame.com/stats.php?id=55616,,
Steel Beams,spacebunneh,http://blocgame.com/alliancestats.php?allianceid=1595,94k active personnel,0 ships,Korean War surplus,6 factories,Standard,last online 161 hours ago,rankings.php?subregion=gra,The High Council,$6002 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,15283 km 2,http://blocgame.com/stats.php?id=55509,,
Lagoense,Marechal Fabra,http://blocgame.com/alliancestats.php?allianceid=1599,129k active personnel,0 ships,Second World War surplus,5 factories,Elite,last online 7 hours ago,rankings.php?subregion=car,Wreckage brothers,$5907 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=car,26535 km 2,http://blocgame.com/stats.php?id=57361,,
New Palestina,MacK0797,http://blocgame.com/alliancestats.php?allianceid=1568,139k active personnel,1 ships,Vietnam War surplus,6 factories,Elite,last online 13 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$5927 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,42419 km 2,http://blocgame.com/stats.php?id=58215,5279 Mbbl,
San Palomino,Akiravo,,5k active personnel,23 ships,Almost Modern,7 factories,Good,last online 180 hours ago,rankings.php?subregion=per,,$5860 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,42200 km 2,http://blocgame.com/stats.php?id=51103,,
Behnan,Feroze Ardashir,http://blocgame.com/alliancestats.php?allianceid=1580,113k active personnel,14 ships,Vietnam War surplus,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$5841 million,alliancestats.php?allianceid=1580,Persia,Untapped,Large,http://blocgame.com/rankings.php?subregion=per,32302 km 2,http://blocgame.com/stats.php?id=54162,2106 Mbbl,
Bubupooka,Princess Rahalia,http://blocgame.com/alliancestats.php?allianceid=1568,198k active personnel,4 ships,Persian Gulf War surplus,7 factories,Elite,last online 24 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$5829 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,62234 km 2,http://blocgame.com/stats.php?id=44960,,
Costa Del Sol,Wittenoom,http://blocgame.com/alliancestats.php?allianceid=1644,109k active personnel,0 ships,Korean War surplus,5 factories,Elite,last online 7 hours ago,rankings.php?subregion=pac,Inter/pol/,$5847 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,20710 km 2,http://blocgame.com/stats.php?id=40097,,
Maskettia,qqqqq,http://blocgame.com/alliancestats.php?allianceid=1599,321k active personnel,8 ships,Persian Gulf War surplus,16 factories,Good,online now,rankings.php?subregion=ara,Wreckage brothers,$5729 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,58345 km 2,http://blocgame.com/stats.php?id=52872,,
Ragnorak,Yggdrasil,http://blocgame.com/alliancestats.php?allianceid=1644,30k active personnel,36 ships,Almost Modern,8 factories,Elite,last online 4 hours ago,rankings.php?subregion=egy,Inter/pol/,$5814 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,70992 km 2,http://blocgame.com/stats.php?id=52905,4935 Mbbl,
Clownaland,Clowny,http://blocgame.com/alliancestats.php?allianceid=1568,128k active personnel,2 ships,Almost Modern,7 factories,Good,last online 89 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$5667 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,67211 km 2,http://blocgame.com/stats.php?id=46942,,
Huaxia,Cin Gungtang,http://blocgame.com/alliancestats.php?allianceid=1580,7k active personnel,3 ships,Korean War surplus,5 factories,Elite,last online 12 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$5677 million,alliancestats.php?allianceid=1580,China,,None,http://blocgame.com/rankings.php?subregion=chi,21515 km 2,http://blocgame.com/stats.php?id=58320,,
Huaxia,Cin Gungtang,http://blocgame.com/alliancestats.php?allianceid=1580,7k active personnel,3 ships,Korean War surplus,5 factories,Elite,last online 12 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$5677 million,alliancestats.php?allianceid=1580,China,,None,http://blocgame.com/rankings.php?subregion=chi,21515 km 2,http://blocgame.com/stats.php?id=58320,,
The Red Empire,SpecialForces,http://blocgame.com/alliancestats.php?allianceid=1580,117k active personnel,11 ships,Korean War surplus,4 factories,Elite,last online 4 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$5645 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,32765 km 2,http://blocgame.com/stats.php?id=59076,3183 Mbbl,1 Tons
Shiba,Dogtown33,http://blocgame.com/alliancestats.php?allianceid=1644,89k active personnel,0 ships,Vietnam War surplus,4 factories,Good,last online 2 hours ago,rankings.php?subregion=pac,Inter/pol/,$5616 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,28548 km 2,http://blocgame.com/stats.php?id=56250,,
Ferma,President Jacobo Vincenzo,http://blocgame.com/alliancestats.php?allianceid=1393,89k active personnel,4 ships,Korean War surplus,5 factories,Good,last online 3 hours ago,rankings.php?subregion=con,BAMF,$5623 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=con,29990 km 2,http://blocgame.com/stats.php?id=58784,,
DynamicMemes,mememan69,http://blocgame.com/alliancestats.php?allianceid=1580,128k active personnel,14 ships,Second World War surplus,4 factories,Good,last online 6 hours ago,rankings.php?subregion=saf,Brotherhood of Nod,$5591 million,alliancestats.php?allianceid=1580,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,25710 km 2,http://blocgame.com/stats.php?id=57005,213 Mbbl,
That One Place,That One Guy,http://blocgame.com/alliancestats.php?allianceid=1682,167k active personnel,13 ships,Vietnam War surplus,4 factories,Elite,last online 3 hours ago,rankings.php?subregion=per,S.T.A.L.K.E.R.,$5572 million,alliancestats.php?allianceid=1682,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,40054 km 2,http://blocgame.com/stats.php?id=56980,849 Mbbl,
Vaul,Commander Miller,http://blocgame.com/alliancestats.php?allianceid=1682,62k active personnel,8 ships,Korean War surplus,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=ind,S.T.A.L.K.E.R.,$5498 million,alliancestats.php?allianceid=1682,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,16851 km 2,http://blocgame.com/stats.php?id=55907,,
Arborea,Arbus,http://blocgame.com/alliancestats.php?allianceid=1580,78k active personnel,1 ships,Korean War surplus,4 factories,Good,last online 15 hours ago,rankings.php?subregion=waf,Brotherhood of Nod,$5509 million,alliancestats.php?allianceid=1580,West Africa,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=waf,23231 km 2,http://blocgame.com/stats.php?id=57767,281 Mbbl,
NMZ,Hally,http://blocgame.com/alliancestats.php?allianceid=1568,115k active personnel,0 ships,Almost Modern,8 factories,Good,last online 10 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$5488 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,77645 km 2,http://blocgame.com/stats.php?id=51877,,
LOLOLOL,LOLOLOL,http://blocgame.com/alliancestats.php?allianceid=1595,40k active personnel,9 ships,Korean War surplus,4 factories,Elite,last online 11 hours ago,rankings.php?subregion=gui,The High Council,$5414 million,alliancestats.php?allianceid=1595,Guinea,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=gui,29712 km 2,http://blocgame.com/stats.php?id=59107,305 Mbbl,
Tr�pico,rumsod,http://blocgame.com/alliancestats.php?allianceid=1386,11k active personnel,4 ships,Korean War surplus,3 factories,Elite,last online 32 hours ago,rankings.php?subregion=car,Che Guevara League,$5425 million,alliancestats.php?allianceid=1386,Caribbean,Untapped,Large,http://blocgame.com/rankings.php?subregion=car,5549 km 2,http://blocgame.com/stats.php?id=1,1 Mbbl,
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,64k active personnel,24 ships,Vietnam War surplus,10 factories,Elite,last online 3 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$5329 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,51463 km 2,http://blocgame.com/stats.php?id=57755,,
Allwell,Whitjer,http://blocgame.com/alliancestats.php?allianceid=1599,7k active personnel,13 ships,Vietnam War surplus,3 factories,Elite,last online 35 hours ago,rankings.php?subregion=egy,Wreckage brothers,$5362 million,alliancestats.php?allianceid=1599,Egypt,,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,12594 km 2,http://blocgame.com/stats.php?id=55295,382 Mbbl,
al-Qatal,Poldena,http://blocgame.com/alliancestats.php?allianceid=1644,82k active personnel,11 ships,Vietnam War surplus,6 factories,Elite,online now,rankings.php?subregion=ara,Inter/pol/,$6677 million,alliancestats.php?allianceid=1644,Arabia,,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,42436 km 2,http://blocgame.com/stats.php?id=57996,,
Krymskii,comradekowalski,http://blocgame.com/alliancestats.php?allianceid=1599,271k active personnel,31 ships,Almost Modern,9 factories,Elite,last online 1 hours ago,rankings.php?subregion=atl,Wreckage brothers,$5247 million,alliancestats.php?allianceid=1599,Atlas,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,39558 km 2,http://blocgame.com/stats.php?id=54142,3772 Mbbl,
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,139k active personnel,4 ships,Almost Modern,6 factories,Elite,online now,rankings.php?subregion=sea,Brotherhood of Zion,$5195 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sea,37481 km 2,http://blocgame.com/stats.php?id=57865,,
Kikkomen,general_tso_chiken,http://blocgame.com/alliancestats.php?allianceid=1599,11k active personnel,2 ships,Vietnam War surplus,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,Wreckage brothers,$5186 million,alliancestats.php?allianceid=1599,Pacific Rim,,Meagre,http://blocgame.com/rankings.php?subregion=pac,13260 km 2,http://blocgame.com/stats.php?id=53662,,
Gillen,Gillen,http://blocgame.com/alliancestats.php?allianceid=1580,43k active personnel,0 ships,Second World War surplus,4 factories,Undisciplined Rabble,last online 4 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5139 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,17027 km 2,http://blocgame.com/stats.php?id=54335,2603 Mbbl,
Central Haven,El Ma�ana,http://blocgame.com/alliancestats.php?allianceid=1682,8k active personnel,9 ships,Vietnam War surplus,3 factories,Standard,last online 100 hours ago,rankings.php?subregion=ara,S.T.A.L.K.E.R.,$5205 million,alliancestats.php?allianceid=1682,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,8751 km 2,http://blocgame.com/stats.php?id=55569,5912 Mbbl,
Nautique,wayneeconomist,http://blocgame.com/alliancestats.php?allianceid=1644,85k active personnel,10 ships,Korean War surplus,3 factories,Elite,last online 140 hours ago,rankings.php?subregion=sub,Inter/pol/,$5125 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sub,25440 km 2,http://blocgame.com/stats.php?id=58443,3 Mbbl,
Hasting,President Austin,http://blocgame.com/alliancestats.php?allianceid=1644,108k active personnel,30 ships,Persian Gulf War surplus,9 factories,Good,last online 79 hours ago,rankings.php?subregion=ara,Inter/pol/,$5138 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,46245 km 2,http://blocgame.com/stats.php?id=53965,,
Urosia,Lance Moroe,http://blocgame.com/alliancestats.php?allianceid=1644,95k active personnel,7 ships,Almost Modern,3 factories,Elite,last online 7 hours ago,rankings.php?subregion=saf,Inter/pol/,$5080 million,alliancestats.php?allianceid=1644,Southern Africa,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=saf,19602 km 2,http://blocgame.com/stats.php?id=57637,,
