country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
Shadeistan,Colonel Gaddafi,http://blocgame.com/alliancestats.php?allianceid=1644,61k active personnel,9 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=chi,Inter/pol/,$6750 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,29861 km 2,http://blocgame.com/stats.php?id=59361,,676 Mbbl,
Ishtar,Magnus Magnus,http://blocgame.com/alliancestats.php?allianceid=1580,201k active personnel,35 ships,Almost Modern,Angelic,7 factories,Elite,last online 7 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$6663 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,29052 km 2,http://blocgame.com/stats.php?id=55882,,,
Fadjistan,Einar Wojak,http://blocgame.com/alliancestats.php?allianceid=1599,5k active personnel,12 ships,Almost Modern,Gandhi-like,3 factories,Elite,last online 68 hours ago,rankings.php?subregion=mes,Wreckage brothers,$6735 million,alliancestats.php?allianceid=1599,Mesopotamia,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=mes,10366 km 2,http://blocgame.com/stats.php?id=55614,,,
Jumbonesia,Napalm Caesar,http://blocgame.com/alliancestats.php?allianceid=1595,98k active personnel,13 ships,Korean War surplus,Good,6 factories,Elite,last online 19 hours ago,rankings.php?subregion=pac,The High Council,$6649 million,alliancestats.php?allianceid=1595,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,26746 km 2,http://blocgame.com/stats.php?id=58350,,137 Mbbl,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,5k active personnel,32 ships,Advanced,Good,3 factories,Undisciplined Rabble,last online 43 hours ago,rankings.php?subregion=atl,Wreckage brothers,$6726 million,alliancestats.php?allianceid=1599,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,19940 km 2,http://blocgame.com/stats.php?id=53422,,,
Lyon,Corpsegrinder,http://blocgame.com/alliancestats.php?allianceid=1568,111k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 47 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$6566 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=gra,18884 km 2,http://blocgame.com/stats.php?id=57382,,323 Mbbl,
Alamo,linksith,http://blocgame.com/alliancestats.php?allianceid=1595,63k active personnel,3 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 168 hours ago,rankings.php?subregion=mes,The High Council,$6574 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,17287 km 2,http://blocgame.com/stats.php?id=40536,,9289 Mbbl,
Lorigan,Lorigan,http://blocgame.com/alliancestats.php?allianceid=1595,140k active personnel,10 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 1 hours ago,rankings.php?subregion=ama,The High Council,$6440 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ama,29198 km 2,http://blocgame.com/stats.php?id=59787,,668 Mbbl,
Munchiopolis,Ginger_Ale69xxx,http://blocgame.com/alliancestats.php?allianceid=1756,52k active personnel,1 ships,Second World War surplus,Questionable,5 factories,Elite,last online 8 hours ago,rankings.php?subregion=car,The Slave Trade,$6442 million,alliancestats.php?allianceid=1756,Caribbean,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=car,36295 km 2,http://blocgame.com/stats.php?id=58992,,,5%
MumbosMountain,Mumbo Jumbo,http://blocgame.com/alliancestats.php?allianceid=1382,150k active personnel,23 ships,Persian Gulf War surplus,Gandhi-like,7 factories,Good,last online 11 hours ago,rankings.php?subregion=mex,Non-Aligned Movement,$6390 million,alliancestats.php?allianceid=1382,Mesoamerica,,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,52541 km 2,http://blocgame.com/stats.php?id=54444,,,
Steel Beams,spacebunneh,http://blocgame.com/alliancestats.php?allianceid=1595,66k active personnel,7 ships,Vietnam War surplus,Questionable,6 factories,Poor,last online 11 hours ago,rankings.php?subregion=gra,The High Council,$6339 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,15283 km 2,http://blocgame.com/stats.php?id=55509,,,
Ralpenio,Ghjhdd,http://blocgame.com/alliancestats.php?allianceid=1595,25k active personnel,12 ships,Vietnam War surplus,Gandhi-like,3 factories,Elite,last online 70 hours ago,rankings.php?subregion=pac,The High Council,$6252 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,9931 km 2,http://blocgame.com/stats.php?id=53369,,,
Bruce Man,Bat Wayn,http://blocgame.com/alliancestats.php?allianceid=1393,234k active personnel,6 ships,Almost Modern,Gandhi-like,9 factories,Standard,last online 32 hours ago,rankings.php?subregion=ara,BAMF,$6202 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,42976 km 2,http://blocgame.com/stats.php?id=59564,,,
Lebensraum,morrison1916,http://blocgame.com/alliancestats.php?allianceid=1644,157k active personnel,1 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 10 hours ago,rankings.php?subregion=sub,Inter/pol/,$6219 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,32083 km 2,http://blocgame.com/stats.php?id=3646,,,
king's landing,mannisbaratheon,http://blocgame.com/alliancestats.php?allianceid=1644,139k active personnel,24 ships,Persian Gulf War surplus,Gandhi-like,4 factories,Elite,last online 19 hours ago,rankings.php?subregion=sub,Inter/pol/,$6107 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,40168 km 2,http://blocgame.com/stats.php?id=55616,,,
FallenTrees,GhostAleII,http://blocgame.com/alliancestats.php?allianceid=1382,6k active personnel,5 ships,Korean War surplus,Isolated,5 factories,Elite,last online 8 hours ago,rankings.php?subregion=ind,Non-Aligned Movement,$6109 million,alliancestats.php?allianceid=1382,East Indies,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=ind,34958 km 2,http://blocgame.com/stats.php?id=59160,,20 Mbbl,
New Nederlands,William Mohamad,http://blocgame.com/alliancestats.php?allianceid=1568,136k active personnel,8 ships,Korean War surplus,Good,5 factories,Elite,last online 14 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$6047 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,48144 km 2,http://blocgame.com/stats.php?id=59454,,19864 Mbbl,
I Am Mad,I Am Mad,http://blocgame.com/alliancestats.php?allianceid=1644,280k active personnel,51 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 10 hours ago,rankings.php?subregion=mes,Inter/pol/,$6024 million,alliancestats.php?allianceid=1644,Mesopotamia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,39603 km 2,http://blocgame.com/stats.php?id=58303,,8006 Mbbl,
Clownaland,Clowny,http://blocgame.com/alliancestats.php?allianceid=1568,101k active personnel,2 ships,Almost Modern,Gandhi-like,7 factories,Poor,last online 12 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$6058 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,67211 km 2,http://blocgame.com/stats.php?id=46942,,,
Seilomn,Charlie,http://blocgame.com/alliancestats.php?allianceid=1401,145k active personnel,5 ships,Second World War surplus,Gandhi-like,6 factories,Poor,last online 140 hours ago,rankings.php?subregion=gui,The Federal Colonies,$6038 million,alliancestats.php?allianceid=1401,Guinea,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=gui,46490 km 2,http://blocgame.com/stats.php?id=59997,,,
Reim,Azrael,http://blocgame.com/alliancestats.php?allianceid=1595,160k active personnel,17 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,The High Council,$5990 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,39793 km 2,http://blocgame.com/stats.php?id=41073,,,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=1393,10k active personnel,18 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 76 hours ago,rankings.php?subregion=chi,BAMF,$6013 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,24829 km 2,http://blocgame.com/stats.php?id=58264,,,
Nofuksgiven,Zippy,http://blocgame.com/alliancestats.php?allianceid=1382,138k active personnel,16 ships,Vietnam War surplus,Gandhi-like,6 factories,Elite,last online 15 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$5995 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,40947 km 2,http://blocgame.com/stats.php?id=58858,,,
East Black Rock,Shiro Shirogane,http://blocgame.com/alliancestats.php?allianceid=1595,99k active personnel,7 ships,First World War surplus,Gandhi-like,7 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,The High Council,$5973 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,50846 km 2,http://blocgame.com/stats.php?id=60120,,,
switzerdouch,yaboimtndew,http://blocgame.com/alliancestats.php?allianceid=1595,5k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 18 hours ago,rankings.php?subregion=mex,The High Council,$5932 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,20490 km 2,http://blocgame.com/stats.php?id=58997,,223 Mbbl,
Azhdahagate,Azhdaha_Panzer,http://blocgame.com/alliancestats.php?allianceid=1580,423k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,27 factories,Good,last online 34 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$5861 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,136310 km 2,http://blocgame.com/stats.php?id=52422,21 Tons,,
Bloodied Stools,cowds,http://blocgame.com/alliancestats.php?allianceid=1595,83k active personnel,4 ships,Vietnam War surplus,Good,3 factories,Elite,last online 12 hours ago,rankings.php?subregion=gra,The High Council,$5893 million,alliancestats.php?allianceid=1595,Gran Colombia,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=gra,12984 km 2,http://blocgame.com/stats.php?id=56997,,,
DynamicMemes,mememan69,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,22 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 12 hours ago,rankings.php?subregion=saf,Brotherhood of Nod,$5789 million,alliancestats.php?allianceid=1580,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,25710 km 2,http://blocgame.com/stats.php?id=57005,,,5%
Andalusia,Michaelion,http://blocgame.com/alliancestats.php?allianceid=1393,130k active personnel,10 ships,Second World War surplus,Gandhi-like,6 factories,Elite,last online 11 hours ago,rankings.php?subregion=pac,BAMF,$5805 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,40607 km 2,http://blocgame.com/stats.php?id=46668,,462 Mbbl,5%
Dragon Stone,Mannis,http://blocgame.com/alliancestats.php?allianceid=1644,194k active personnel,23 ships,Almost Modern,Gandhi-like,7 factories,Good,last online 19 hours ago,rankings.php?subregion=sub,Inter/pol/,$5748 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,31085 km 2,http://blocgame.com/stats.php?id=54852,,,
The,metalmallowz,http://blocgame.com/alliancestats.php?allianceid=1382,349k active personnel,27 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,online now,rankings.php?subregion=per,Non-Aligned Movement,$5708 million,alliancestats.php?allianceid=1382,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,100286 km 2,http://blocgame.com/stats.php?id=58004,,,
The Wired,LAIN,http://blocgame.com/alliancestats.php?allianceid=1599,319k active personnel,20 ships,Advanced,Gandhi-like,14 factories,Standard,last online 63 hours ago,rankings.php?subregion=ara,Wreckage brothers,$5721 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,61784 km 2,http://blocgame.com/stats.php?id=53298,,,5%
Great Grenada,jaggywaggy,http://blocgame.com/alliancestats.php?allianceid=1644,151k active personnel,15 ships,Korean War surplus,Nice,6 factories,Elite,last online 14 hours ago,rankings.php?subregion=car,Inter/pol/,$5746 million,alliancestats.php?allianceid=1644,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,31047 km 2,http://blocgame.com/stats.php?id=59513,,431 Mbbl,
Kindred,Pendraggon,http://blocgame.com/alliancestats.php?allianceid=1644,191k active personnel,12 ships,Vietnam War surplus,Gandhi-like,8 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,Inter/pol/,$5671 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,54201 km 2,http://blocgame.com/stats.php?id=58449,,29 Mbbl,
Yummy Foods,iiruka,http://blocgame.com/alliancestats.php?allianceid=1382,347k active personnel,51 ships,Advanced,Gandhi-like,18 factories,Elite,online now,rankings.php?subregion=pac,Non-Aligned Movement,$5619 million,alliancestats.php?allianceid=1382,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,123626 km 2,http://blocgame.com/stats.php?id=54376,,,
Rattown,Furfag Commanding,http://blocgame.com/alliancestats.php?allianceid=1393,398k active personnel,54 ships,Advanced,Gandhi-like,15 factories,Standard,online now,rankings.php?subregion=mes,BAMF,$5588 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,88283 km 2,http://blocgame.com/stats.php?id=39062,18 Tons,,
M�rg,albertps,http://blocgame.com/alliancestats.php?allianceid=1595,278k active personnel,11 ships,Almost Modern,Gandhi-like,11 factories,Standard,last online 4 hours ago,rankings.php?subregion=ind,The High Council,$5540 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,67186 km 2,http://blocgame.com/stats.php?id=58356,,,
Taggart,Dagny,http://blocgame.com/alliancestats.php?allianceid=1401,83k active personnel,6 ships,Almost Modern,Angelic,7 factories,Good,last online 1 hours ago,rankings.php?subregion=gui,The Federal Colonies,$5581 million,alliancestats.php?allianceid=1401,Guinea,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=gui,51679 km 2,http://blocgame.com/stats.php?id=59387,,,
Snusers,Snuupy,http://blocgame.com/alliancestats.php?allianceid=1393,260k active personnel,8 ships,Almost Modern,Questionable,18 factories,Good,online now,rankings.php?subregion=chi,BAMF,$5556 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,107816 km 2,http://blocgame.com/stats.php?id=58336,,,
Viktoria,gracious leader skylar,http://blocgame.com/alliancestats.php?allianceid=1393,82k active personnel,5 ships,Korean War surplus,Isolated,8 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,BAMF,$5432 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,43728 km 2,http://blocgame.com/stats.php?id=40188,,,
Waiwud Iwanem,Hasaki Enkou,http://blocgame.com/alliancestats.php?allianceid=1899,148k active personnel,7 ships,Almost Modern,Gandhi-like,7 factories,Standard,last online 119 hours ago,rankings.php?subregion=ind,ASEANG,$5472 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,23498 km 2,http://blocgame.com/stats.php?id=54484,,,
Adrianopolis,XAdrianT,http://blocgame.com/alliancestats.php?allianceid=1568,157k active personnel,12 ships,Almost Modern,Gandhi-like,16 factories,Good,last online 6 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$5479 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,78527 km 2,http://blocgame.com/stats.php?id=55912,,,5%
Gillen,Gillen,http://blocgame.com/alliancestats.php?allianceid=1580,140k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Undisciplined Rabble,last online 69 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5413 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,17027 km 2,http://blocgame.com/stats.php?id=54335,,,
Ketroyla,Erolvant,http://blocgame.com/alliancestats.php?allianceid=1580,107k active personnel,9 ships,Vietnam War surplus,Gandhi-like,3 factories,Standard,last online 13 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$5401 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sea,15692 km 2,http://blocgame.com/stats.php?id=55951,,,
Umbrella corp,Miss. Parks,http://blocgame.com/alliancestats.php?allianceid=1595,126k active personnel,15 ships,Almost Modern,Gandhi-like,5 factories,Elite,last online 3 hours ago,rankings.php?subregion=chi,The High Council,$5378 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,33586 km 2,http://blocgame.com/stats.php?id=54467,,,
Avarice,Mammon,http://blocgame.com/alliancestats.php?allianceid=1393,124k active personnel,11 ships,Vietnam War surplus,Gandhi-like,16 factories,Elite,online now,rankings.php?subregion=sub,BAMF,$5353 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,80745 km 2,http://blocgame.com/stats.php?id=59516,,,
One Star,Neku,http://blocgame.com/alliancestats.php?allianceid=1595,148k active personnel,10 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 11 hours ago,rankings.php?subregion=per,The High Council,$5374 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,39160 km 2,http://blocgame.com/stats.php?id=57783,,,
woosha,blaatje,http://blocgame.com/alliancestats.php?allianceid=1644,411k active personnel,51 ships,Advanced,Gandhi-like,14 factories,Elite,last online 2 hours ago,rankings.php?subregion=egy,Inter/pol/,$5328 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,83222 km 2,http://blocgame.com/stats.php?id=58158,,,
Derpkins,Mr. Derp,http://blocgame.com/alliancestats.php?allianceid=1952,22k active personnel,12 ships,Second World War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 123 hours ago,rankings.php?subregion=pac,The Eastern Sea,$5356 million,alliancestats.php?allianceid=1952,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23183 km 2,http://blocgame.com/stats.php?id=59737,,,
iljohn,iljohn,http://blocgame.com/alliancestats.php?allianceid=1952,107k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,rankings.php?subregion=pac,The Eastern Sea,$5327 million,alliancestats.php?allianceid=1952,Pacific Rim,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=pac,31139 km 2,http://blocgame.com/stats.php?id=59945,,,
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,12 ships,Almost Modern,Good,3 factories,Elite,last online 36 hours ago,rankings.php?subregion=chi,The High Council,$5157 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,9345 km 2,http://blocgame.com/stats.php?id=47573,,,
Histalaxia,Sir William the First,http://blocgame.com/alliancestats.php?allianceid=1810,7k active personnel,13 ships,Persian Gulf War surplus,Good,4 factories,Good,last online 117 hours ago,rankings.php?subregion=pac,EUN,$5379 million,alliancestats.php?allianceid=1810,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,11531 km 2,http://blocgame.com/stats.php?id=51506,,,
Gīlān,Kuchik Gul,http://blocgame.com/alliancestats.php?allianceid=1704,111k active personnel,-1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,Kekolutionaries,$5291 million,alliancestats.php?allianceid=1704,Persia,,Mediocre,http://blocgame.com/rankings.php?subregion=per,2261 km 2,http://blocgame.com/stats.php?id=54430,,1729 Mbbl,
Potatopia,DoomPotato,http://blocgame.com/alliancestats.php?allianceid=1568,78k active personnel,2 ships,Second World War surplus,Good,5 factories,Elite,online now,rankings.php?subregion=egy,Brotherhood of Zion,$5261 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Small,http://blocgame.com/rankings.php?subregion=egy,33500 km 2,http://blocgame.com/stats.php?id=54037,,12917 Mbbl,
Caballos,T�mas,http://blocgame.com/alliancestats.php?allianceid=1875,18k active personnel,-1 ships,Korean War surplus,Nice,3 factories,Standard,last online 11 hours ago,rankings.php?subregion=sub,The Triad,$5225 million,alliancestats.php?allianceid=1875,The Subcontinent,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=sub,7134 km 2,http://blocgame.com/stats.php?id=5261,,,
New Volkstaat,Endless Nameless,http://blocgame.com/alliancestats.php?allianceid=1644,56k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 40 hours ago,rankings.php?subregion=saf,Inter/pol/,$5216 million,alliancestats.php?allianceid=1644,Southern Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=saf,18292 km 2,http://blocgame.com/stats.php?id=59576,,70 Mbbl,
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,93k active personnel,50 ships,Almost Modern,Angelic,11 factories,Elite,last online 10 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$5122 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,56803 km 2,http://blocgame.com/stats.php?id=57755,,,
That One Place,That One Guy,http://blocgame.com/alliancestats.php?allianceid=1599,275k active personnel,15 ships,Almost Modern,Questionable,4 factories,Good,last online 143 hours ago,rankings.php?subregion=per,Wreckage brothers,$5066 million,alliancestats.php?allianceid=1599,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,40054 km 2,http://blocgame.com/stats.php?id=56980,,,
LOLOLOL,LOLOLOL,http://blocgame.com/alliancestats.php?allianceid=1595,106k active personnel,14 ships,Korean War surplus,Questionable,4 factories,Elite,last online 24 hours ago,rankings.php?subregion=gui,The High Council,$5073 million,alliancestats.php?allianceid=1595,Guinea,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=gui,33368 km 2,http://blocgame.com/stats.php?id=59107,,77 Mbbl,
Masterton East,Natedogg,http://blocgame.com/alliancestats.php?allianceid=1644,119k active personnel,16 ships,Vietnam War surplus,Gandhi-like,4 factories,Good,last online 23 hours ago,rankings.php?subregion=pac,Inter/pol/,$5065 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,19433 km 2,http://blocgame.com/stats.php?id=58225,,,
al-Bahrayn,dbdb,http://blocgame.com/alliancestats.php?allianceid=1835,53k active personnel,15 ships,Korean War surplus,Questionable,4 factories,Elite,last online 10 hours ago,rankings.php?subregion=mes,SPQR,$5050 million,alliancestats.php?allianceid=1835,Mesopotamia,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=mes,23841 km 2,http://blocgame.com/stats.php?id=59775,,2730 Mbbl,
Plob,plox,http://blocgame.com/alliancestats.php?allianceid=1580,159k active personnel,15 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 16 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$4974 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,39985 km 2,http://blocgame.com/stats.php?id=58260,,3821 Mbbl,
kabdy,NitroBAY,http://blocgame.com/alliancestats.php?allianceid=1595,219k active personnel,23 ships,Vietnam War surplus,Gandhi-like,8 factories,Standard,online now,rankings.php?subregion=ama,The High Council,$4965 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ama,37856 km 2,http://blocgame.com/stats.php?id=58731,,,
CIRD,John Wayne Gasey,,4k active personnel,30 ships,Persian Gulf War surplus,Normal,6 factories,Poor,last online 145 hours ago,rankings.php?subregion=ara,,$4910 million,,Arabia,Plentiful,None,http://blocgame.com/rankings.php?subregion=ara,34242 km 2,http://blocgame.com/stats.php?id=51022,,,
Pr0 Gamers,Bruce Wayne,http://blocgame.com/alliancestats.php?allianceid=1835,90k active personnel,6 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 8 hours ago,rankings.php?subregion=pac,SPQR,$4904 million,alliancestats.php?allianceid=1835,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,9266 km 2,http://blocgame.com/stats.php?id=59051,,,
Central Island,The Dealer,http://blocgame.com/alliancestats.php?allianceid=1644,79k active personnel,12 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 23 hours ago,rankings.php?subregion=pac,Inter/pol/,$4926 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28767 km 2,http://blocgame.com/stats.php?id=59154,,,
Reikland,Karl-Franz I,http://blocgame.com/alliancestats.php?allianceid=1595,82k active personnel,11 ships,Vietnam War surplus,Gandhi-like,2 factories,Elite,last online 18 hours ago,rankings.php?subregion=per,The High Council,$4902 million,alliancestats.php?allianceid=1595,Persia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=58781,,5802 Mbbl,
Camcost,hunthalo,http://blocgame.com/alliancestats.php?allianceid=1580,129k active personnel,8 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 4 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$4865 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,31087 km 2,http://blocgame.com/stats.php?id=56890,,3981 Mbbl,
Aroucia,Pleeb,http://blocgame.com/alliancestats.php?allianceid=1401,10k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 47 hours ago,rankings.php?subregion=mex,The Federal Colonies,$4865 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,22664 km 2,http://blocgame.com/stats.php?id=59585,,258 Mbbl,
Iskut,ASV1,http://blocgame.com/alliancestats.php?allianceid=1393,45k active personnel,1 ships,Vietnam War surplus,Gandhi-like,3 factories,Good,last online 27 hours ago,rankings.php?subregion=con,BAMF,$4799 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,32130 km 2,http://blocgame.com/stats.php?id=58457,,,
