country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation,rm_prod,oil_prod
Shadeistan,Colonel Gaddafi,http://blocgame.com/alliancestats.php?allianceid=1644,7k active personnel,9 ships,Vietnam War surplus,3 factories,Undisciplined Rabble,last online 526 hours ago,rankings.php?subregion=chi,Inter/pol/,$6924 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,23906 km 2,http://blocgame.com/stats.php?id=59361,361 Mbbl,,,Gandhi-like,10 Hundred Tons per month,9 Mbbl per month
Lebensraum,morrison1916,http://blocgame.com/alliancestats.php?allianceid=1644,122k active personnel,1 ships,Almost Modern,7 factories,Elite,last online 7 hours ago,rankings.php?subregion=sub,Inter/pol/,$6931 million,alliancestats.php?allianceid=1644,The Subcontinent,Depleted,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,31446 km 2,http://blocgame.com/stats.php?id=3646,,1 Tons,,Nice,36 Hundred Tons per month,2 Mbbl per month
Urosia,Lance Moroe,http://blocgame.com/alliancestats.php?allianceid=1644,5k active personnel,16 ships,Almost Modern,3 factories,Elite,last online 18 hours ago,rankings.php?subregion=saf,Inter/pol/,$6311 million,alliancestats.php?allianceid=1644,Southern Africa,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=saf,15695 km 2,http://blocgame.com/stats.php?id=57637,,,,Gandhi-like,12 Hundred Tons per month,11 Mbbl per month
Tr�pico,rumsod,http://blocgame.com/alliancestats.php?allianceid=1386,65k active personnel,4 ships,Vietnam War surplus,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=car,Che Guevara League,$7824 million,alliancestats.php?allianceid=1386,Caribbean,,Large,http://blocgame.com/rankings.php?subregion=car,5434 km 2,http://blocgame.com/stats.php?id=1,,,,Mad Dog,3 Hundred Tons per month,3 Mbbl per month
Taggart,Dagny,http://blocgame.com/alliancestats.php?allianceid=1401,451k active personnel,4 ships,Almost Modern,11 factories,Undisciplined Rabble,last online 14 hours ago,rankings.php?subregion=gui,The Federal Colonies,$9205 million,alliancestats.php?allianceid=1401,Guinea,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=gui,63873 km 2,http://blocgame.com/stats.php?id=59387,,1 Tons,,Gandhi-like,38 Hundred Tons per month,58 Mbbl per month
Andalusia,Michaelion,http://blocgame.com/alliancestats.php?allianceid=1393,185k active personnel,18 ships,Korean War surplus,8 factories,Elite,last online 54 hours ago,rankings.php?subregion=pac,BAMF,$7849 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,40607 km 2,http://blocgame.com/stats.php?id=46668,,,5%,Gandhi-like,41 Hundred Tons per month,21 Mbbl per month
Sqynet,robosax,http://blocgame.com/alliancestats.php?allianceid=1568,494k active personnel,4 ships,Advanced,8 factories,Elite,online now,rankings.php?subregion=saf,Brotherhood of Zion,$5252 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,98507 km 2,http://blocgame.com/stats.php?id=52255,,57 Tons,25%,Angelic,61 Hundred Tons per month,25 Mbbl per month
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,271k active personnel,53 ships,Persian Gulf War surplus,10 factories,Elite,last online 6 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$8216 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,54363 km 2,http://blocgame.com/stats.php?id=52679,,,5%,Nice,51 Hundred Tons per month,8 Mbbl per month
Azhdahagate,Azhdaha_Panzer,http://blocgame.com/alliancestats.php?allianceid=1580,397k active personnel,51 ships,Advanced,30 factories,Elite,online now,rankings.php?subregion=mes,Brotherhood of Nod,$6348 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,141390 km 2,http://blocgame.com/stats.php?id=52422,,21 Tons,,Gandhi-like,100 Hundred Tons per month,125 Mbbl per month
Roman Empire,Trajan,http://blocgame.com/alliancestats.php?allianceid=1580,10k active personnel,2 ships,Almost Modern,4 factories,Undisciplined Rabble,last online 112 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$5600 million,alliancestats.php?allianceid=1580,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,18085 km 2,http://blocgame.com/stats.php?id=57846,4325 Mbbl,,,Nice,15 Hundred Tons per month,20 Mbbl per month
Pingaslavia,CowsRTasty,http://blocgame.com/alliancestats.php?allianceid=1644,142k active personnel,32 ships,Persian Gulf War surplus,5 factories,Elite,last online 22 hours ago,rankings.php?subregion=gra,Inter/pol/,$7007 million,alliancestats.php?allianceid=1644,Gran Colombia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,33208 km 2,http://blocgame.com/stats.php?id=6730,,,5%,Gandhi-like,29 Hundred Tons per month,13 Mbbl per month
New Canaan,Joshua Graham,http://blocgame.com/alliancestats.php?allianceid=1595,84k active personnel,5 ships,Vietnam War surplus,4 factories,Elite,online now,rankings.php?subregion=mes,The High Council,$4454 million,alliancestats.php?allianceid=1595,Mesopotamia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=mes,24746 km 2,http://blocgame.com/stats.php?id=59416,,,5%,Gandhi-like,24 Hundred Tons per month,19 Mbbl per month
Nerdia,TheKyu,http://blocgame.com/alliancestats.php?allianceid=1580,161k active personnel,32 ships,Almost Modern,10 factories,Good,last online 8 hours ago,rankings.php?subregion=car,Brotherhood of Nod,$4834 million,alliancestats.php?allianceid=1580,Caribbean,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=car,69856 km 2,http://blocgame.com/stats.php?id=56451,,,10%,Gandhi-like,82 Hundred Tons per month,25 Mbbl per month
Steel Beams,spacebunneh,,4k active personnel,7 ships,Vietnam War surplus,5 factories,Undisciplined Rabble,last online 425 hours ago,rankings.php?subregion=gra,,$5506 million,,Gran Colombia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,12115 km 2,http://blocgame.com/stats.php?id=55509,,,,Good,17 Hundred Tons per month,10 Mbbl per month
Arabic Union,Comrade Izy,http://blocgame.com/alliancestats.php?allianceid=1568,111k active personnel,1 ships,Vietnam War surplus,8 factories,Elite,last online 3 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$9262 million,alliancestats.php?allianceid=1568,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,38161 km 2,http://blocgame.com/stats.php?id=59855,3473 Mbbl,1 Tons,,Gandhi-like,15 Hundred Tons per month,53 Mbbl per month
Umbrella corp,Miss. Parks,http://blocgame.com/alliancestats.php?allianceid=1595,214k active personnel,14 ships,Persian Gulf War surplus,5 factories,Elite,last online 36 hours ago,rankings.php?subregion=chi,The High Council,$4719 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,34544 km 2,http://blocgame.com/stats.php?id=54467,,,,Normal,49 Hundred Tons per month,9 Mbbl per month
Alien Ant Farm,Smooth Criminal,http://blocgame.com/alliancestats.php?allianceid=1401,130k active personnel,10 ships,Persian Gulf War surplus,5 factories,Good,last online 1 hours ago,rankings.php?subregion=ind,The Federal Colonies,$6456 million,alliancestats.php?allianceid=1401,East Indies,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=ind,28738 km 2,http://blocgame.com/stats.php?id=58135,,,,Pariah,64 Hundred Tons per month,
New Volkstaat,Endless Nameless,http://blocgame.com/alliancestats.php?allianceid=1644,57k active personnel,8 ships,Vietnam War surplus,5 factories,Elite,online now,rankings.php?subregion=saf,Inter/pol/,$7480 million,alliancestats.php?allianceid=1644,Southern Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=saf,17929 km 2,http://blocgame.com/stats.php?id=59576,56 Mbbl,,,Questionable,25 Hundred Tons per month,12 Mbbl per month
Derpkins,Mr. Derp,http://blocgame.com/alliancestats.php?allianceid=1952,4k active personnel,11 ships,Second World War surplus,3 factories,Undisciplined Rabble,last online 96 hours ago,rankings.php?subregion=pac,The Eastern Sea,$3746 million,alliancestats.php?allianceid=1952,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,10742 km 2,http://blocgame.com/stats.php?id=59737,,,,Questionable,18 Hundred Tons per month,19 Mbbl per month
Subcon,Sybalus,http://blocgame.com/alliancestats.php?allianceid=1580,97k active personnel,16 ships,Almost Modern,3 factories,Elite,last online 20 hours ago,rankings.php?subregion=eaf,Brotherhood of Nod,$6653 million,alliancestats.php?allianceid=1580,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,9083 km 2,http://blocgame.com/stats.php?id=53099,111 Mbbl,,,Gandhi-like,9 Hundred Tons per month,9 Mbbl per month
Ultios,Noctis,http://blocgame.com/alliancestats.php?allianceid=1599,146k active personnel,8 ships,Korean War surplus,5 factories,Good,last online 11 hours ago,rankings.php?subregion=pac,Wreckage brothers,$7267 million,alliancestats.php?allianceid=1599,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,40063 km 2,http://blocgame.com/stats.php?id=59917,,,5%,Gandhi-like,32 Hundred Tons per month,24 Mbbl per month
Adrianopolis,XAdrianT,http://blocgame.com/alliancestats.php?allianceid=1568,339k active personnel,14 ships,Persian Gulf War surplus,17 factories,Good,last online 9 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$7698 million,alliancestats.php?allianceid=1568,Arabia,,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,80943 km 2,http://blocgame.com/stats.php?id=55912,,,5%,Gandhi-like,57 Hundred Tons per month,110 Mbbl per month
Nautique,wayneeconomist,http://blocgame.com/alliancestats.php?allianceid=1644,10k active personnel,12 ships,Almost Modern,5 factories,Good,last online 8 hours ago,rankings.php?subregion=sub,Inter/pol/,$5170 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,29679 km 2,http://blocgame.com/stats.php?id=58443,,,,Pariah,53 Hundred Tons per month,5 Mbbl per month
Avarice,Mammon,http://blocgame.com/alliancestats.php?allianceid=1393,299k active personnel,24 ships,Persian Gulf War surplus,21 factories,Elite,last online 1 hours ago,rankings.php?subregion=sub,BAMF,$7891 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,98445 km 2,http://blocgame.com/stats.php?id=59516,,,,Gandhi-like,0 Hundred Tons per month,
Homo Mono,Homo Mono,http://blocgame.com/alliancestats.php?allianceid=1580,126k active personnel,14 ships,Vietnam War surplus,7 factories,Elite,last online 14 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$7725 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,36094 km 2,http://blocgame.com/stats.php?id=59108,6456 Mbbl,,,Gandhi-like,7 Hundred Tons per month,22 Mbbl per month
Reim,Azrael,http://blocgame.com/alliancestats.php?allianceid=1595,198k active personnel,27 ships,Almost Modern,7 factories,Good,online now,rankings.php?subregion=pac,The High Council,$6437 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,39793 km 2,http://blocgame.com/stats.php?id=41073,,,,Gandhi-like,46 Hundred Tons per month,10 Mbbl per month
The,metalmallowz,http://blocgame.com/alliancestats.php?allianceid=1382,378k active personnel,44 ships,Persian Gulf War surplus,15 factories,Elite,last online 311 hours ago,rankings.php?subregion=per,Non-Aligned Movement,$7063 million,alliancestats.php?allianceid=1382,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,110489 km 2,http://blocgame.com/stats.php?id=58004,,,,Gandhi-like,45 Hundred Tons per month,121 Mbbl per month
Sepidajistan,Shah Squid,http://blocgame.com/alliancestats.php?allianceid=1382,119k active personnel,16 ships,Vietnam War surplus,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=atl,Non-Aligned Movement,$7614 million,alliancestats.php?allianceid=1382,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,16822 km 2,http://blocgame.com/stats.php?id=59462,,,,Gandhi-like,10 Hundred Tons per month,10 Mbbl per month
Ishtar,Magnus Magnus,http://blocgame.com/alliancestats.php?allianceid=1580,223k active personnel,41 ships,Almost Modern,8 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$5142 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,29152 km 2,http://blocgame.com/stats.php?id=55882,,,,Gandhi-like,20 Hundred Tons per month,36 Mbbl per month
king's landing,mannisbaratheon,http://blocgame.com/alliancestats.php?allianceid=1644,5k active personnel,21 ships,Persian Gulf War surplus,4 factories,Standard,last online 88 hours ago,rankings.php?subregion=sub,Inter/pol/,$6055 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,38203 km 2,http://blocgame.com/stats.php?id=55616,,,,Gandhi-like,11 Hundred Tons per month,10 Mbbl per month
Gīlān,Kuchik Gul,http://blocgame.com/alliancestats.php?allianceid=1580,127k active personnel,-1 ships,Vietnam War surplus,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$4931 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,1848 km 2,http://blocgame.com/stats.php?id=54430,1298 Mbbl,,,Gandhi-like,5 Hundred Tons per month,3 Mbbl per month
New Nederlands,William Mohamad,http://blocgame.com/alliancestats.php?allianceid=1568,165k active personnel,11 ships,Vietnam War surplus,6 factories,Elite,last online 18 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,$5832 million,alliancestats.php?allianceid=1568,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,48144 km 2,http://blocgame.com/stats.php?id=59454,19057 Mbbl,,,Gandhi-like,10 Hundred Tons per month,50 Mbbl per month
Aztlan,Spic,http://blocgame.com/alliancestats.php?allianceid=1393,2k active personnel,0 ships,Vietnam War surplus,3 factories,Standard,last online 500 hours ago,rankings.php?subregion=ara,BAMF,$5931 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,5893 km 2,http://blocgame.com/stats.php?id=40023,10627 Mbbl,,,Good,9 Hundred Tons per month,10 Mbbl per month
Viktoria,gracious leader skylar,http://blocgame.com/alliancestats.php?allianceid=1393,236k active personnel,5 ships,Vietnam War surplus,10 factories,Elite,last online 10 hours ago,rankings.php?subregion=pac,BAMF,$7499 million,alliancestats.php?allianceid=1393,Pacific Rim,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,43728 km 2,http://blocgame.com/stats.php?id=40188,,,,Gandhi-like,29 Hundred Tons per month,12 Mbbl per month
I Am Mad,I Am Mad,http://blocgame.com/alliancestats.php?allianceid=1644,58k active personnel,51 ships,Almost Modern,6 factories,Good,last online 302 hours ago,rankings.php?subregion=mes,Inter/pol/,$6292 million,alliancestats.php?allianceid=1644,Mesopotamia,,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,39505 km 2,http://blocgame.com/stats.php?id=58303,6130 Mbbl,,,Gandhi-like,20 Hundred Tons per month,67 Mbbl per month
Snusers,Snuupy,http://blocgame.com/alliancestats.php?allianceid=1393,270k active personnel,20 ships,Persian Gulf War surplus,25 factories,Elite,online now,rankings.php?subregion=chi,BAMF,$5745 million,alliancestats.php?allianceid=1393,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,147448 km 2,http://blocgame.com/stats.php?id=58336,,,,Nice,90 Hundred Tons per month,3 Mbbl per month
Reikland,Karl-Franz I,http://blocgame.com/alliancestats.php?allianceid=1595,132k active personnel,21 ships,Vietnam War surplus,3 factories,Standard,last online 10 hours ago,rankings.php?subregion=per,The High Council,$6629 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=58781,6087 Mbbl,,,Gandhi-like,12 Hundred Tons per month,14 Mbbl per month
Waiwud Iwanem,Hasaki Enkou,http://blocgame.com/alliancestats.php?allianceid=1599,69k active personnel,8 ships,Persian Gulf War surplus,9 factories,Elite,last online 6 hours ago,rankings.php?subregion=ind,Wreckage brothers,$6487 million,alliancestats.php?allianceid=1599,East Indies,,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,26800 km 2,http://blocgame.com/stats.php?id=54484,,,,Gandhi-like,36 Hundred Tons per month,
DynamicMemes,mememan69,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,29 ships,Almost Modern,5 factories,Elite,last online 13 hours ago,rankings.php?subregion=saf,Brotherhood of Nod,$5591 million,alliancestats.php?allianceid=1580,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,25710 km 2,http://blocgame.com/stats.php?id=57005,,,5%,Gandhi-like,17 Hundred Tons per month,11 Mbbl per month
Dragon Stone,Mannis,http://blocgame.com/alliancestats.php?allianceid=1644,165k active personnel,28 ships,Persian Gulf War surplus,7 factories,Elite,last online 13 hours ago,rankings.php?subregion=sub,Inter/pol/,$5673 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,33050 km 2,http://blocgame.com/stats.php?id=54852,,,,Gandhi-like,15 Hundred Tons per month,15 Mbbl per month
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,369k active personnel,51 ships,Almost Modern,15 factories,Elite,last online 5 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6022 million,alliancestats.php?allianceid=1568,Southern Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,81362 km 2,http://blocgame.com/stats.php?id=57755,,,,Angelic,105 Hundred Tons per month,15 Mbbl per month
One Star,Neku,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,10 ships,Vietnam War surplus,6 factories,Elite,last online 6 hours ago,rankings.php?subregion=per,The High Council,$6723 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,39160 km 2,http://blocgame.com/stats.php?id=57783,,,,Gandhi-like,14 Hundred Tons per month,19 Mbbl per month
The Wired,LAIN,http://blocgame.com/alliancestats.php?allianceid=1599,7k active personnel,20 ships,Advanced,11 factories,Poor,last online 275 hours ago,rankings.php?subregion=ara,Wreckage brothers,$4453 million,alliancestats.php?allianceid=1599,Arabia,,None,http://blocgame.com/rankings.php?subregion=ara,50725 km 2,http://blocgame.com/stats.php?id=53298,1361 Mbbl,,,Normal,58 Hundred Tons per month,43 Mbbl per month
Sariis,Bavilin,http://blocgame.com/alliancestats.php?allianceid=1595,39k active personnel,6 ships,Korean War surplus,4 factories,Poor,last online 68 hours ago,rankings.php?subregion=atl,The High Council,$5997 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=atl,29071 km 2,http://blocgame.com/stats.php?id=60186,4908 Mbbl,,5%,Questionable,14 Hundred Tons per month,45 Mbbl per month
Swadia,SonnyJack,http://blocgame.com/alliancestats.php?allianceid=1580,519k active personnel,6 ships,Advanced,15 factories,Elite,last online 4 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5035 million,alliancestats.php?allianceid=1580,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,113285 km 2,http://blocgame.com/stats.php?id=40011,,10 Tons,,Good,15 Hundred Tons per month,116 Mbbl per month
Kindred,Pendraggon,http://blocgame.com/alliancestats.php?allianceid=1644,83k active personnel,12 ships,Almost Modern,9 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Inter/pol/,$6252 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,55356 km 2,http://blocgame.com/stats.php?id=58449,,,,Nice,31 Hundred Tons per month,14 Mbbl per month
Iskut,ASV1,http://blocgame.com/alliancestats.php?allianceid=1393,9k active personnel,1 ships,Vietnam War surplus,3 factories,Poor,last online 340 hours ago,rankings.php?subregion=con,BAMF,$4576 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=con,25722 km 2,http://blocgame.com/stats.php?id=58457,,,,Gandhi-like,15 Hundred Tons per month,7 Mbbl per month
Al Kebab,John Zoidberg,http://blocgame.com/alliancestats.php?allianceid=1393,125k active personnel,10 ships,Vietnam War surplus,5 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,BAMF,$6515 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,35750 km 2,http://blocgame.com/stats.php?id=59392,,,,Gandhi-like,15 Hundred Tons per month,25 Mbbl per month
Camcost,hunthalo,http://blocgame.com/alliancestats.php?allianceid=1580,201k active personnel,11 ships,Vietnam War surplus,6 factories,Elite,online now,rankings.php?subregion=egy,Brotherhood of Nod,$6894 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,36373 km 2,http://blocgame.com/stats.php?id=56890,3201 Mbbl,,,Gandhi-like,19 Hundred Tons per month,46 Mbbl per month
Amazonian Union,Hugo Chavez,http://blocgame.com/alliancestats.php?allianceid=1568,6k active personnel,5 ships,Korean War surplus,3 factories,Elite,online now,rankings.php?subregion=ama,Brotherhood of Zion,$5234 million,alliancestats.php?allianceid=1568,Amazonia,,Somewhat Large,http://blocgame.com/rankings.php?subregion=ama,13642 km 2,http://blocgame.com/stats.php?id=59377,,,,Nice,10 Hundred Tons per month,
switzerdouch,yaboimtndew,http://blocgame.com/alliancestats.php?allianceid=1595,36k active personnel,0 ships,Second World War surplus,3 factories,Standard,last online 24 hours ago,rankings.php?subregion=mex,The High Council,$5542 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=mex,13534 km 2,http://blocgame.com/stats.php?id=58997,,,,Questionable,15 Hundred Tons per month,10 Mbbl per month
Marijuana,Weed is Good the III,http://blocgame.com/alliancestats.php?allianceid=1580,150k active personnel,13 ships,Vietnam War surplus,6 factories,Good,last online 68 hours ago,rankings.php?subregion=car,Brotherhood of Nod,$6810 million,alliancestats.php?allianceid=1580,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,32204 km 2,http://blocgame.com/stats.php?id=56663,,,,Gandhi-like,43 Hundred Tons per month,22 Mbbl per month
Romanovia,Dmitry Romanov,http://blocgame.com/alliancestats.php?allianceid=1393,107k active personnel,14 ships,Korean War surplus,4 factories,Elite,last online 47 hours ago,rankings.php?subregion=mes,BAMF,$5610 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,28219 km 2,http://blocgame.com/stats.php?id=59571,1193 Mbbl,,,Gandhi-like,8 Hundred Tons per month,9 Mbbl per month
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,152k active personnel,12 ships,Almost Modern,3 factories,Good,last online 8 hours ago,rankings.php?subregion=chi,The High Council,$4298 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,9345 km 2,http://blocgame.com/stats.php?id=47573,,,,Questionable,8 Hundred Tons per month,
Conferan,Cryptox,http://blocgame.com/alliancestats.php?allianceid=1595,197k active personnel,26 ships,Almost Modern,7 factories,Good,last online 6 hours ago,rankings.php?subregion=ind,The High Council,$6533 million,alliancestats.php?allianceid=1595,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,46593 km 2,http://blocgame.com/stats.php?id=56710,,,,Nice,15 Hundred Tons per month,9 Mbbl per month
Cena Nation WWE,John Cena of WWE,http://blocgame.com/alliancestats.php?allianceid=1644,179k active personnel,20 ships,Almost Modern,7 factories,Standard,last online 65 hours ago,rankings.php?subregion=egy,Inter/pol/,$5871 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,39085 km 2,http://blocgame.com/stats.php?id=55959,,,,Gandhi-like,18 Hundred Tons per month,29 Mbbl per month
Republic Dank,Dank de von Psstoyeur,http://blocgame.com/alliancestats.php?allianceid=1580,78k active personnel,13 ships,Korean War surplus,6 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5509 million,alliancestats.php?allianceid=1580,Arabia,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=ara,21900 km 2,http://blocgame.com/stats.php?id=58562,,,,Gandhi-like,11 Hundred Tons per month,20 Mbbl per month
Chicken&Chips,Dave Miles,http://blocgame.com/alliancestats.php?allianceid=1393,19k active personnel,0 ships,Vietnam War surplus,3 factories,Elite,online now,rankings.php?subregion=chi,BAMF,$10032 million,alliancestats.php?allianceid=1393,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,33638 km 2,http://blocgame.com/stats.php?id=60847,197 Mbbl,,,Gandhi-like,25 Hundred Tons per month,22 Mbbl per month
Geli Kurd,Rando,http://blocgame.com/alliancestats.php?allianceid=1568,322k active personnel,53 ships,Advanced,9 factories,Elite,last online 12 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$5507 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,81719 km 2,http://blocgame.com/stats.php?id=47768,2382 Mbbl,,,Gandhi-like,35 Hundred Tons per month,70 Mbbl per month
Horgrif,roxim teaga,http://blocgame.com/alliancestats.php?allianceid=1568,77k active personnel,1 ships,Almost Modern,4 factories,Good,last online 178 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,$6844 million,alliancestats.php?allianceid=1568,Amazonia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ama,24126 km 2,http://blocgame.com/stats.php?id=55571,86 Mbbl,,,Gandhi-like,15 Hundred Tons per month,6 Mbbl per month
Seinlandia,CosKramer,http://blocgame.com/alliancestats.php?allianceid=1595,80k active personnel,6 ships,Second World War surplus,4 factories,Standard,last online 311 hours ago,rankings.php?subregion=mex,The High Council,$6108 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=mex,34945 km 2,http://blocgame.com/stats.php?id=50309,348 Mbbl,,,Gandhi-like,14 Hundred Tons per month,11 Mbbl per month
Ketroyla,Erolvant,http://blocgame.com/alliancestats.php?allianceid=1580,46k active personnel,9 ships,Vietnam War surplus,3 factories,Standard,last online 5 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$4900 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,15692 km 2,http://blocgame.com/stats.php?id=55951,,,,Good,7 Hundred Tons per month,6 Mbbl per month
Nuketown,Blobby78,http://blocgame.com/alliancestats.php?allianceid=1595,86k active personnel,6 ships,Korean War surplus,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=egy,The High Council,$8752 million,alliancestats.php?allianceid=1595,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,25608 km 2,http://blocgame.com/stats.php?id=59614,10000 Mbbl,,,Gandhi-like,15 Hundred Tons per month,15 Mbbl per month
