country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,reactor,uranium
Oranje,Joseph,http://blocgame.com/alliancestats.php?allianceid=1568,9k active personnel,11 ships,Almost Modern,3 factories,Standard,last online 31 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$8180 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20915 km 2,http://blocgame.com/stats.php?id=40545,,,
New Palestina,MacK0797,http://blocgame.com/alliancestats.php?allianceid=1568,175k active personnel,9 ships,Almost Modern,7 factories,Elite,last online 14 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$8183 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,42419 km 2,http://blocgame.com/stats.php?id=58215,,,
Get Schwifty,Rick Sanchez,http://blocgame.com/alliancestats.php?allianceid=1393,270k active personnel,9 ships,Persian Gulf War surplus,9 factories,Standard,last online 58 hours ago,rankings.php?subregion=ara,BAMF,$8096 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,72008 km 2,http://blocgame.com/stats.php?id=57824,4297 Mbbl,,
United,allsmart,http://blocgame.com/alliancestats.php?allianceid=1401,87k active personnel,17 ships,Almost Modern,5 factories,Elite,last online 5 hours ago,rankings.php?subregion=gra,The Federal Colonies,$8132 million,alliancestats.php?allianceid=1401,Gran Colombia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,33804 km 2,http://blocgame.com/stats.php?id=57257,,,
Esboslavia,Swatbot26,http://blocgame.com/alliancestats.php?allianceid=1599,119k active personnel,19 ships,Vietnam War surplus,4 factories,Elite,last online 11 hours ago,rankings.php?subregion=car,Wreckage brothers,$8101 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,28842 km 2,http://blocgame.com/stats.php?id=57376,,,
Boomtown,Rataca1000,http://blocgame.com/alliancestats.php?allianceid=1595,104k active personnel,5 ships,Vietnam War surplus,2 factories,Elite,last online 7 hours ago,rankings.php?subregion=chi,The High Council,$8090 million,alliancestats.php?allianceid=1595,China,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=chi,1932 km 2,http://blocgame.com/stats.php?id=50054,,,
The Dank Side,Dolan Dank,http://blocgame.com/alliancestats.php?allianceid=1568,100k active personnel,9 ships,Vietnam War surplus,5 factories,Elite,last online 20 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$8047 million,alliancestats.php?allianceid=1568,Egypt,Untapped,Large,http://blocgame.com/rankings.php?subregion=egy,33806 km 2,http://blocgame.com/stats.php?id=59019,3012 Mbbl,,
Mnemosyne,Solus,http://blocgame.com/alliancestats.php?allianceid=1393,150k active personnel,20 ships,Korean War surplus,6 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$8053 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,26486 km 2,http://blocgame.com/stats.php?id=57952,,,
Yugoslothia,Yugoslothia,http://blocgame.com/alliancestats.php?allianceid=1599,99k active personnel,9 ships,Persian Gulf War surplus,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=egy,Wreckage brothers,$8038 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,27107 km 2,http://blocgame.com/stats.php?id=55968,,,
The Red Empire,SpecialForces,http://blocgame.com/alliancestats.php?allianceid=1580,159k active personnel,19 ships,Vietnam War surplus,6 factories,Elite,last online 32 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$7955 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,34536 km 2,http://blocgame.com/stats.php?id=59076,,,1 Tons
Ferma,President Jacobo Vincenzo,http://blocgame.com/alliancestats.php?allianceid=1393,169k active personnel,20 ships,Vietnam War surplus,5 factories,Standard,last online 1 hours ago,rankings.php?subregion=con,BAMF,$7917 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,30981 km 2,http://blocgame.com/stats.php?id=58784,695 Mbbl,,
Savarnia,Kxxvc,http://blocgame.com/alliancestats.php?allianceid=1644,174k active personnel,39 ships,Persian Gulf War surplus,14 factories,Good,last online 9 hours ago,rankings.php?subregion=pac,Inter/pol/,$7960 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,81929 km 2,http://blocgame.com/stats.php?id=57059,,,
Burlap,Stan Flightplan,http://blocgame.com/alliancestats.php?allianceid=1393,6k active personnel,21 ships,Almost Modern,3 factories,Poor,last online 157 hours ago,rankings.php?subregion=sub,BAMF,$7869 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,12371 km 2,http://blocgame.com/stats.php?id=54579,,,
Foundation,Danzo,http://blocgame.com/alliancestats.php?allianceid=1568,103k active personnel,28 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=chi,Brotherhood of Zion,$7825 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,129771 km 2,http://blocgame.com/stats.php?id=46870,,,
Jumbonesia,Napalm Caesar,http://blocgame.com/alliancestats.php?allianceid=1595,189k active personnel,13 ships,Korean War surplus,6 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,The High Council,$7754 million,alliancestats.php?allianceid=1595,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,24201 km 2,http://blocgame.com/stats.php?id=58350,,,
Orindesia,IvanLivitnenko,http://blocgame.com/alliancestats.php?allianceid=1599,125k active personnel,16 ships,Almost Modern,4 factories,Elite,last online 12 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7648 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,19565 km 2,http://blocgame.com/stats.php?id=55700,,,
FistPump,MasterChef,http://blocgame.com/alliancestats.php?allianceid=1580,258k active personnel,14 ships,Advanced,6 factories,Elite,last online 7 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$7599 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,26408 km 2,http://blocgame.com/stats.php?id=43623,,,
Masketto,svidjod,http://blocgame.com/alliancestats.php?allianceid=1599,299k active personnel,32 ships,Persian Gulf War surplus,15 factories,Elite,last online 2 hours ago,rankings.php?subregion=egy,Wreckage brothers,$7574 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,86828 km 2,http://blocgame.com/stats.php?id=55437,6751 Mbbl,,
fuckiestan,death2chamelion,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,16 ships,Korean War surplus,5 factories,Standard,last online 2 hours ago,rankings.php?subregion=atl,Brotherhood of Nod,$7502 million,alliancestats.php?allianceid=1580,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,22085 km 2,http://blocgame.com/stats.php?id=58862,,,
Zion,Zionist,http://blocgame.com/alliancestats.php?allianceid=1393,217k active personnel,9 ships,Almost Modern,7 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,BAMF,$7416 million,alliancestats.php?allianceid=1393,Mesopotamia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,65016 km 2,http://blocgame.com/stats.php?id=41496,,,
Merrowholt,B. Summers,http://blocgame.com/alliancestats.php?allianceid=1595,147k active personnel,43 ships,Almost Modern,6 factories,Elite,last online 1 hours ago,rankings.php?subregion=mes,The High Council,$7436 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,23711 km 2,http://blocgame.com/stats.php?id=54923,,,
Funs and Ammo,Ivan Ivanovsky,http://blocgame.com/alliancestats.php?allianceid=1599,165k active personnel,11 ships,Vietnam War surplus,4 factories,Good,last online 62 hours ago,rankings.php?subregion=ind,Wreckage brothers,$7383 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,18067 km 2,http://blocgame.com/stats.php?id=55794,,,
Fadjistan,Einar Wojak,http://blocgame.com/alliancestats.php?allianceid=1599,65k active personnel,9 ships,Almost Modern,4 factories,Elite,last online 37 hours ago,rankings.php?subregion=mes,Wreckage brothers,$7411 million,alliancestats.php?allianceid=1599,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,13077 km 2,http://blocgame.com/stats.php?id=55614,2556 Mbbl,,
Bubupooka,Princess Rahalia,http://blocgame.com/alliancestats.php?allianceid=1568,198k active personnel,4 ships,Advanced,7 factories,Elite,last online 12 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7378 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,62234 km 2,http://blocgame.com/stats.php?id=44960,,,
Histalaxia,Sir William the First,http://blocgame.com/alliancestats.php?allianceid=1810,34k active personnel,13 ships,Persian Gulf War surplus,6 factories,Elite,last online 6 hours ago,rankings.php?subregion=pac,EUN,$7393 million,alliancestats.php?allianceid=1810,Pacific Rim,Depleted,Mediocre,http://blocgame.com/rankings.php?subregion=pac,20740 km 2,http://blocgame.com/stats.php?id=51506,,,
NMZ,Hally,http://blocgame.com/alliancestats.php?allianceid=1568,87k active personnel,0 ships,Almost Modern,8 factories,Elite,last online 55 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$7321 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,64803 km 2,http://blocgame.com/stats.php?id=51877,,,
Vladimiria,AceAxos,http://blocgame.com/alliancestats.php?allianceid=1568,119k active personnel,11 ships,Korean War surplus,6 factories,Elite,online now,rankings.php?subregion=saf,Brotherhood of Zion,$7303 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,37497 km 2,http://blocgame.com/stats.php?id=59150,,,
Sqynet,robosax,http://blocgame.com/alliancestats.php?allianceid=1568,239k active personnel,4 ships,Advanced,8 factories,Good,online now,rankings.php?subregion=saf,Brotherhood of Zion,$7197 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,98507 km 2,http://blocgame.com/stats.php?id=52255,,,56 Tons
Soviet Greece,Ares Velouchiotis,http://blocgame.com/alliancestats.php?allianceid=1595,59k active personnel,8 ships,Second World War surplus,6 factories,Good,last online 33 hours ago,rankings.php?subregion=sea,The High Council,$7172 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,27527 km 2,http://blocgame.com/stats.php?id=59170,,,
Junoma,VicReyes,http://blocgame.com/alliancestats.php?allianceid=1568,22k active personnel,10 ships,Korean War surplus,3 factories,Elite,last online 53 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$7144 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Large,http://blocgame.com/rankings.php?subregion=con,32111 km 2,http://blocgame.com/stats.php?id=40349,563 Mbbl,,
The Silver Hand,Morladim,http://blocgame.com/alliancestats.php?allianceid=1595,165k active personnel,7 ships,Vietnam War surplus,9 factories,Good,last online 8 hours ago,rankings.php?subregion=pac,The High Council,$7135 million,alliancestats.php?allianceid=1595,Pacific Rim,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=pac,44319 km 2,http://blocgame.com/stats.php?id=56161,,,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,262k active personnel,50 ships,Persian Gulf War surplus,9 factories,Good,last online 5 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6994 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50842 km 2,http://blocgame.com/stats.php?id=52679,,5%,
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=1644,185k active personnel,47 ships,Almost Modern,10 factories,Standard,last online 4 hours ago,rankings.php?subregion=ara,Inter/pol/,$6959 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,42155 km 2,http://blocgame.com/stats.php?id=55118,,,
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,219k active personnel,11 ships,Almost Modern,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,$7003 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,37481 km 2,http://blocgame.com/stats.php?id=57865,358 Mbbl,,
Chaouenne,pyrignis,http://blocgame.com/alliancestats.php?allianceid=1595,100k active personnel,12 ships,Almost Modern,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=atl,The High Council,$6962 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,13258 km 2,http://blocgame.com/stats.php?id=42019,15017 Mbbl,5%,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,20 ships,Korean War surplus,6 factories,Standard,last online 15 hours ago,rankings.php?subregion=chi,BAMF,$6965 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31644 km 2,http://blocgame.com/stats.php?id=58264,,,
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=1401,141k active personnel,0 ships,Almost Modern,6 factories,Standard,last online 3 hours ago,rankings.php?subregion=per,The Federal Colonies,$6918 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,15721 km 2,http://blocgame.com/stats.php?id=40095,,,
Latveria,Doom,http://blocgame.com/alliancestats.php?allianceid=1595,21k active personnel,7 ships,Vietnam War surplus,4 factories,Elite,last online 4 hours ago,rankings.php?subregion=mes,The High Council,$6859 million,alliancestats.php?allianceid=1595,Mesopotamia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=mes,23591 km 2,http://blocgame.com/stats.php?id=57009,6394 Mbbl,,
Rararaland,Whiskertoes,http://blocgame.com/alliancestats.php?allianceid=1810,76k active personnel,6 ships,Almost Modern,3 factories,Good,last online 60 hours ago,rankings.php?subregion=ara,EUN,$6779 million,alliancestats.php?allianceid=1810,Arabia,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=ara,9940 km 2,http://blocgame.com/stats.php?id=49272,4913 Mbbl,,
Imaginary Land,Chet Manly,http://blocgame.com/alliancestats.php?allianceid=1595,103k active personnel,12 ships,Korean War surplus,5 factories,Good,last online 13 hours ago,rankings.php?subregion=pac,The High Council,$6772 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23885 km 2,http://blocgame.com/stats.php?id=58961,52 Mbbl,,
Pegasus,hoy18883,http://blocgame.com/alliancestats.php?allianceid=1599,73k active personnel,4 ships,Korean War surplus,2 factories,Elite,last online 7 hours ago,rankings.php?subregion=ara,Wreckage brothers,$6731 million,alliancestats.php?allianceid=1599,Arabia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ara,7101 km 2,http://blocgame.com/stats.php?id=57829,5900 Mbbl,,
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,12 ships,Almost Modern,3 factories,Elite,last online 7 hours ago,rankings.php?subregion=chi,The High Council,$6645 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,9345 km 2,http://blocgame.com/stats.php?id=47573,,,
Burlmenia,Nathan Barlow,http://blocgame.com/alliancestats.php?allianceid=1382,131k active personnel,17 ships,Vietnam War surplus,6 factories,Good,last online 2 hours ago,rankings.php?subregion=ama,Non-Aligned Movement,$6661 million,alliancestats.php?allianceid=1382,Amazonia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ama,27086 km 2,http://blocgame.com/stats.php?id=57957,,,
Shiba,Dogtown33,http://blocgame.com/alliancestats.php?allianceid=1644,131k active personnel,0 ships,Vietnam War surplus,6 factories,Elite,online now,rankings.php?subregion=pac,Inter/pol/,$6272 million,alliancestats.php?allianceid=1644,Pacific Rim,,Large,http://blocgame.com/rankings.php?subregion=pac,46670 km 2,http://blocgame.com/stats.php?id=56250,,,
I Am Mad,I Am Mad,http://blocgame.com/alliancestats.php?allianceid=1644,210k active personnel,50 ships,Vietnam War surplus,4 factories,Good,last online 9 hours ago,rankings.php?subregion=mes,Inter/pol/,$6553 million,alliancestats.php?allianceid=1644,Mesopotamia,,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,39603 km 2,http://blocgame.com/stats.php?id=58303,,,
Steel Beams,spacebunneh,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,0 ships,Vietnam War surplus,6 factories,Standard,last online 31 hours ago,rankings.php?subregion=gra,The High Council,$6556 million,alliancestats.php?allianceid=1595,Gran Colombia,,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,15283 km 2,http://blocgame.com/stats.php?id=55509,78 Mbbl,,
MumbosMountain,Mumbo Jumbo,http://blocgame.com/alliancestats.php?allianceid=1382,145k active personnel,18 ships,Persian Gulf War surplus,7 factories,Good,last online 5 hours ago,rankings.php?subregion=mex,Non-Aligned Movement,$6521 million,alliancestats.php?allianceid=1382,Mesoamerica,,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,52541 km 2,http://blocgame.com/stats.php?id=54444,,,
Treehouse,Number One,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,3 ships,Korean War surplus,5 factories,Elite,last online 10 hours ago,rankings.php?subregion=sea,The High Council,$6569 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,16011 km 2,http://blocgame.com/stats.php?id=58889,,,
Banglakok,Maotin,http://blocgame.com/alliancestats.php?allianceid=1393,63k active personnel,6 ships,Korean War surplus,4 factories,Elite,last online 4 hours ago,rankings.php?subregion=ara,BAMF,$6540 million,alliancestats.php?allianceid=1393,Arabia,,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,17949 km 2,http://blocgame.com/stats.php?id=58044,13255 Mbbl,,
Tr�pico,rumsod,http://blocgame.com/alliancestats.php?allianceid=1386,10k active personnel,4 ships,Korean War surplus,3 factories,Elite,last online 54 hours ago,rankings.php?subregion=car,Che Guevara League,$6499 million,alliancestats.php?allianceid=1386,Caribbean,,Large,http://blocgame.com/rankings.php?subregion=car,5890 km 2,http://blocgame.com/stats.php?id=1,,,
Bermuda,London J. Collins,http://blocgame.com/alliancestats.php?allianceid=1393,125k active personnel,5 ships,Almost Modern,4 factories,Elite,last online 16 hours ago,rankings.php?subregion=car,BAMF,$6383 million,alliancestats.php?allianceid=1393,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,71772 km 2,http://blocgame.com/stats.php?id=58252,,,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,9k active personnel,32 ships,Advanced,4 factories,Undisciplined Rabble,last online 70 hours ago,rankings.php?subregion=atl,Wreckage brothers,$6360 million,alliancestats.php?allianceid=1599,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,24169 km 2,http://blocgame.com/stats.php?id=53422,,,
king's landing,mannisbaratheon,http://blocgame.com/alliancestats.php?allianceid=1644,139k active personnel,22 ships,Almost Modern,4 factories,Elite,last online 10 hours ago,rankings.php?subregion=sub,Inter/pol/,$6323 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,40168 km 2,http://blocgame.com/stats.php?id=55616,,,
Arabic Union,Comrade Izy,http://blocgame.com/alliancestats.php?allianceid=1835,30k active personnel,1 ships,Second World War surplus,6 factories,Elite,last online 7 hours ago,rankings.php?subregion=mes,SPQR,$6362 million,alliancestats.php?allianceid=1835,Mesopotamia,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,53138 km 2,http://blocgame.com/stats.php?id=59855,,,
Lyon,Corpsegrinder,http://blocgame.com/alliancestats.php?allianceid=1568,107k active personnel,0 ships,Second World War surplus,3 factories,Elite,last online 145 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$6322 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Small,http://blocgame.com/rankings.php?subregion=gra,18884 km 2,http://blocgame.com/stats.php?id=57382,,,
Tendo,Takehiro,http://blocgame.com/alliancestats.php?allianceid=1382,99k active personnel,8 ships,Korean War surplus,4 factories,Standard,last online 5 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$6301 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sea,19901 km 2,http://blocgame.com/stats.php?id=58802,256 Mbbl,,
BerkeVille,VintageTanker,http://blocgame.com/alliancestats.php?allianceid=1568,44k active personnel,3 ships,Second World War surplus,4 factories,Elite,last online 5 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6299 million,alliancestats.php?allianceid=1568,Southern Africa,,Somewhat Large,http://blocgame.com/rankings.php?subregion=saf,41264 km 2,http://blocgame.com/stats.php?id=59187,,,
Kosan,Whitearcher8,http://blocgame.com/alliancestats.php?allianceid=1595,58k active personnel,5 ships,Korean War surplus,2 factories,Elite,last online 5 hours ago,rankings.php?subregion=ind,The High Council,$6252 million,alliancestats.php?allianceid=1595,East Indies,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ind,30761 km 2,http://blocgame.com/stats.php?id=59227,117 Mbbl,,
Granola,Granola Empire,http://blocgame.com/alliancestats.php?allianceid=1835,10k active personnel,14 ships,Almost Modern,3 factories,Elite,last online 102 hours ago,rankings.php?subregion=waf,SPQR,$6164 million,alliancestats.php?allianceid=1835,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,23785 km 2,http://blocgame.com/stats.php?id=50172,,,
woosha,blaatje,http://blocgame.com/alliancestats.php?allianceid=1644,416k active personnel,51 ships,Advanced,14 factories,Good,last online 2 hours ago,rankings.php?subregion=egy,Inter/pol/,$6128 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,82890 km 2,http://blocgame.com/stats.php?id=58158,1452 Mbbl,,
Dragon Stone,Mannis,http://blocgame.com/alliancestats.php?allianceid=1644,194k active personnel,23 ships,Almost Modern,7 factories,Elite,last online 10 hours ago,rankings.php?subregion=sub,Inter/pol/,$6088 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,31085 km 2,http://blocgame.com/stats.php?id=54852,,,
Yummy Foods,iiruka,http://blocgame.com/alliancestats.php?allianceid=1382,294k active personnel,51 ships,Advanced,18 factories,Elite,online now,rankings.php?subregion=pac,Non-Aligned Movement,$6000 million,alliancestats.php?allianceid=1382,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,123626 km 2,http://blocgame.com/stats.php?id=54376,3420 Mbbl,,
Urosia,Lance Moroe,http://blocgame.com/alliancestats.php?allianceid=1644,35k active personnel,11 ships,Almost Modern,4 factories,Elite,last online 25 hours ago,rankings.php?subregion=saf,Inter/pol/,$6082 million,alliancestats.php?allianceid=1644,Southern Africa,Untapped,Large,http://blocgame.com/rankings.php?subregion=saf,19606 km 2,http://blocgame.com/stats.php?id=57637,207 Mbbl,,
Ralpenio,Ghjhdd,http://blocgame.com/alliancestats.php?allianceid=1595,64k active personnel,12 ships,Vietnam War surplus,3 factories,Elite,last online 107 hours ago,rankings.php?subregion=pac,The High Council,$6025 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,10234 km 2,http://blocgame.com/stats.php?id=53369,,,
Caballos,T�mas,http://blocgame.com/alliancestats.php?allianceid=1875,97k active personnel,-1 ships,Korean War surplus,3 factories,Elite,last online 4 hours ago,rankings.php?subregion=sub,The Triad,$5989 million,alliancestats.php?allianceid=1875,The Subcontinent,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=sub,8910 km 2,http://blocgame.com/stats.php?id=5261,423 Mbbl,,
Bruce Man,Bat Wayn,http://blocgame.com/alliancestats.php?allianceid=1393,210k active personnel,6 ships,Almost Modern,8 factories,Good,last online 7 hours ago,rankings.php?subregion=ara,BAMF,$5947 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,42976 km 2,http://blocgame.com/stats.php?id=59564,6312 Mbbl,,
DynamicMemes,mememan69,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,20 ships,Vietnam War surplus,5 factories,Elite,last online 4 hours ago,rankings.php?subregion=saf,Brotherhood of Nod,$5837 million,alliancestats.php?allianceid=1580,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,25710 km 2,http://blocgame.com/stats.php?id=57005,,5%,
Reim,Azrael,http://blocgame.com/alliancestats.php?allianceid=1595,167k active personnel,12 ships,Vietnam War surplus,6 factories,Elite,online now,rankings.php?subregion=pac,The High Council,$5864 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,39793 km 2,http://blocgame.com/stats.php?id=41073,,,
Costa Del Sol,Wittenoom,http://blocgame.com/alliancestats.php?allianceid=1644,9k active personnel,0 ships,Vietnam War surplus,3 factories,Undisciplined Rabble,last online 182 hours ago,rankings.php?subregion=pac,Inter/pol/,$5821 million,alliancestats.php?allianceid=1644,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,13955 km 2,http://blocgame.com/stats.php?id=40097,,,
The Wired,LAIN,http://blocgame.com/alliancestats.php?allianceid=1599,319k active personnel,20 ships,Advanced,14 factories,Good,last online 26 hours ago,rankings.php?subregion=ara,Wreckage brothers,$5739 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,61784 km 2,http://blocgame.com/stats.php?id=53298,3932 Mbbl,5%,
M�rg,albertps,http://blocgame.com/alliancestats.php?allianceid=1382,111k active personnel,11 ships,Almost Modern,11 factories,Good,last online 2 hours ago,rankings.php?subregion=ind,Non-Aligned Movement,$5704 million,alliancestats.php?allianceid=1382,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,67186 km 2,http://blocgame.com/stats.php?id=58356,,,
That One Place,That One Guy,http://blocgame.com/alliancestats.php?allianceid=1599,357k active personnel,15 ships,Almost Modern,4 factories,Elite,last online 23 hours ago,rankings.php?subregion=per,Wreckage brothers,$5699 million,alliancestats.php?allianceid=1599,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,40054 km 2,http://blocgame.com/stats.php?id=56980,,,
Lorigan,Lorigan,http://blocgame.com/alliancestats.php?allianceid=1595,98k active personnel,9 ships,Second World War surplus,4 factories,Good,last online 11 hours ago,rankings.php?subregion=ama,The High Council,$5721 million,alliancestats.php?allianceid=1595,Amazonia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=ama,29198 km 2,http://blocgame.com/stats.php?id=59787,,,
