country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Magna Bonom,Krull,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,19 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 9 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,$2144 million,alliancestats.php?allianceid=1580,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,43027 km 2,http://blocgame.com/stats.php?id=59435,5617 Mbbl,
Tanus,Hoovytaurus,http://blocgame.com/alliancestats.php?allianceid=1568,71k active personnel,0 ships,Second World War surplus,Nice,4 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$2192 million,alliancestats.php?allianceid=1568,Caribbean,Plentiful,Mediocre,,http://blocgame.com/rankings.php?subregion=car,36807 km 2,http://blocgame.com/stats.php?id=61059,280 Mbbl,
Kebabis,Sultan Kebab,,14k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 168 hours ago,rankings.php?subregion=ara,,$2190 million,,Arabia,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ara,20500 km 2,http://blocgame.com/stats.php?id=60765,,
Irillym,Vrhythmikz,http://blocgame.com/alliancestats.php?allianceid=1889,27k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 9 hours ago,rankings.php?subregion=per,DOOP,$2148 million,alliancestats.php?allianceid=1889,Persia,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=per,17205 km 2,http://blocgame.com/stats.php?id=60133,,
U.S.S.P.R,Commissar_Potato,http://blocgame.com/alliancestats.php?allianceid=1393,53k active personnel,2 ships,Second World War surplus,Nice,3 factories,Poor,last online 10 hours ago,rankings.php?subregion=pac,BAMF,$2137 million,alliancestats.php?allianceid=1393,Pacific Rim,Plentiful,Powerful,,http://blocgame.com/rankings.php?subregion=pac,28989 km 2,http://blocgame.com/stats.php?id=60172,,
CTSKRR,CTSKRR,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 171 hours ago,rankings.php?subregion=chi,The High Council,$2181 million,alliancestats.php?allianceid=1595,China,Untapped,Small,,http://blocgame.com/rankings.php?subregion=chi,16254 km 2,http://blocgame.com/stats.php?id=60811,131 Mbbl,
West Congo,Warlord Hito,http://blocgame.com/alliancestats.php?allianceid=1761,3k active personnel,0 ships,First World War surplus,Nice,1 factory,Undisciplined Rabble,last online 80 hours ago,rankings.php?subregion=waf,Eastern Bloc,$2117 million,alliancestats.php?allianceid=1761,West Africa,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=waf,6435 km 2,http://blocgame.com/stats.php?id=57548,,
Akhlaken,GaGaK,http://blocgame.com/alliancestats.php?allianceid=1899,55k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,rankings.php?subregion=ind,ASEANG,$2142 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=ind,20803 km 2,http://blocgame.com/stats.php?id=60346,,
Malayland,saddamhusain,http://blocgame.com/alliancestats.php?allianceid=1899,22k active personnel,1 ships,Second World War surplus,Nice,2 factories,Elite,last online 20 hours ago,rankings.php?subregion=ind,ASEANG,$2143 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=ind,23571 km 2,http://blocgame.com/stats.php?id=60594,752 Mbbl,
Tanah Malaya,Syahmi1089,http://blocgame.com/alliancestats.php?allianceid=1899,93k active personnel,8 ships,Second World War surplus,Angelic,3 factories,Good,last online 4 hours ago,rankings.php?subregion=ind,ASEANG,$2412 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Large,,http://blocgame.com/rankings.php?subregion=ind,32351 km 2,http://blocgame.com/stats.php?id=60385,,
Kumpa,roaraxes,http://blocgame.com/alliancestats.php?allianceid=1835,52k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Poor,last online 55 hours ago,rankings.php?subregion=sea,SPQR,$2117 million,alliancestats.php?allianceid=1835,Indochina,Untapped,Large,,http://blocgame.com/rankings.php?subregion=sea,26138 km 2,http://blocgame.com/stats.php?id=60792,236 Mbbl,
Dogenation,dodgingdoge,http://blocgame.com/alliancestats.php?allianceid=1595,5k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 173 hours ago,rankings.php?subregion=per,The High Council,$2066 million,alliancestats.php?allianceid=1595,Persia,Untapped,Small,,http://blocgame.com/rankings.php?subregion=per,6299 km 2,http://blocgame.com/stats.php?id=59174,,
Nuketown,Blobby78,http://blocgame.com/alliancestats.php?allianceid=1595,43k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,rankings.php?subregion=egy,The High Council,$2102 million,alliancestats.php?allianceid=1595,Egypt,Near Depletion,Powerful,,http://blocgame.com/rankings.php?subregion=egy,12906 km 2,http://blocgame.com/stats.php?id=59614,5457 Mbbl,
Markoviakia,Luako,http://blocgame.com/alliancestats.php?allianceid=1393,3k active personnel,0 ships,Korean War surplus,Normal,1 factory,Undisciplined Rabble,last online 3 hours ago,rankings.php?subregion=waf,BAMF,$2031 million,alliancestats.php?allianceid=1393,West Africa,,None,,http://blocgame.com/rankings.php?subregion=waf,5310 km 2,http://blocgame.com/stats.php?id=57239,,
RATHKEALE,Rathkeale,,9k active personnel,1 ships,Korean War surplus,Gandhi-like,None,Elite,last online 19 hours ago,rankings.php?subregion=mes,,$2079 million,,Mesopotamia,Untapped,Meagre,1 Tons,http://blocgame.com/rankings.php?subregion=mes,553 km 2,http://blocgame.com/stats.php?id=55636,2420 Mbbl,
Infernistan,Inferno JR,http://blocgame.com/alliancestats.php?allianceid=1932,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,rankings.php?subregion=egy,African Socialism,$2078 million,alliancestats.php?allianceid=1932,Egypt,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=egy,22685 km 2,http://blocgame.com/stats.php?id=60304,1402 Mbbl,
Guild,The Journeyman,http://blocgame.com/alliancestats.php?allianceid=1616,4k active personnel,0 ships,Korean War surplus,Normal,3 factories,Standard,last online 39 hours ago,rankings.php?subregion=mes,None,$2011 million,alliancestats.php?allianceid=1616,Mesopotamia,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=mes,7175 km 2,http://blocgame.com/stats.php?id=56325,,
Mother America,Benners88,http://blocgame.com/alliancestats.php?allianceid=1595,31k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 29 hours ago,rankings.php?subregion=car,The High Council,$2037 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=60243,147 Mbbl,
kasturi,mt.lekiu,http://blocgame.com/alliancestats.php?allianceid=1899,20k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,rankings.php?subregion=ind,ASEANG,$2043 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,16439 km 2,http://blocgame.com/stats.php?id=60887,301 Mbbl,
RiveraZ,Tuan Muda RayyaN,http://blocgame.com/alliancestats.php?allianceid=1899,16k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 125 hours ago,rankings.php?subregion=ind,ASEANG,$2042 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=ind,20200 km 2,http://blocgame.com/stats.php?id=60849,,
mamadom,g0rilla,http://blocgame.com/alliancestats.php?allianceid=1899,89k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,rankings.php?subregion=ind,ASEANG,$1977 million,alliancestats.php?allianceid=1899,East Indies,,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,20229 km 2,http://blocgame.com/stats.php?id=60522,,5%
Burma,Wyatt McCc,http://blocgame.com/alliancestats.php?allianceid=1401,60k active personnel,2 ships,Korean War surplus,Nice,4 factories,Standard,last online 48 hours ago,rankings.php?subregion=ind,The Federal Colonies,$1955 million,alliancestats.php?allianceid=1401,East Indies,Plentiful,Somewhat Large,,http://blocgame.com/rankings.php?subregion=ind,20130 km 2,http://blocgame.com/stats.php?id=56151,,
Spartan lsnd,Josepgreen,http://blocgame.com/alliancestats.php?allianceid=1835,13k active personnel,3 ships,Second World War surplus,Normal,3 factories,Elite,last online 1 hours ago,rankings.php?subregion=atl,SPQR,$1983 million,alliancestats.php?allianceid=1835,Atlas,,Small,,http://blocgame.com/rankings.php?subregion=atl,13687 km 2,http://blocgame.com/stats.php?id=59652,4408 Mbbl,
Kesatuan lipan,Lipantidur,http://blocgame.com/alliancestats.php?allianceid=1899,49k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 5 hours ago,rankings.php?subregion=ind,ASEANG,$2007 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=ind,23080 km 2,http://blocgame.com/stats.php?id=60459,,
Banecat nation,Banecat,http://blocgame.com/alliancestats.php?allianceid=1644,79k active personnel,3 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 39 hours ago,rankings.php?subregion=waf,Inter/pol/,$1990 million,alliancestats.php?allianceid=1644,West Africa,Untapped,Large,,http://blocgame.com/rankings.php?subregion=waf,22722 km 2,http://blocgame.com/stats.php?id=60248,241 Mbbl,
bakhang,cukobi,http://blocgame.com/alliancestats.php?allianceid=1899,75k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 2 hours ago,rankings.php?subregion=ind,ASEANG,$1990 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60485,,
The Jar,Mr.Pickles,http://blocgame.com/alliancestats.php?allianceid=1382,66k active personnel,0 ships,Second World War surplus,Pariah,2 factories,Elite,online now,rankings.php?subregion=gui,Non-Aligned Movement,$1979 million,alliancestats.php?allianceid=1382,Guinea,Depleted,Mediocre,,http://blocgame.com/rankings.php?subregion=gui,23209 km 2,http://blocgame.com/stats.php?id=60355,2201 Mbbl,
FaREiQ,fareiq,http://blocgame.com/alliancestats.php?allianceid=1899,46k active personnel,0 ships,First World War surplus,Pariah,4 factories,Good,online now,rankings.php?subregion=ind,ASEANG,$1996 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,28221 km 2,http://blocgame.com/stats.php?id=60369,,
Malayo,Syafiq_mohd,http://blocgame.com/alliancestats.php?allianceid=1899,55k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 10 hours ago,rankings.php?subregion=ind,ASEANG,$1990 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ind,24035 km 2,http://blocgame.com/stats.php?id=60631,208 Mbbl,
Fliyt-Plann,See-Ay Yeeh,http://blocgame.com/alliancestats.php?allianceid=1599,15k active personnel,4 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 38 hours ago,rankings.php?subregion=gui,Wreckage brothers,$2004 million,alliancestats.php?allianceid=1599,Guinea,Untapped,Large,,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=60953,,
Fastistan 2.0,St. Sanic,http://blocgame.com/alliancestats.php?allianceid=1568,158k active personnel,2 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,online now,rankings.php?subregion=gui,Brotherhood of Zion,$1926 million,alliancestats.php?allianceid=1568,Guinea,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=gui,51122 km 2,http://blocgame.com/stats.php?id=59029,6142 Mbbl,
KINGDOMTUM,RUBAH,http://blocgame.com/alliancestats.php?allianceid=1899,106k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=ind,ASEANG,$1936 million,alliancestats.php?allianceid=1899,East Indies,,Large,,http://blocgame.com/rankings.php?subregion=ind,27431 km 2,http://blocgame.com/stats.php?id=60784,255 Mbbl,
Giant Mechs,OiledDNA,http://blocgame.com/alliancestats.php?allianceid=1418,43k active personnel,0 ships,Second World War surplus,Nice,2 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Asian Alliance,$1951 million,alliancestats.php?allianceid=1418,Pacific Rim,Untapped,Small,,http://blocgame.com/rankings.php?subregion=pac,22755 km 2,http://blocgame.com/stats.php?id=60735,243 Mbbl,
Mortar Head,Caffan,http://blocgame.com/alliancestats.php?allianceid=1899,35k active personnel,0 ships,Second World War surplus,Good,2 factories,Elite,last online 16 hours ago,rankings.php?subregion=pac,ASEANG,$1952 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Small,,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=60583,89 Mbbl,
Jerai,muadz.zulkar9,http://blocgame.com/alliancestats.php?allianceid=1899,173k active personnel,3 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 159 hours ago,rankings.php?subregion=ind,ASEANG,$1874 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,42920 km 2,http://blocgame.com/stats.php?id=60621,,
NONG\\\'S,emjayking,http://blocgame.com/alliancestats.php?allianceid=1595,24k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 59 hours ago,rankings.php?subregion=ama,The High Council,$1920 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ama,19800 km 2,http://blocgame.com/stats.php?id=60232,,
staminamina,nazayie,http://blocgame.com/alliancestats.php?allianceid=1899,18k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,rankings.php?subregion=ind,ASEANG,$1908 million,alliancestats.php?allianceid=1899,East Indies,Near Depletion,Mediocre,,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60523,191 Mbbl,
Democritusius,JonahBuist,,6k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Undisciplined Rabble,last online 65 hours ago,rankings.php?subregion=per,,$1850 million,,Persia,Untapped,None,,http://blocgame.com/rankings.php?subregion=per,11460 km 2,http://blocgame.com/stats.php?id=60416,1595 Mbbl,
Halab,Maalik,http://blocgame.com/alliancestats.php?allianceid=1568,12k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$1913 million,alliancestats.php?allianceid=1568,Mesopotamia,Near Depletion,Mediocre,,http://blocgame.com/rankings.php?subregion=mes,26148 km 2,http://blocgame.com/stats.php?id=56839,,
Huangdi,Xian W�ng,,79k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 4 hours ago,rankings.php?subregion=chi,,$1879 million,,China,Untapped,Small,,http://blocgame.com/rankings.php?subregion=chi,13187 km 2,http://blocgame.com/stats.php?id=59776,,
DeathGods,devin59320,http://blocgame.com/alliancestats.php?allianceid=1935,38k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,rankings.php?subregion=chi,O.P.E.N.,$1872 million,alliancestats.php?allianceid=1935,China,,Mediocre,,http://blocgame.com/rankings.php?subregion=chi,14766 km 2,http://blocgame.com/stats.php?id=60287,,
PasirDuaButir,Col. von Strauffenberg,http://blocgame.com/alliancestats.php?allianceid=1899,79k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,rankings.php?subregion=ind,ASEANG,$1874 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=ind,16172 km 2,http://blocgame.com/stats.php?id=60754,247 Mbbl,
Kalathana,mdmie,http://blocgame.com/alliancestats.php?allianceid=1899,105k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 13 hours ago,rankings.php?subregion=ind,ASEANG,$1860 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,21500 km 2,http://blocgame.com/stats.php?id=60514,278 Mbbl,
prussianiss,TracyMorgan,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 183 hours ago,rankings.php?subregion=chi,The High Council,$1868 million,alliancestats.php?allianceid=1595,China,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=chi,26276 km 2,http://blocgame.com/stats.php?id=59222,,
kodiang,tester2,http://blocgame.com/alliancestats.php?allianceid=1899,105k active personnel,1 ships,Second World War surplus,Normal,3 factories,Standard,last online 12 hours ago,rankings.php?subregion=pac,ASEANG,$1841 million,alliancestats.php?allianceid=1899,Pacific Rim,Near Depletion,Large,,http://blocgame.com/rankings.php?subregion=pac,25941 km 2,http://blocgame.com/stats.php?id=60531,,
FreeEastAfrica,Blanqui,http://blocgame.com/alliancestats.php?allianceid=1932,63k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 9 hours ago,rankings.php?subregion=eaf,African Socialism,$1845 million,alliancestats.php?allianceid=1932,East Africa,Untapped,Small,,http://blocgame.com/rankings.php?subregion=eaf,23258 km 2,http://blocgame.com/stats.php?id=60412,513 Mbbl,
Jambongan,Jambongan,http://blocgame.com/alliancestats.php?allianceid=1899,65k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Poor,last online 35 hours ago,rankings.php?subregion=ind,ASEANG,$1853 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Small,,http://blocgame.com/rankings.php?subregion=ind,23073 km 2,http://blocgame.com/stats.php?id=60807,,
RUUM,RAYMONDSKY,http://blocgame.com/alliancestats.php?allianceid=1899,68k active personnel,1 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=pac,ASEANG,$1824 million,alliancestats.php?allianceid=1899,Pacific Rim,Plentiful,Mediocre,,http://blocgame.com/rankings.php?subregion=pac,25309 km 2,http://blocgame.com/stats.php?id=60543,,
Free Vietnam,dragonexis99,http://blocgame.com/alliancestats.php?allianceid=1401,53k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 41 hours ago,rankings.php?subregion=sea,The Federal Colonies,$1834 million,alliancestats.php?allianceid=1401,Indochina,Untapped,Small,,http://blocgame.com/rankings.php?subregion=sea,25860 km 2,http://blocgame.com/stats.php?id=60426,381 Mbbl,
Catarax,Xarax93,http://blocgame.com/alliancestats.php?allianceid=1923,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 169 hours ago,rankings.php?subregion=ind,Walawalawala,$1823 million,alliancestats.php?allianceid=1923,East Indies,Untapped,None,,http://blocgame.com/rankings.php?subregion=ind,14711 km 2,http://blocgame.com/stats.php?id=60761,,
malays only,amril3036,http://blocgame.com/alliancestats.php?allianceid=1899,38k active personnel,2 ships,First World War surplus,Angelic,2 factories,Standard,last online 15 hours ago,rankings.php?subregion=sea,ASEANG,$1830 million,alliancestats.php?allianceid=1899,Indochina,,Mediocre,,http://blocgame.com/rankings.php?subregion=sea,18739 km 2,http://blocgame.com/stats.php?id=60591,,
Novi Sad,Serbian Gamer,http://blocgame.com/alliancestats.php?allianceid=1393,5k active personnel,0 ships,Second World War surplus,Questionable,2 factories,Elite,last online 8 hours ago,rankings.php?subregion=egy,BAMF,$1830 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=egy,19545 km 2,http://blocgame.com/stats.php?id=60752,9457 Mbbl,
Aquitastan,LongDukDong,,9k active personnel,0 ships,Second World War surplus,Questionable,None,Good,last online 183 hours ago,rankings.php?subregion=ara,,$1773 million,,Arabia,Untapped,None,,http://blocgame.com/rankings.php?subregion=ara,13750 km 2,http://blocgame.com/stats.php?id=59321,5624 Mbbl,
FSOMA,Fascist Toonder,http://blocgame.com/alliancestats.php?allianceid=1835,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 113 hours ago,rankings.php?subregion=mex,SPQR,$1819 million,alliancestats.php?allianceid=1835,Mesoamerica,Untapped,Meagre,,http://blocgame.com/rankings.php?subregion=mex,13613 km 2,http://blocgame.com/stats.php?id=60165,8 Mbbl,
Sparkyland,Abody,http://blocgame.com/alliancestats.php?allianceid=1934,26k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 4 hours ago,rankings.php?subregion=ara,The Blue Crew,$1808 million,alliancestats.php?allianceid=1934,Arabia,Near Depletion,Large,,http://blocgame.com/rankings.php?subregion=ara,24067 km 2,http://blocgame.com/stats.php?id=61028,2950 Mbbl,
Golan,Golan,http://blocgame.com/alliancestats.php?allianceid=1418,49k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 39 hours ago,rankings.php?subregion=pac,Asian Alliance,$1820 million,alliancestats.php?allianceid=1418,Pacific Rim,Near Depletion,Mediocre,,http://blocgame.com/rankings.php?subregion=pac,27398 km 2,http://blocgame.com/stats.php?id=60379,652 Mbbl,
Zorlockian,Zorlocka,http://blocgame.com/alliancestats.php?allianceid=1386,64k active personnel,15 ships,Second World War surplus,Normal,6 factories,Good,last online 46 hours ago,rankings.php?subregion=per,Che Guevara League,$1769 million,alliancestats.php?allianceid=1386,Persia,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=per,44606 km 2,http://blocgame.com/stats.php?id=58422,9943 Mbbl,
williams,twill174,http://blocgame.com/alliancestats.php?allianceid=1952,9k active personnel,0 ships,First World War surplus,Questionable,2 factories,Elite,last online 73 hours ago,rankings.php?subregion=ama,The Eastern Sea,$1792 million,alliancestats.php?allianceid=1952,Amazonia,Untapped,Mediocre,,http://blocgame.com/rankings.php?subregion=ama,11775 km 2,http://blocgame.com/stats.php?id=59373,,
Fagglands,Faggmann,,7k active personnel,-1 ships,Second World War surplus,Questionable,2 factories,Elite,last online 74 hours ago,rankings.php?subregion=chi,,$1749 million,,China,Untapped,Large,,http://blocgame.com/rankings.php?subregion=chi,10082 km 2,http://blocgame.com/stats.php?id=59648,,
Entah,remtap,http://blocgame.com/alliancestats.php?allianceid=1899,99k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,rankings.php?subregion=ind,ASEANG,$1772 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60530,,
Carpentaria,fuerza,http://blocgame.com/alliancestats.php?allianceid=1899,108k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 58 hours ago,rankings.php?subregion=ind,ASEANG,$1721 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ind,15654 km 2,http://blocgame.com/stats.php?id=59901,,
Smoking Bandit,RENTAKA,http://blocgame.com/alliancestats.php?allianceid=1899,70k active personnel,3 ships,Korean War surplus,Angelic,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=ind,ASEANG,$1790 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,38109 km 2,http://blocgame.com/stats.php?id=60611,156 Mbbl,
Losong,Hafirus,http://blocgame.com/alliancestats.php?allianceid=1899,77k active personnel,4 ships,Second World War surplus,Angelic,3 factories,Elite,last online 4 hours ago,rankings.php?subregion=pac,ASEANG,$1783 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=pac,19976 km 2,http://blocgame.com/stats.php?id=60570,,
Ketereh,Kaduk_Durhaka,http://blocgame.com/alliancestats.php?allianceid=1899,19k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 57 hours ago,rankings.php?subregion=ind,ASEANG,$1783 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60606,,
Perdition,Doctor,http://blocgame.com/alliancestats.php?allianceid=1418,7k active personnel,0 ships,Second World War surplus,Normal,3 factories,Good,last online 13 hours ago,rankings.php?subregion=pac,Asian Alliance,$1728 million,alliancestats.php?allianceid=1418,Pacific Rim,Near Depletion,None,,http://blocgame.com/rankings.php?subregion=pac,39727 km 2,http://blocgame.com/stats.php?id=61115,390 Mbbl,
golokkk,madafakahh,http://blocgame.com/alliancestats.php?allianceid=1595,21k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=ara,The High Council,$1743 million,alliancestats.php?allianceid=1595,Arabia,Plentiful,Somewhat Large,,http://blocgame.com/rankings.php?subregion=ara,27399 km 2,http://blocgame.com/stats.php?id=60798,4580 Mbbl,
Del,arnoldNYAAAA,http://blocgame.com/alliancestats.php?allianceid=1850,9k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 71 hours ago,rankings.php?subregion=mes,FFPAW,$1701 million,alliancestats.php?allianceid=1850,Mesopotamia,Untapped,Somewhat Large,,http://blocgame.com/rankings.php?subregion=mes,4315 km 2,http://blocgame.com/stats.php?id=59586,,
CBS,ChrisBeSmokin,http://blocgame.com/alliancestats.php?allianceid=1382,69k active personnel,4 ships,Second World War surplus,Angelic,3 factories,Elite,last online 37 hours ago,rankings.php?subregion=chi,Non-Aligned Movement,$1723 million,alliancestats.php?allianceid=1382,China,Untapped,Large,,http://blocgame.com/rankings.php?subregion=chi,34696 km 2,http://blocgame.com/stats.php?id=45746,,
Bubbistan,Tiny Bubbles,http://blocgame.com/alliancestats.php?allianceid=1924,51k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,rankings.php?subregion=mes,The Axis Of Evil,$1728 million,alliancestats.php?allianceid=1924,Mesopotamia,,Large,,http://blocgame.com/rankings.php?subregion=mes,15513 km 2,http://blocgame.com/stats.php?id=60301,2342 Mbbl,
Samosa,Jewboy,http://blocgame.com/alliancestats.php?allianceid=1595,55k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Poor,last online 74 hours ago,rankings.php?subregion=ara,The High Council,$1656 million,alliancestats.php?allianceid=1595,Arabia,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=ara,20182 km 2,http://blocgame.com/stats.php?id=59258,,
qwertyuiop,rumsods mom,,16k active personnel,0 ships,First World War surplus,Good,2 factories,Undisciplined Rabble,last online 11 hours ago,rankings.php?subregion=ara,,$1684 million,,Arabia,Plentiful,None,,http://blocgame.com/rankings.php?subregion=ara,9995 km 2,http://blocgame.com/stats.php?id=59451,,
Kukulala,Unkel,http://blocgame.com/alliancestats.php?allianceid=1595,64k active personnel,5 ships,Second World War surplus,Normal,3 factories,Good,last online 7 hours ago,rankings.php?subregion=sea,The High Council,$1734 million,alliancestats.php?allianceid=1595,Indochina,Near Depletion,Powerful,,http://blocgame.com/rankings.php?subregion=sea,26025 km 2,http://blocgame.com/stats.php?id=60796,,
