country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
Pingaslavia,CowsRTasty,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 35 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,1 Mbbl per month,$320 million,,1 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=6730,
Swedeinstan,The_Real_Taylor_Swift,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 51 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$320 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=39005,
Pompeii,Lykos,http://blocgame.com/alliancestats.php?allianceid=2064,30k active personnel,0 ships,Finest of the 19th century,Good,None,Undisciplined Rabble,last online 1 hours ago,rankings.php?subregion=mes,SPQR,2 Hundred Tons per month,6 Mbbl per month,$320 million,alliancestats.php?allianceid=2064,2599 Mbbl; 6 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=39021,
Montevallinia,Nimm,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 158 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$320 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=39033,
Vizio,linkbro,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 159 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$320 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=39037,
Rattown,Furfag Commanding,,13k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 50 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$320 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19800 km 2,http://blocgame.com/stats.php?id=39062,
The Kebabtopol,Ghaddafini,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 23 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$320 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=40117,
Viktoria,gracious leader skylar,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 8 hours ago,rankings.php?subregion=pac,The Order,7 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2045,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=40188,
Best Istan,Glorious Leader,,19k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 4 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19800 km 2,http://blocgame.com/stats.php?id=40577,
Herpderpastan,Herpderpmcderp,,14k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 34 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$320 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,19800 km 2,http://blocgame.com/stats.php?id=40615,
WubWubWub,MAYDAY,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 62 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$320 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=40672,
San Crist�bal,FORivera,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 52 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$320 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=40966,
Piratani,vfaufabc,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 55 hours ago,rankings.php?subregion=con,,2 Hundred Tons per month,,$320 million,,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=41028,
Bourbon Island,Gypsy Danger,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 44 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$320 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=41247,
boco grande,atheistpreacher,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 34 hours ago,rankings.php?subregion=gra,,3 Hundred Tons per month,1 Mbbl per month,$320 million,,255 Mbbl; 1 Mbbl,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=41740,
Frostyputania,Frostyputa,http://blocgame.com/alliancestats.php?allianceid=2045,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 30 hours ago,rankings.php?subregion=gra,The Order,4 Hundred Tons per month,1 Mbbl per month,$320 million,alliancestats.php?allianceid=2045,348 Mbbl; 1 Mbbl,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=42065,
Argos,Arkadios,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 58 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=43443,
Falk,Seth,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 33 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$320 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=43574,
FistPump,MasterChef,http://blocgame.com/alliancestats.php?allianceid=2049,35k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 10 hours ago,rankings.php?subregion=per,Brotherhood of Nod,2 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2049,,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,20404 km 2,http://blocgame.com/stats.php?id=43623,
little italy,Vernin,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 125 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$320 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=44097,
kurdastan,stax,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 39 hours ago,rankings.php?subregion=per,Brotherhood of Zion,2 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2048,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=44907,
Versail,Chairman,http://blocgame.com/alliancestats.php?allianceid=2038,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 13 hours ago,rankings.php?subregion=car,Che Guevara League,4 Hundred Tons per month,1 Mbbl per month,$320 million,alliancestats.php?allianceid=2038,123 Mbbl; 1 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=45646,
dane,josen,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 67 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$320 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=45877,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 1 hours ago,rankings.php?subregion=ind,The Order,2 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2045,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=45936,
Yazu,Goobi,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 22 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,5 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2048,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=46519,
Marcus,Marcus Mills,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 159 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$320 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=46590,
Andalusia,Michaelion,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 77 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$320 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=46668,
Foundation,Danzo,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 23 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,5 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2048,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=46870,
Clownaland,Clowny,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 23 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,6 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2048,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=46942,
Tuchankaa,Toquisador,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 57 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=47573,
Kennethland,Kenneth,,17k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 31 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$320 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,19800 km 2,http://blocgame.com/stats.php?id=47662,
Slavostan,Joe Tito-Hoxha,,10k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 18 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,1 Mbbl per month,$320 million,,114 Mbbl; 1 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,19800 km 2,http://blocgame.com/stats.php?id=48188,
skrubrikei,coweymcnuggets,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 44 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$320 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=48846,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=2048,20k active personnel,0 ships,First World War surplus,Good,None,Standard,last online 6 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,4 Hundred Tons per month,3 Mbbl per month,$320 million,alliancestats.php?allianceid=2048,3357 Mbbl; 3 Mbbl,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=49465,
Begnion,Lehran,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 34 hours ago,rankings.php?subregion=gui,,2 Hundred Tons per month,,$320 million,,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=49586,
Arsinoe,Sobek,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 8 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,4 Mbbl per month,$320 million,,4 Mbbl,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=49868,
Ostrich,xvetter,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 63 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$320 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=50376,
Pencils,Pencil Person,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 63 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$320 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=50538,
Quam,Noodle,,5k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 63 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$320 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,19602 km 2,http://blocgame.com/stats.php?id=50541,
Taipei,Shabby,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 66 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$320 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=50553,
Canteens,Immortal Soup,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 63 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$320 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=50878,
Bobafet,Andyccc1017,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 63 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$320 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=50883,
fishboyland,fishboy,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 52 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$320 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=51831,
NMZ,Hally,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 39 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,2 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2048,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=51877,
Krat,Mythron,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 35 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$320 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=51892,
Seychelles,Belanger_Chris,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 133 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$320 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=52110,
PonyPenetrators,PonyPenetrator,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 34 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=52348,
Great Poverty,SamoGrrr,,17k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 17 hours ago,rankings.php?subregion=congo,,2 Hundred Tons per month,,$320 million,,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,19800 km 2,http://blocgame.com/stats.php?id=52440,
Somaliya,Al Somali,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 31 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$320 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,19800 km 2,http://blocgame.com/stats.php?id=52569,
Klub,Man of the Moon,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 104 hours ago,rankings.php?subregion=gui,,2 Hundred Tons per month,,$320 million,,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=52854,
Ekodebota,tfwqtp2tlgf|;3,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 98 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$320 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=53422,
Briggs,General Armstrong,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Elite,last online 19 hours ago,rankings.php?subregion=con,,2 Hundred Tons per month,1 Mbbl per month,$320 million,,405 Mbbl; 1 Mbbl,Southern Cone,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=con,20398 km 2,http://blocgame.com/stats.php?id=53442,
Yulai,SupremeSoviet,http://blocgame.com/alliancestats.php?allianceid=2048,22k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 34 hours ago,rankings.php?subregion=pac,Brotherhood of Zion,2 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2048,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=53451,
USSR,CommissarBrian,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 128 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=54182,
FULLCOMMUNISM,ComradeBeans,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 76 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=54390,
Gīlān,Kuchik Gul,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 153 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$320 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=54430,
DonateLandss,JustAFakee,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 117 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=54479,
Vocaloind,Fafel,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 117 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$320 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=54482,
Waiwud Iwanem,Hasaki Enkou,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 43 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$320 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=54484,
Sarpsh,Clipes,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 117 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$320 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=54485,
Skhrimm,Ept24I5,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 5 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=54756,
Kutlesh,Kutlesh,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 67 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$320 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=54847,
Planistan,YouDontGetToBringFriends,http://blocgame.com/alliancestats.php?allianceid=2058,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 5 hours ago,rankings.php?subregion=eaf,Al-Qassam Brigades,2 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2058,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=54874,
Gruys,Urak Harban,,15k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 47 hours ago,rankings.php?subregion=saf,,2 Hundred Tons per month,,$320 million,,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,19800 km 2,http://blocgame.com/stats.php?id=54913,
Hof'Koursh,TheGoodDoctor,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 61 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,,$320 million,,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=55002,
Triara,laffydecious,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 131 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$320 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=55199,
Jevgeniumland,Jevgenerus,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 8 hours ago,rankings.php?subregion=saf,,2 Hundred Tons per month,,$320 million,,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=55289,
jOOskoland,jOOsko,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 34 hours ago,rankings.php?subregion=atl,The High Council,2 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2039,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=55410,
Istanland,Supreme Leader Tom,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 39 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$320 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=55749,
Volkssturm,Wilhelm Keitel,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 127 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$320 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=55804,
Cena Nation WWE,John Cena of WWE,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 130 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$320 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=55959,
DynamicMemes,mememan69,http://blocgame.com/alliancestats.php?allianceid=2049,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 3 hours ago,rankings.php?subregion=saf,Brotherhood of Nod,7 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2049,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=57005,
Lagoense,Marechal Fabra,,5k active personnel,0 ships,First World War surplus,Good,None,Good,last online 13 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$320 million,,,Caribbean,Plentiful,None,http://blocgame.com/rankings.php?subregion=car,19212 km 2,http://blocgame.com/stats.php?id=57361,
Lyon,Corpsegrinder,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 4 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,2 Mbbl per month,$320 million,,2 Mbbl,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=57382,
Arborea,Arbus,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 47 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,,$320 million,,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=57767,
Skywalker,War Raven,http://blocgame.com/alliancestats.php?allianceid=2059,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 35 hours ago,rankings.php?subregion=mes,The United Nations,2 Hundred Tons per month,4 Mbbl per month,$320 million,alliancestats.php?allianceid=2059,3761 Mbbl; 4 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=57844,
New Palestina,MacK0797,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 38 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$320 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=58215,
Jeldestia,VinnieVlad,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 46 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$320 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=58355,
Zorlockian,Zorlocka,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 136 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$320 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=58422,
Republic Dank,Dank de von Psstoyeur,,35k active personnel,0 ships,First World War surplus,Good,None,Good,last online 12 hours ago,rankings.php?subregion=ara,,3 Hundred Tons per month,4 Mbbl per month,$320 million,,4540 Mbbl; 4 Mbbl,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=58562,
kabdy,NitroBAY,,33k active personnel,0 ships,First World War surplus,Good,None,Good,last online 7 hours ago,rankings.php?subregion=ara,,7 Hundred Tons per month,6 Mbbl per month,$320 million,,2987 Mbbl,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=58731,
gratagula,w2e2w2e2,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 114 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=58756,
Tendo,Takehiro,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 59 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$320 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=58802,
Nofuksgiven,Zippy,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 6 hours ago,rankings.php?subregion=sea,,5 Hundred Tons per month,,$320 million,,171 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=58858,
Galilee,lover of joy,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 133 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$320 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=58944,
